Sequence|Question|Options|Answer
9|下列何者不符合憲法有關教育規定之精神？|中央警察大學得於研究所碩士班入學考試招生簡章中規定，以有無色盲為決定能否取得入學資格之條件|0
9|下列何者不符合憲法有關教育規定之精神？|主管教育行政機關得於一定要件下解除全體董事之職務|0
9|下列何者不符合憲法有關教育規定之精神？|教育部對各大學之運作得為適法性及適當性之監督|1
10|依司法院解釋，有關於人民服兵役的義務，下列敘述何者錯誤？|人民有依法律服兵役之義務|0
10|依司法院解釋，有關於人民服兵役的義務，下列敘述何者錯誤？|兵役法第1條規定中華民國男子有依法服兵役之義務，違反性別平等的憲法規定|1
10|依司法院解釋，有關於人民服兵役的義務，下列敘述何者錯誤？|服兵役義務與宗教信仰自由並未牴觸|0
10|依司法院解釋，有關於人民服兵役的義務，下列敘述何者錯誤？|服兵役義務與人性尊嚴的保障並行不悖|0
11|下列敘述何者錯誤？|司法院院長任期為8年|1
11|下列敘述何者錯誤？|自民國92年起司法院大法官不再區分屆次，任期8年，個別計算，並不得連任|0
11|下列敘述何者錯誤？|司法院大法官組成憲法法庭，審理政黨違憲解散及總統、副總統彈劾案件|0
11|下列敘述何者錯誤？|司法院大法官除法官轉任者外，並不適用法官終身職待遇之規定|0
12|依司法院釋字第530號解釋，審判獨立在保障法官唯本良知，依據法律獨立行使審判職權，為自由民主憲政秩序中何種原則之重要機制？|國民主權原則|0
12|依司法院釋字第530號解釋，審判獨立在保障法官唯本良知，依據法律獨立行使審判職權，為自由民主憲政秩序中何種原則之重要機制？|信賴保護原則|0
12|依司法院釋字第530號解釋，審判獨立在保障法官唯本良知，依據法律獨立行使審判職權，為自由民主憲政秩序中何種原則之重要機制？|權力分立與制衡原則|1
12|依司法院釋字第530號解釋，審判獨立在保障法官唯本良知，依據法律獨立行使審判職權，為自由民主憲政秩序中何種原則之重要機制？|罪責相當原則|0
13|關於現行立法委員的選舉，下列敘述何者錯誤？|選舉方式係採行所謂「單一選區兩票制」，一票選候選人，一票選政黨|0
13|關於現行立法委員的選舉，下列敘述何者錯誤？|選舉的名額中有所謂「全國不分區代表」，其產生即依「政黨票」得票的比例計算其名額|0
13|關於現行立法委員的選舉，下列敘述何者錯誤？|政黨欲獲得「不分區代表」的席次，其政黨選舉票須得票至少百分之三以上方得分配之|1
13|關於現行立法委員的選舉，下列敘述何者錯誤？|區域代表的選區劃分依人口比例計算之，但每縣市至少一人|0
14|下列關於解散立法院之敘述，何者正確？|總統於戒嚴生效後，超過1年仍無法解除戒嚴時，得解散立法院|0
14|下列關於解散立法院之敘述，何者正確？|總統於立法院通過對行政院院長之不信任案後10日內，經諮詢立法院院長後，得宣告解散立法院|1
14|下列關於解散立法院之敘述，何者正確？|立法院經解散後，由總統召開國家安全會議及行政院會議，共同決定立法委員重新選舉之期日|0
14|下列關於解散立法院之敘述，何者正確？|總統發布解散立法院之命令，須經行政院院長之副署|0
15|立法委員於審議預算時，提議將行政院所提交的預算書中，關於某部會預算中某項預算的一定比例挪移至其他項目，但預算總額並未增加，以期能將預算為合理之處置。下列敘述何者正確？|立法委員本即有審議預算的權責，故未牴觸憲法|0
15|立法委員於審議預算時，提議將行政院所提交的預算書中，關於某部會預算中某項預算的一定比例挪移至其他項目，但預算總額並未增加，以期能將預算為合理之處置。下列敘述何者正確？|預算總額並無增加，即無增加政府支出，故非憲法所禁|0
15|立法委員於審議預算時，提議將行政院所提交的預算書中，關於某部會預算中某項預算的一定比例挪移至其他項目，但預算總額並未增加，以期能將預算為合理之處置。下列敘述何者正確？|立法委員此舉是否與憲法相符，應視該預算變動有無實質正當理由而定，若有正當理由，即得為之|0
15|立法委員於審議預算時，提議將行政院所提交的預算書中，關於某部會預算中某項預算的一定比例挪移至其他項目，但預算總額並未增加，以期能將預算為合理之處置。下列敘述何者正確？|預算總額雖未增加，但就被移動而增加或追加之原預算項目而言，亦屬增加支出之提議，而與憲法不符|1
16|槍砲彈藥刀械管制條例第8條第1項規定：「未經許可，製造、販賣或運輸鋼筆槍、瓦斯槍……者，處無期徒刑或五年以上有期徒刑，併科新臺幣一千萬元以下罰金。」下列敘述何者錯誤？|該條立法目的係為防止暴力犯罪，以保障人民生命、身體、自由及財產等安全，符合重要之憲法價值|0
16|槍砲彈藥刀械管制條例第8條第1項規定：「未經許可，製造、販賣或運輸鋼筆槍、瓦斯槍……者，處無期徒刑或五年以上有期徒刑，併科新臺幣一千萬元以下罰金。」下列敘述何者錯誤？|該條以刑罰為手段有助於目的之達成|0
16|槍砲彈藥刀械管制條例第8條第1項規定：「未經許可，製造、販賣或運輸鋼筆槍、瓦斯槍……者，處無期徒刑或五年以上有期徒刑，併科新臺幣一千萬元以下罰金。」下列敘述何者錯誤？|該條以刑罰為手段不具有必要性|1
16|槍砲彈藥刀械管制條例第8條第1項規定：「未經許可，製造、販賣或運輸鋼筆槍、瓦斯槍……者，處無期徒刑或五年以上有期徒刑，併科新臺幣一千萬元以下罰金。」下列敘述何者錯誤？|該條規定不論犯罪情節輕重均處相同高度之處罰，罪責與處罰不相對應|0
17|依司法院釋字第419號解釋，關於行政院院長、副總統與總統之關係，下列何者正確？|在法定職權上，副總統與行政院院長係分工與制衡之關係|0
17|依司法院釋字第419號解釋，關於行政院院長、副總統與總統之關係，下列何者正確？|副總統為總統之備位，維繫國家元首不能一日或缺之憲法功能|1
17|依司法院釋字第419號解釋，關於行政院院長、副總統與總統之關係，下列何者正確？|副總統雖未依憲法繼任總統或代行總統職權時，但仍得行使屬於總統之憲法上權力|0
17|依司法院釋字第419號解釋，關於行政院院長、副總統與總統之關係，下列何者正確？|副總統基於總統之信任關係，可視為副總統有其輔弼總統之法定職權|0
18|關於基本權利之功能，下列何者正確？|傳統稱為自由權的基本權利只有防禦的功能|0
18|關於基本權利之功能，下列何者正確？|基本權利除了作為主觀權利之外，沒有其他功能|0
18|關於基本權利之功能，下列何者正確？|基本權利形成客觀價值秩序，引導法規範的解釋與適用|1
18|關於基本權利之功能，下列何者正確？|基本權利與制度性保障毫無關聯|0
19|社會秩序維護法第80條第1項第1款就意圖得利與人姦、宿者，處3日以下拘留或新臺幣3萬元以下罰鍰之規定，被宣告違憲。依司法院解釋意旨，上開法條規定何以違憲？|違反法律保留原則|0
19|社會秩序維護法第80條第1項第1款就意圖得利與人姦、宿者，處3日以下拘留或新臺幣3萬元以下罰鍰之規定，被宣告違憲。依司法院解釋意旨，上開法條規定何以違憲？|違反比例原則|0
19|社會秩序維護法第80條第1項第1款就意圖得利與人姦、宿者，處3日以下拘留或新臺幣3萬元以下罰鍰之規定，被宣告違憲。依司法院解釋意旨，上開法條規定何以違憲？|違反平等原則|1
19|社會秩序維護法第80條第1項第1款就意圖得利與人姦、宿者，處3日以下拘留或新臺幣3萬元以下罰鍰之規定，被宣告違憲。依司法院解釋意旨，上開法條規定何以違憲？|違反人格自由|0
20|依司法院釋字第388號及第627號解釋，下列敘述，何者錯誤？|總統不受刑事上之訴究，為一種暫時性之程序障礙，而非總統就其犯罪行為享有實體之免責權|0
20|依司法院釋字第388號及第627號解釋，下列敘述，何者錯誤？|總統之刑事豁免權，不及於因他人刑事案件而對總統所為之證據調查與證據保全|0
20|依司法院釋字第388號及第627號解釋，下列敘述，何者錯誤？|總統不受刑事訴究之特權或轄免權，乃針對總統之職位而設，故僅擔任總統一職者，才享有此一特權|0
20|依司法院釋字第388號及第627號解釋，下列敘述，何者錯誤？|擔任總統職位之個人，得拋棄不受刑事訴究之特權或豁免權|1
21|「行政自我拘束原則」係源於下列何種一般法律原則？|平等原則|1
21|「行政自我拘束原則」係源於下列何種一般法律原則？|法律保留原則|0
21|「行政自我拘束原則」係源於下列何種一般法律原則？|比例原則|0
21|「行政自我拘束原則」係源於下列何種一般法律原則？|不當聯結禁止原則|0
22|下列何者並非行政程序法第158條規定有關法規命令無效之原因？|依法律規定應舉行聽證，而未舉行者|1
22|下列何者並非行政程序法第158條規定有關法規命令無效之原因？|無法律之授權而剝奪或限制人民之自由、權利者|0
22|下列何者並非行政程序法第158條規定有關法規命令無效之原因？|牴觸上級機關之命令者|0
22|下列何者並非行政程序法第158條規定有關法規命令無效之原因？|其訂定依法應經其他機關核准，而未經核准者|0
23|以下有關自治法規之敘述，何者錯誤？|自治法規由地方行政機關訂定，並發布或下達者，稱自治規則|0
23|以下有關自治法規之敘述，何者錯誤？|自治規則屬依法定職權或自治條例授權訂定者，應分別函送上級政府及各該地方立法機關備查或查照|0
23|以下有關自治法規之敘述，何者錯誤？|創設、剝奪或限制地方自治團體居民之權利義務者，得以自治規則定之|1
23|以下有關自治法規之敘述，何者錯誤？|自治法規經地方立法機關通過，並由各該行政機關公布者，稱自治條例|0
24|砲兵部隊依規定進行試砲，因天候乾燥意外引發大火，燒毀民宅。事後調查，執行任務之人均無任何故意過失。下列敘述何者正確？|為保障人民權益，仍應依國家賠償法之規定給予賠償|0
24|砲兵部隊依規定進行試砲，因天候乾燥意外引發大火，燒毀民宅。事後調查，執行任務之人均無任何故意過失。下列敘述何者正確？|具徵收作用之干涉，應給予補償|1
24|砲兵部隊依規定進行試砲，因天候乾燥意外引發大火，燒毀民宅。事後調查，執行任務之人均無任何故意過失。下列敘述何者正確？|應依行政程序法給予信賴利益補償|0
24|砲兵部隊依規定進行試砲，因天候乾燥意外引發大火，燒毀民宅。事後調查，執行任務之人均無任何故意過失。下列敘述何者正確？|國家並無任何賠償或補償責任|0
25|國家通訊傳播委員會（以下簡稱通傳會）於甲電視公司申請換發營運許可時，因考量到其公司治理之外部性不足，遂於換照許可中附加附款，要求甲公司應於換照許可送達後一年內設置至少一名獨立董事。該附款之種類為何？|期限|0
25|國家通訊傳播委員會（以下簡稱通傳會）於甲電視公司申請換發營運許可時，因考量到其公司治理之外部性不足，遂於換照許可中附加附款，要求甲公司應於換照許可送達後一年內設置至少一名獨立董事。該附款之種類為何？|條件|0
25|國家通訊傳播委員會（以下簡稱通傳會）於甲電視公司申請換發營運許可時，因考量到其公司治理之外部性不足，遂於換照許可中附加附款，要求甲公司應於換照許可送達後一年內設置至少一名獨立董事。該附款之種類為何？|負擔|1
25|國家通訊傳播委員會（以下簡稱通傳會）於甲電視公司申請換發營運許可時，因考量到其公司治理之外部性不足，遂於換照許可中附加附款，要求甲公司應於換照許可送達後一年內設置至少一名獨立董事。該附款之種類為何？|修正之負擔|0
26|承上題，假設甲公司於一年經過後仍未履行設置獨立董事之附款。在現行法制上，通傳會應為如何之處置為妥適？|換照許可自動失效，通傳會可發函甲告知此事實，並要求其限期自行關閉電視台|0
26|承上題，假設甲公司於一年經過後仍未履行設置獨立董事之附款。在現行法制上，通傳會應為如何之處置為妥適？|撤銷換照許可，並要求甲限期關閉電視台|0
26|承上題，假設甲公司於一年經過後仍未履行設置獨立董事之附款。在現行法制上，通傳會應為如何之處置為妥適？|就附款為強制執行，促使附款內容之實現|1
26|承上題，假設甲公司於一年經過後仍未履行設置獨立董事之附款。在現行法制上，通傳會應為如何之處置為妥適？|附款自動失效，通傳會可對甲另為相同內容之不利處分|0
27|承上題，甲若不服通傳會對其所為之換照許可中附加附款，可循何種行政爭訟途徑？|訴願及撤銷訴訟|1
27|承上題，甲若不服通傳會對其所為之換照許可中附加附款，可循何種行政爭訟途徑？|確認附款無效之訴訟|0
27|承上題，甲若不服通傳會對其所為之換照許可中附加附款，可循何種行政爭訟途徑？|確認附款違法之訴訟|0
27|承上題，甲若不服通傳會對其所為之換照許可中附加附款，可循何種行政爭訟途徑？|訴願及課予義務訴訟|0
28|承上題，甲於提起訴願時，根據現行實務見解，訴願管轄機關為何？|通傳會|0
28|承上題，甲於提起訴願時，根據現行實務見解，訴願管轄機關為何？|行政院新聞局|0
28|承上題，甲於提起訴願時，根據現行實務見解，訴願管轄機關為何？|行政院|1
28|承上題，甲於提起訴願時，根據現行實務見解，訴願管轄機關為何？|總統府|0
29|承上題，下列何種審查事項，不在訴願管轄機關權限範圍之內？|不當聯結禁止原則之是否遵守|0
29|承上題，下列何種審查事項，不在訴願管轄機關權限範圍之內？|附款是否符合換照許可管制之目的|0
29|承上題，下列何種審查事項，不在訴願管轄機關權限範圍之內？|附款是否合乎比例原則|0
29|承上題，下列何種審查事項，不在訴願管轄機關權限範圍之內？|附款是否落實國家有線電視管制之政策|1
30|人民對主管機關斷水斷電之執行方法提起救濟，對該救濟之處理結果如仍有不服，進一步應如何救濟？|直接提起課予義務訴訟|0
30|人民對主管機關斷水斷電之執行方法提起救濟，對該救濟之處理結果如仍有不服，進一步應如何救濟？|直接提起撤銷訴訟|0
30|人民對主管機關斷水斷電之執行方法提起救濟，對該救濟之處理結果如仍有不服，進一步應如何救濟？|先提出訴願|0
30|人民對主管機關斷水斷電之執行方法提起救濟，對該救濟之處理結果如仍有不服，進一步應如何救濟？|直接提起一般給付訴訟|1
31|依文化資產保存法規定，建造物所有人對於具有保存價值之建物，得向主管機關申請指定為古蹟，主管機關於受理人民申請後，應依法定程序審查之。甲為建物所有權人，以其所有建物具保存價值，乃向主管機關申請，請求將其所有建物指定為古蹟。主管機關A縣政府經審議後，認為不具保存價值，乃函知甲：所申請之建物，無指定公告為古蹟之價值。下列敘述何者正確？|甲為建物所有權人，A縣政府拒絕其指定之請求，自得提起訴願|1
31|依文化資產保存法規定，建造物所有人對於具有保存價值之建物，得向主管機關申請指定為古蹟，主管機關於受理人民申請後，應依法定程序審查之。甲為建物所有權人，以其所有建物具保存價值，乃向主管機關申請，請求將其所有建物指定為古蹟。主管機關A縣政府經審議後，認為不具保存價值，乃函知甲：所申請之建物，無指定公告為古蹟之價值。下列敘述何者正確？|甲為建物所有權人，A縣政府經審議後拒絕其指定之請求，程序並無不法，不得提起訴願|0
31|依文化資產保存法規定，建造物所有人對於具有保存價值之建物，得向主管機關申請指定為古蹟，主管機關於受理人民申請後，應依法定程序審查之。甲為建物所有權人，以其所有建物具保存價值，乃向主管機關申請，請求將其所有建物指定為古蹟。主管機關A縣政府經審議後，認為不具保存價值，乃函知甲：所申請之建物，無指定公告為古蹟之價值。下列敘述何者正確？|甲為建物所有權人，A縣政府拒絕其指定之請求，係屬公法上意思表示，不得提起訴願|0
31|依文化資產保存法規定，建造物所有人對於具有保存價值之建物，得向主管機關申請指定為古蹟，主管機關於受理人民申請後，應依法定程序審查之。甲為建物所有權人，以其所有建物具保存價值，乃向主管機關申請，請求將其所有建物指定為古蹟。主管機關A縣政府經審議後，認為不具保存價值，乃函知甲：所申請之建物，無指定公告為古蹟之價值。下列敘述何者正確？|甲為建物所有權人，A縣政府拒絕其指定之請求，並非依法申請之案件，不得提起訴願|0
32|承上題，依文化資產保存法規定：縣定古蹟應由縣政府指定公告。A縣政府文化局於審議後，未以縣政府名義函復甲，而以文化局名義函復甲，則文化局所為函復之效力為何？|文化局並非法定主管機關，其函復無效|0
32|承上題，依文化資產保存法規定：縣定古蹟應由縣政府指定公告。A縣政府文化局於審議後，未以縣政府名義函復甲，而以文化局名義函復甲，則文化局所為函復之效力為何？|文化局雖無管轄權限，尚非重大明顯之瑕疵，其函復得予撤銷|1
32|承上題，依文化資產保存法規定：縣定古蹟應由縣政府指定公告。A縣政府文化局於審議後，未以縣政府名義函復甲，而以文化局名義函復甲，則文化局所為函復之效力為何？|文化局為縣政府所屬機關，其函復合法有效|0
32|承上題，依文化資產保存法規定：縣定古蹟應由縣政府指定公告。A縣政府文化局於審議後，未以縣政府名義函復甲，而以文化局名義函復甲，則文化局所為函復之效力為何？|文化局為縣政府所屬機關，其函復屬程序行為，不生對外效力|0
33|承上題，A縣政府於召開文化資產審議委員會前，經調查發現系爭建物之分別共有人計10人，則於審議時通知所有權人到場，應為下列何項送達始合法？|分別送達各共有人|1
33|承上題，A縣政府於召開文化資產審議委員會前，經調查發現系爭建物之分別共有人計10人，則於審議時通知所有權人到場，應為下列何項送達始合法？|送達共有人二分之一|0
33|承上題，A縣政府於召開文化資產審議委員會前，經調查發現系爭建物之分別共有人計10人，則於審議時通知所有權人到場，應為下列何項送達始合法？|送達共有人其中一人|0
33|承上題，A縣政府於召開文化資產審議委員會前，經調查發現系爭建物之分別共有人計10人，則於審議時通知所有權人到場，應為下列何項送達始合法？|送達共有人之一，並請其檢附其他共有人之委任書|0
34|承上題，甲所有建物經A縣政府公告指定為古蹟，乙為系爭建物之共有人，以A縣政府文化資產審議程序並未依規定通知其到場陳述意見，且公告指定為古蹟時，亦未函知其建物已指定為古蹟，而提起訴願。此項公告指定處分之效力為何？|乙為建物共有人，未經陳述意見，不符正當法律程序，公告指定處分無效|0
34|承上題，甲所有建物經A縣政府公告指定為古蹟，乙為系爭建物之共有人，以A縣政府文化資產審議程序並未依規定通知其到場陳述意見，且公告指定為古蹟時，亦未函知其建物已指定為古蹟，而提起訴願。此項公告指定處分之效力為何？|乙為建物共有人，雖未經陳述意見，惟尚非不得補正，公告指定處分未補正乙之陳述意見程序，得予撤銷|1
34|承上題，甲所有建物經A縣政府公告指定為古蹟，乙為系爭建物之共有人，以A縣政府文化資產審議程序並未依規定通知其到場陳述意見，且公告指定為古蹟時，亦未函知其建物已指定為古蹟，而提起訴願。此項公告指定處分之效力為何？|乙為建物所有人，公告指定處分未經合法送達，不生對外效力，公告處分自始不生效力|0
34|承上題，甲所有建物經A縣政府公告指定為古蹟，乙為系爭建物之共有人，以A縣政府文化資產審議程序並未依規定通知其到場陳述意見，且公告指定為古蹟時，亦未函知其建物已指定為古蹟，而提起訴願。此項公告指定處分之效力為何？|乙為建物所有人，公告指定為對物之一般處分，雖未經乙陳述意見及送達，仍屬合法有效|0
35|警察大學之公費生向學校立具之「入學志願書」其內容載明：「畢業後將遵守法律所定服務年限之規定，如於服務年限內擅自離職或經撤職、免職者，本人願意賠償在學全部公費……」等語，其性質為何？|行政契約|1
35|警察大學之公費生向學校立具之「入學志願書」其內容載明：「畢業後將遵守法律所定服務年限之規定，如於服務年限內擅自離職或經撤職、免職者，本人願意賠償在學全部公費……」等語，其性質為何？|私法保證契約|0
35|警察大學之公費生向學校立具之「入學志願書」其內容載明：「畢業後將遵守法律所定服務年限之規定，如於服務年限內擅自離職或經撤職、免職者，本人願意賠償在學全部公費……」等語，其性質為何？|行政處分附款中之負擔|0
35|警察大學之公費生向學校立具之「入學志願書」其內容載明：「畢業後將遵守法律所定服務年限之規定，如於服務年限內擅自離職或經撤職、免職者，本人願意賠償在學全部公費……」等語，其性質為何？|行政處分附款中之保留事後廢止權|0
36|依行政執行法之規定，人民對於行政機關於行政執行程序中所為之執行方法，若有不服，應先循何種管道救濟？|提起撤銷訴訟|0
36|依行政執行法之規定，人民對於行政機關於行政執行程序中所為之執行方法，若有不服，應先循何種管道救濟？|聲請釋憲|0
36|依行政執行法之規定，人民對於行政機關於行政執行程序中所為之執行方法，若有不服，應先循何種管道救濟？|聲明異議|1
36|依行政執行法之規定，人民對於行政機關於行政執行程序中所為之執行方法，若有不服，應先循何種管道救濟？|提出訴願|0
37|下列有關國家賠償制度之敘述，何者正確？|警察下班後著便裝，私帶配槍，槍殺仇家，應成立國家賠償責任|0
37|下列有關國家賠償制度之敘述，何者正確？|公務員由於職務繁重，無法兼顧各個細節而發生疏誤，侵害人民權利，由於他已經盡力，所以無故意過失，無法成立國家賠償責任|0
37|下列有關國家賠償制度之敘述，何者正確？|受委託行使公權力之私人於執行委託事務時違法侵害人民權利，被害人得向受託人請求國家賠償|0
37|下列有關國家賠償制度之敘述，何者正確？|民間業者協助執行拖吊違規停車之事務，為行政助手，當其不慎損害人民車輛時，執行取締違規停車之警察局應負國家賠償責任|1
38|甲直轄市政府依其所定甲市河川管理規則第15條規定，同意甲市市民乙在甲市A河川區域設置碼頭使用，經營景觀咖啡小站，許可處分中附註，未來A河川如有整治必要或甲市政府另有需要時，乙應無條件放棄使用碼頭，並配合拆除設施，乙亦不得向甲市政府要求任何補償。試問，此項附註之性質為：|解除條件|0
38|甲直轄市政府依其所定甲市河川管理規則第15條規定，同意甲市市民乙在甲市A河川區域設置碼頭使用，經營景觀咖啡小站，許可處分中附註，未來A河川如有整治必要或甲市政府另有需要時，乙應無條件放棄使用碼頭，並配合拆除設施，乙亦不得向甲市政府要求任何補償。試問，此項附註之性質為：|負擔|0
38|甲直轄市政府依其所定甲市河川管理規則第15條規定，同意甲市市民乙在甲市A河川區域設置碼頭使用，經營景觀咖啡小站，許可處分中附註，未來A河川如有整治必要或甲市政府另有需要時，乙應無條件放棄使用碼頭，並配合拆除設施，乙亦不得向甲市政府要求任何補償。試問，此項附註之性質為：|期限|0
38|甲直轄市政府依其所定甲市河川管理規則第15條規定，同意甲市市民乙在甲市A河川區域設置碼頭使用，經營景觀咖啡小站，許可處分中附註，未來A河川如有整治必要或甲市政府另有需要時，乙應無條件放棄使用碼頭，並配合拆除設施，乙亦不得向甲市政府要求任何補償。試問，此項附註之性質為：|保留行政處分之廢止權|1
39|承上題，如附註載明，乙必須清除經營景觀咖啡小站所造成之環境污染，並每月提供營業額百分之五的收入，進行綠美化碼頭附近之環境。試問，此項附註之性質為：|期限|0
39|承上題，如附註載明，乙必須清除經營景觀咖啡小站所造成之環境污染，並每月提供營業額百分之五的收入，進行綠美化碼頭附近之環境。試問，此項附註之性質為：|解除條件|0
39|承上題，如附註載明，乙必須清除經營景觀咖啡小站所造成之環境污染，並每月提供營業額百分之五的收入，進行綠美化碼頭附近之環境。試問，此項附註之性質為：|負擔|1
39|承上題，如附註載明，乙必須清除經營景觀咖啡小站所造成之環境污染，並每月提供營業額百分之五的收入，進行綠美化碼頭附近之環境。試問，此項附註之性質為：|保留行政處分之廢止權|0
40|承上題，乙仍希望經營景觀咖啡小站，對清除環境污染亦無意見，但認為營業額百分之五的額度要求過高而不合理，試問乙應如何尋求救濟較為正確？|單獨對此項要求提出撤銷訴願及撤銷訴訟|1
40|承上題，乙仍希望經營景觀咖啡小站，對清除環境污染亦無意見，但認為營業額百分之五的額度要求過高而不合理，試問乙應如何尋求救濟較為正確？|針對整個許可處分提出撤銷訴願及撤銷訴訟|0
40|承上題，乙仍希望經營景觀咖啡小站，對清除環境污染亦無意見，但認為營業額百分之五的額度要求過高而不合理，試問乙應如何尋求救濟較為正確？|提出課予義務訴願及課予義務訴訟，請求獲得無此項要求之許可處分|0
