Sequence|Question|Options|Answer
5|甲於遺囑中規定，贈乙以房屋一幢，但乙應保留一個房間給丙使用。請問此行為是：|附條件之行為|0
5|甲於遺囑中規定，贈乙以房屋一幢，但乙應保留一個房間給丙使用。請問此行為是：|附期限之行為|0
5|甲於遺囑中規定，贈乙以房屋一幢，但乙應保留一個房間給丙使用。請問此行為是：|附負擔之行為|1
5|甲於遺囑中規定，贈乙以房屋一幢，但乙應保留一個房間給丙使用。請問此行為是：|有對價之行為|0
6|甲、乙、丙3人公同共有一土地，未經鄰地所有權人丁之同意，3人長期均以行使不動產役權之意思，通行丁之土地，其後甲、乙放棄通行，丙於通行丁地20年後，有何法律效果？|丙就公同共有之土地所享有之通行權，僅限於自己所有之部分|0
6|甲、乙、丙3人公同共有一土地，未經鄰地所有權人丁之同意，3人長期均以行使不動產役權之意思，通行丁之土地，其後甲、乙放棄通行，丙於通行丁地20年後，有何法律效果？|20年期間之計算，應自甲、乙放棄通行後起算|0
6|甲、乙、丙3人公同共有一土地，未經鄰地所有權人丁之同意，3人長期均以行使不動產役權之意思，通行丁之土地，其後甲、乙放棄通行，丙於通行丁地20年後，有何法律效果？|丙得為全體公同共有人，請求登記為不動產役權人|1
6|甲、乙、丙3人公同共有一土地，未經鄰地所有權人丁之同意，3人長期均以行使不動產役權之意思，通行丁之土地，其後甲、乙放棄通行，丙於通行丁地20年後，有何法律效果？|丙應得甲、乙之同意後，始得請求登記為不動產役權人|0
7|甲與乙成立房屋租賃契約，約定「租期至民國100年12月31日」。下列敘述，何者正確？|本例為租賃契約附停止條件|0
7|甲與乙成立房屋租賃契約，約定「租期至民國100年12月31日」。下列敘述，何者正確？|本例為租賃契約附解除條件|0
7|甲與乙成立房屋租賃契約，約定「租期至民國100年12月31日」。下列敘述，何者正確？|本例為租賃契約附始期|0
7|甲與乙成立房屋租賃契約，約定「租期至民國100年12月31日」。下列敘述，何者正確？|本例為租賃契約附終期|1
8|甲是養鴿人，向上屆冠軍鴿主乙購買其冠軍鴿配種所得之幼鴿，準備高價轉售丙，價金高達新臺幣50萬元。乙雖移轉幼鴿所有權並交付給甲，但血統證明書迄未交付。下列敘述，何者正確？|甲得主張乙未交付鴿子血統證明書，而立刻解除契約|0
8|甲是養鴿人，向上屆冠軍鴿主乙購買其冠軍鴿配種所得之幼鴿，準備高價轉售丙，價金高達新臺幣50萬元。乙雖移轉幼鴿所有權並交付給甲，但血統證明書迄未交付。下列敘述，何者正確？|甲對丙負賠償責任之損害應由甲自行承擔，因乙既已移轉交付幼鴿，尚難謂乙有債務不履行情事|0
8|甲是養鴿人，向上屆冠軍鴿主乙購買其冠軍鴿配種所得之幼鴿，準備高價轉售丙，價金高達新臺幣50萬元。乙雖移轉幼鴿所有權並交付給甲，但血統證明書迄未交付。下列敘述，何者正確？|甲得主張乙未交付鴿子血統證明書，而拒絕支付價金|1
8|甲是養鴿人，向上屆冠軍鴿主乙購買其冠軍鴿配種所得之幼鴿，準備高價轉售丙，價金高達新臺幣50萬元。乙雖移轉幼鴿所有權並交付給甲，但血統證明書迄未交付。下列敘述，何者正確？|若甲因此受有損害，可主張乙違反附隨義務而依民法第227條主張其權利|0
9|甲委任乙將其名下一筆不動產所有權移轉給丙，並就此行為授與乙代理權。關於甲對乙之處理權與代理權授與之方式，下列何者正確？|二者方式自由，不受任何限制|0
9|甲委任乙將其名下一筆不動產所有權移轉給丙，並就此行為授與乙代理權。關於甲對乙之處理權與代理權授與之方式，下列何者正確？|二者均須以文字為之|1
9|甲委任乙將其名下一筆不動產所有權移轉給丙，並就此行為授與乙代理權。關於甲對乙之處理權與代理權授與之方式，下列何者正確？|僅處理權之授與須以文字為之|0
9|甲委任乙將其名下一筆不動產所有權移轉給丙，並就此行為授與乙代理權。關於甲對乙之處理權與代理權授與之方式，下列何者正確？|僅代理權授與須以文字為之|0
10|甲喪偶，有子女乙、丙、丁3人。乙曾脅迫甲立遺囑遺贈乙1百萬元。惟其後甲在該遺囑上記明廢棄。丙於甲死亡後，將甲之部分遺產予以隱匿，關於甲之繼承人，下列敘述，何者正確？|僅丁一人|0
10|甲喪偶，有子女乙、丙、丁3人。乙曾脅迫甲立遺囑遺贈乙1百萬元。惟其後甲在該遺囑上記明廢棄。丙於甲死亡後，將甲之部分遺產予以隱匿，關於甲之繼承人，下列敘述，何者正確？|乙、丁|0
10|甲喪偶，有子女乙、丙、丁3人。乙曾脅迫甲立遺囑遺贈乙1百萬元。惟其後甲在該遺囑上記明廢棄。丙於甲死亡後，將甲之部分遺產予以隱匿，關於甲之繼承人，下列敘述，何者正確？|丙、丁|1
10|甲喪偶，有子女乙、丙、丁3人。乙曾脅迫甲立遺囑遺贈乙1百萬元。惟其後甲在該遺囑上記明廢棄。丙於甲死亡後，將甲之部分遺產予以隱匿，關於甲之繼承人，下列敘述，何者正確？|乙、丙、丁|0
11|關於消滅時效，下列敘述，何者錯誤？|其客體為請求權，時效完成後，債務人得拒絕給付|0
11|關於消滅時效，下列敘述，何者錯誤？|時效完成後，債務人得拒絕給付，法院得依職權以之為裁判之資料|1
11|關於消滅時效，下列敘述，何者錯誤？|時效完成後，債務人得拒絕給付，法院不得依職權以之為裁判之資料|0
11|關於消滅時效，下列敘述，何者錯誤？|其客體為請求權，時效完成後，債權人得本諸債權而受領給付|0
12|有關「物」之說明，下列敘述，何者錯誤？|由土地出產物分離所收穫之果實，其所有權不當然歸屬土地所有人|0
12|有關「物」之說明，下列敘述，何者錯誤？|違反法令建造之房屋，只要已足避風雨、可達經濟上使用目的，仍為不動產|0
12|有關「物」之說明，下列敘述，何者錯誤？|臨時鋪設之輕便軌道，因其已固定於土地上，故為定著物|1
12|有關「物」之說明，下列敘述，何者錯誤？|非屬同一人所有之物，不可能發生主物從物關係|0
13|現年18歲之甲未得父母（乙及丙）之同意，經丁之聘僱，於週末下午1點至6點負責在丁開設之泡沫紅茶店看店及出賣飲品。下列敘述，何者錯誤？|若乙與丙表示反對甲在丁之店裡工作，甲與丁間之契約即為無效|0
13|現年18歲之甲未得父母（乙及丙）之同意，經丁之聘僱，於週末下午1點至6點負責在丁開設之泡沫紅茶店看店及出賣飲品。下列敘述，何者錯誤？|甲雖未滿20歲亦得為代理人，其賣給客人之行為有效，效力直接對丁生效|0
13|現年18歲之甲未得父母（乙及丙）之同意，經丁之聘僱，於週末下午1點至6點負責在丁開設之泡沫紅茶店看店及出賣飲品。下列敘述，何者錯誤？|若乙與丙表示反對甲在丁之店裡工作，甲所為之代理行為即歸於無效。因而，甲之行為即成為無權代理|1
13|現年18歲之甲未得父母（乙及丙）之同意，經丁之聘僱，於週末下午1點至6點負責在丁開設之泡沫紅茶店看店及出賣飲品。下列敘述，何者錯誤？|丁得僅對甲為代理權授與之表示|0
14|甲現年18歲，乙委託甲代其向丙購買電腦，甲同意接受此項委託，並由乙授與甲代理權，甲乃代理乙向丙購買電腦，惟關於甲受乙之委託向丙購買電腦一事，甲之父母親（法定代理人）並不知情。下列敘述，何者正確？|甲與乙之委任契約無效，甲代理乙與丙所訂立之電腦買賣契約有效成立|0
14|甲現年18歲，乙委託甲代其向丙購買電腦，甲同意接受此項委託，並由乙授與甲代理權，甲乃代理乙向丙購買電腦，惟關於甲受乙之委託向丙購買電腦一事，甲之父母親（法定代理人）並不知情。下列敘述，何者正確？|甲與乙之委任契約效力未定，甲代理乙與丙所訂立之電腦買賣契約無效|0
14|甲現年18歲，乙委託甲代其向丙購買電腦，甲同意接受此項委託，並由乙授與甲代理權，甲乃代理乙向丙購買電腦，惟關於甲受乙之委託向丙購買電腦一事，甲之父母親（法定代理人）並不知情。下列敘述，何者正確？|甲與乙之委任契約有效，甲代理乙與丙所訂立之電腦買賣契約無效|0
14|甲現年18歲，乙委託甲代其向丙購買電腦，甲同意接受此項委託，並由乙授與甲代理權，甲乃代理乙向丙購買電腦，惟關於甲受乙之委託向丙購買電腦一事，甲之父母親（法定代理人）並不知情。下列敘述，何者正確？|甲與乙之委任契約效力未定，甲代理乙與丙所訂立之電腦買賣契約有效成立|1
15|甲、乙二人為夫妻，婚後不久，雙方預訂離婚協議書，約定一方對他方有虐待、侮辱或不義情事者，雙方同意即刻離婚，絕無異議。甲、乙間之協議，效力如何？|有效|0
15|甲、乙二人為夫妻，婚後不久，雙方預訂離婚協議書，約定一方對他方有虐待、侮辱或不義情事者，雙方同意即刻離婚，絕無異議。甲、乙間之協議，效力如何？|無效|1
15|甲、乙二人為夫妻，婚後不久，雙方預訂離婚協議書，約定一方對他方有虐待、侮辱或不義情事者，雙方同意即刻離婚，絕無異議。甲、乙間之協議，效力如何？|得撤銷|0
15|甲、乙二人為夫妻，婚後不久，雙方預訂離婚協議書，約定一方對他方有虐待、侮辱或不義情事者，雙方同意即刻離婚，絕無異議。甲、乙間之協議，效力如何？|經甲、乙承認後有效|0
16|甲夫乙妻未約定夫妻財產制，於離婚登記完成後翌日，乙始發現甲已於2年前，將婚後以甲名義所購買之房屋贈送予丙，乙應如何維護其剩餘財產分配請求權？|乙得聲請法院撤銷甲對丙之房屋贈與|0
16|甲夫乙妻未約定夫妻財產制，於離婚登記完成後翌日，乙始發現甲已於2年前，將婚後以甲名義所購買之房屋贈送予丙，乙應如何維護其剩餘財產分配請求權？|乙得要求丙將其所受贈與之房屋返還予甲|0
16|甲夫乙妻未約定夫妻財產制，於離婚登記完成後翌日，乙始發現甲已於2年前，將婚後以甲名義所購買之房屋贈送予丙，乙應如何維護其剩餘財產分配請求權？|乙得主張將該屋追加計算為甲之婚後財產|1
16|甲夫乙妻未約定夫妻財產制，於離婚登記完成後翌日，乙始發現甲已於2年前，將婚後以甲名義所購買之房屋贈送予丙，乙應如何維護其剩餘財產分配請求權？|因離婚已完成登記，故乙不得主張任何權利|0
17|下列有關死亡宣告之敘述，何者錯誤？|限於無利害關係人或利害關係人均不聲請時，檢察官始得聲請死亡宣告|1
17|下列有關死亡宣告之敘述，何者錯誤？|失蹤人為80歲以上者，得於失蹤滿3年後，為死亡之宣告|0
17|下列有關死亡宣告之敘述，何者錯誤？|失蹤人為遭遇特別災難者，得於特別災難終了滿1年後，為死亡之宣告|0
17|下列有關死亡宣告之敘述，何者錯誤？|受死亡宣告者，以判決內所確定死亡之時，推定其為死亡|0
18|甲與乙約定：「明天若晴天出大太陽，送乙1頂帽子」；另甲與丙約定：「晴天出大太陽時，送丙1頂帽子」。下列敘述，何者正確？|甲與乙之約定，附有停止條件；甲與丙之約定，附有終期|0
18|甲與乙約定：「明天若晴天出大太陽，送乙1頂帽子」；另甲與丙約定：「晴天出大太陽時，送丙1頂帽子」。下列敘述，何者正確？|甲與乙之約定，附有解除條件；甲與丙之約定，附有終期|0
18|甲與乙約定：「明天若晴天出大太陽，送乙1頂帽子」；另甲與丙約定：「晴天出大太陽時，送丙1頂帽子」。下列敘述，何者正確？|甲與乙之約定，附有停止條件；甲與丙之約定，附有始期|1
18|甲與乙約定：「明天若晴天出大太陽，送乙1頂帽子」；另甲與丙約定：「晴天出大太陽時，送丙1頂帽子」。下列敘述，何者正確？|甲與乙之約定，附有解除條件；甲與丙之約定，附有始期|0
19|甲委託乙代售汽車，言明不得低於1百萬元，同時授乙以代理權，如乙用甲之名義以80萬元售出，該行為：|有效|0
19|甲委託乙代售汽車，言明不得低於1百萬元，同時授乙以代理權，如乙用甲之名義以80萬元售出，該行為：|無效|0
19|甲委託乙代售汽車，言明不得低於1百萬元，同時授乙以代理權，如乙用甲之名義以80萬元售出，該行為：|得撤銷|0
19|甲委託乙代售汽車，言明不得低於1百萬元，同時授乙以代理權，如乙用甲之名義以80萬元售出，該行為：|效力未定|1
20|甲與乙通謀作成所有權之假移轉，將甲所有之G土地移轉登記為乙所有。丙授與代理權予丁，委請丁代為購買土地，丁自己決定代理丙向乙購買G土地，並完成移轉G土地所有權於丙之登記程序。關於甲與乙之通謀虛偽意思表示，丁知悉其情事，惟丙並不知情，下列敘述，何者正確？|乙與丙間關於G土地之買賣契約有效；移轉G土地所有權予丙之物權行為無效|0
20|甲與乙通謀作成所有權之假移轉，將甲所有之G土地移轉登記為乙所有。丙授與代理權予丁，委請丁代為購買土地，丁自己決定代理丙向乙購買G土地，並完成移轉G土地所有權於丙之登記程序。關於甲與乙之通謀虛偽意思表示，丁知悉其情事，惟丙並不知情，下列敘述，何者正確？|乙與丙間關於G土地之買賣契約無效；丙取得G土地之所有權|0
20|甲與乙通謀作成所有權之假移轉，將甲所有之G土地移轉登記為乙所有。丙授與代理權予丁，委請丁代為購買土地，丁自己決定代理丙向乙購買G土地，並完成移轉G土地所有權於丙之登記程序。關於甲與乙之通謀虛偽意思表示，丁知悉其情事，惟丙並不知情，下列敘述，何者正確？|乙與丙間關於G土地之買賣契約有效；移轉G土地所有權予丙之物權行為效力未定|1
20|甲與乙通謀作成所有權之假移轉，將甲所有之G土地移轉登記為乙所有。丙授與代理權予丁，委請丁代為購買土地，丁自己決定代理丙向乙購買G土地，並完成移轉G土地所有權於丙之登記程序。關於甲與乙之通謀虛偽意思表示，丁知悉其情事，惟丙並不知情，下列敘述，何者正確？|乙與丙間關於G土地之買賣契約無效；移轉G土地所有權予丙之物權行為無效|0
21|甲公司基於擴大營業需要周轉資金，擬向乙銀行融資借款1億元，乙要求徵提連帶保證人，甲遂央請其監察人A、股東B共計2人，擔任上述1億元借款債務之連帶保證人。查A、B分別向乙銀行所簽立就連續發生之債務為保證、且未定期間之保證書內容，均如下載：「立連帶保證書人○○○今向貴行（乙）連帶保證凡貴行持有主債務人甲之票據、借款、墊款、保證等債務憑證，以1億元為限額，保證人願與主債務人負連帶償還保證責任…」、「保證人願在本項債務未清償前絕不自行退保…」、「立約人所保證之債務，如主債務人未依約履行，立約人同意預先拋棄先訴抗辯權，當即負責」等語。越一年，A解任監察人職務，B則將股份轉讓他人而喪失股東身分，詎料半年後發生甲對乙的票據債務屆期未能清償之情事。下列敘述，何者正確？|「絕不自行退保」條款係屬無效|1
21|甲公司基於擴大營業需要周轉資金，擬向乙銀行融資借款1億元，乙要求徵提連帶保證人，甲遂央請其監察人A、股東B共計2人，擔任上述1億元借款債務之連帶保證人。查A、B分別向乙銀行所簽立就連續發生之債務為保證、且未定期間之保證書內容，均如下載：「立連帶保證書人○○○今向貴行（乙）連帶保證凡貴行持有主債務人甲之票據、借款、墊款、保證等債務憑證，以1億元為限額，保證人願與主債務人負連帶償還保證責任…」、「保證人願在本項債務未清償前絕不自行退保…」、「立約人所保證之債務，如主債務人未依約履行，立約人同意預先拋棄先訴抗辯權，當即負責」等語。越一年，A解任監察人職務，B則將股份轉讓他人而喪失股東身分，詎料半年後發生甲對乙的票據債務屆期未能清償之情事。下列敘述，何者正確？|「拋棄先訴抗辯權」條款係屬無效|0
21|甲公司基於擴大營業需要周轉資金，擬向乙銀行融資借款1億元，乙要求徵提連帶保證人，甲遂央請其監察人A、股東B共計2人，擔任上述1億元借款債務之連帶保證人。查A、B分別向乙銀行所簽立就連續發生之債務為保證、且未定期間之保證書內容，均如下載：「立連帶保證書人○○○今向貴行（乙）連帶保證凡貴行持有主債務人甲之票據、借款、墊款、保證等債務憑證，以1億元為限額，保證人願與主債務人負連帶償還保證責任…」、「保證人願在本項債務未清償前絕不自行退保…」、「立約人所保證之債務，如主債務人未依約履行，立約人同意預先拋棄先訴抗辯權，當即負責」等語。越一年，A解任監察人職務，B則將股份轉讓他人而喪失股東身分，詎料半年後發生甲對乙的票據債務屆期未能清償之情事。下列敘述，何者正確？|乙得向A請求負連帶保證人之責任|0
21|甲公司基於擴大營業需要周轉資金，擬向乙銀行融資借款1億元，乙要求徵提連帶保證人，甲遂央請其監察人A、股東B共計2人，擔任上述1億元借款債務之連帶保證人。查A、B分別向乙銀行所簽立就連續發生之債務為保證、且未定期間之保證書內容，均如下載：「立連帶保證書人○○○今向貴行（乙）連帶保證凡貴行持有主債務人甲之票據、借款、墊款、保證等債務憑證，以1億元為限額，保證人願與主債務人負連帶償還保證責任…」、「保證人願在本項債務未清償前絕不自行退保…」、「立約人所保證之債務，如主債務人未依約履行，立約人同意預先拋棄先訴抗辯權，當即負責」等語。越一年，A解任監察人職務，B則將股份轉讓他人而喪失股東身分，詎料半年後發生甲對乙的票據債務屆期未能清償之情事。下列敘述，何者正確？|乙得向B請求負連帶保證人之責任|0
22|下列何種情形，出賣人不須負物或權利之瑕疵擔保責任？|買受人於買賣契約成立時，知有權利之瑕疵，而出賣人以契約約定負擔保責任|0
22|下列何種情形，出賣人不須負物或權利之瑕疵擔保責任？|買賣契約成立時，出賣人保證其標的物無瑕疵，買受人因重大過失而不知有瑕疵|0
22|下列何種情形，出賣人不須負物或權利之瑕疵擔保責任？|買賣契約成立時，買受人因重大過失而不知有瑕疵，惟出賣人故意不告知該瑕疵|0
22|下列何種情形，出賣人不須負物或權利之瑕疵擔保責任？|出賣人於買賣契約成立時，以特約免除其權利及物之瑕疵擔保責任，而出賣人無故意不告知瑕疵之情事|1
23|使用借貸契約，貸與人故意不告知瑕疵，致借用人因借用物瑕疵受害之損害賠償請求權，其時效之起算，何者正確？|自借用物返還時起6個月|0
23|使用借貸契約，貸與人故意不告知瑕疵，致借用人因借用物瑕疵受害之損害賠償請求權，其時效之起算，何者正確？|自借貸關係終止時起6個月|1
23|使用借貸契約，貸與人故意不告知瑕疵，致借用人因借用物瑕疵受害之損害賠償請求權，其時效之起算，何者正確？|自知借用物之瑕疵時起6個月|0
23|使用借貸契約，貸與人故意不告知瑕疵，致借用人因借用物瑕疵受害之損害賠償請求權，其時效之起算，何者正確？|自知有損害時起6個月|0
24|因可歸責於旅遊營業人之事由，致旅遊服務不具備通常之價值或約定之品質時，旅客得主張之權利，下列何者錯誤？|得請求減少費用|0
24|因可歸責於旅遊營業人之事由，致旅遊服務不具備通常之價值或約定之品質時，旅客得主張之權利，下列何者錯誤？|得終止契約，但不得請求送回原出發地|1
24|因可歸責於旅遊營業人之事由，致旅遊服務不具備通常之價值或約定之品質時，旅客得主張之權利，下列何者錯誤？|得請求損害賠償|0
24|因可歸責於旅遊營業人之事由，致旅遊服務不具備通常之價值或約定之品質時，旅客得主張之權利，下列何者錯誤？|得直接請求改善，無須定相當期限|0
25|下列何者為不動產？|電線桿|0
25|下列何者為不動產？|拍戲臨時鋪設之輕便軌道|0
25|下列何者為不動產？|主結構體已完成，尚未裝潢、接通水電之房屋|1
25|下列何者為不動產？|騎樓下之商品攤位|0
26|對債務人所為之有償行為，有損害於債權人之權利者，債權人行使撤銷權之要件，下列何者錯誤？|須詐害行為前成立之金錢債權|0
26|對債務人所為之有償行為，有損害於債權人之權利者，債權人行使撤銷權之要件，下列何者錯誤？|須此有償行為為債權行為，不包括物權行為|1
26|對債務人所為之有償行為，有損害於債權人之權利者，債權人行使撤銷權之要件，下列何者錯誤？|須詐害行為有害於債權人之債權|0
26|對債務人所為之有償行為，有損害於債權人之權利者，債權人行使撤銷權之要件，下列何者錯誤？|須詐害行為係以財產為標的|0
27|甲出租A屋予乙，約定甲在每個月初至租屋處收取租金。其後，乙積欠租金3個月，甲乃去函催告，請乙於5日內繳付租金。乙置之不理，未於5日內交付遲延的租金。試問：下列敘述，何者正確？|本件為赴償債務，甲得直接去函終止契約|0
27|甲出租A屋予乙，約定甲在每個月初至租屋處收取租金。其後，乙積欠租金3個月，甲乃去函催告，請乙於5日內繳付租金。乙置之不理，未於5日內交付遲延的租金。試問：下列敘述，何者正確？|本件為赴償債務，甲須再行到租屋處收租而未獲清償時，始得終止契約|0
27|甲出租A屋予乙，約定甲在每個月初至租屋處收取租金。其後，乙積欠租金3個月，甲乃去函催告，請乙於5日內繳付租金。乙置之不理，未於5日內交付遲延的租金。試問：下列敘述，何者正確？|本件為往取債務，甲得直接去函終止契約|0
27|甲出租A屋予乙，約定甲在每個月初至租屋處收取租金。其後，乙積欠租金3個月，甲乃去函催告，請乙於5日內繳付租金。乙置之不理，未於5日內交付遲延的租金。試問：下列敘述，何者正確？|本件為往取債務，甲應再行到租屋處收租而未獲清償時，始得終止契約|1
28|甲委託乙為自己建造房屋一棟，乙則盜取為丙所有值200萬元的石板、鋼筋為材料而建築之。下列敘述，何者正確？|丙得對甲主張侵權行為損害賠償|0
28|甲委託乙為自己建造房屋一棟，乙則盜取為丙所有值200萬元的石板、鋼筋為材料而建築之。下列敘述，何者正確？|丙得對甲主張200萬元之不當得利返還|1
28|甲委託乙為自己建造房屋一棟，乙則盜取為丙所有值200萬元的石板、鋼筋為材料而建築之。下列敘述，何者正確？|乙對甲所有之房屋應負權利瑕疵擔保|0
28|甲委託乙為自己建造房屋一棟，乙則盜取為丙所有值200萬元的石板、鋼筋為材料而建築之。下列敘述，何者正確？|甲不得對乙有任何損害賠償之主張|0
29|甲委託乙代書事務所辦理繼承登記事宜，不料乙之員工丙竟將甲交付之印章及身分證明文件使用在丙向丁借貸金錢之保證契約書面上。下列敘述，何者正確？|丁得主張甲應負保證人之責任|0
29|甲委託乙代書事務所辦理繼承登記事宜，不料乙之員工丙竟將甲交付之印章及身分證明文件使用在丙向丁借貸金錢之保證契約書面上。下列敘述，何者正確？|甲承認丙之無權代理並履行保證責任後，得依民法第188條第1項規定對乙請求連帶損害賠償|0
29|甲委託乙代書事務所辦理繼承登記事宜，不料乙之員工丙竟將甲交付之印章及身分證明文件使用在丙向丁借貸金錢之保證契約書面上。下列敘述，何者正確？|丁得主張丙應依保證契約清償借款|0
29|甲委託乙代書事務所辦理繼承登記事宜，不料乙之員工丙竟將甲交付之印章及身分證明文件使用在丙向丁借貸金錢之保證契約書面上。下列敘述，何者正確？|丁對丙請求返還借款無結果時，不得依民法第188條第1項規定對乙請求連帶損害賠償|1
30|甲以駕駛為業，某日甲駕駛小客車載貨之途中疏未注意，撞倒騎乘機車之乙（乙無任何過失）。乙的機車全損報廢（原車價4萬元，已使用1年，市價為2萬3千元）。下列敘述，何者正確？|乙依民法第125條可在事故發生10年之後對甲請求損害賠償，甲不得拒絕|0
30|甲以駕駛為業，某日甲駕駛小客車載貨之途中疏未注意，撞倒騎乘機車之乙（乙無任何過失）。乙的機車全損報廢（原車價4萬元，已使用1年，市價為2萬3千元）。下列敘述，何者正確？|乙依民法第196條，得請求機車損害賠償2萬3千元|0
30|甲以駕駛為業，某日甲駕駛小客車載貨之途中疏未注意，撞倒騎乘機車之乙（乙無任何過失）。乙的機車全損報廢（原車價4萬元，已使用1年，市價為2萬3千元）。下列敘述，何者正確？|乙依民法第213條第3項，得請求回復原狀之必要費用|0
30|甲以駕駛為業，某日甲駕駛小客車載貨之途中疏未注意，撞倒騎乘機車之乙（乙無任何過失）。乙的機車全損報廢（原車價4萬元，已使用1年，市價為2萬3千元）。下列敘述，何者正確？|乙不須定期催告，即得請求2萬3千元之損害賠償|1
31|債務人向第三人為清償，經其受領者，於下列何種情況不生清償之效力？|經債權人承認|0
31|債務人向第三人為清償，經其受領者，於下列何種情況不生清償之效力？|受領人於受領後取得債權|0
31|債務人向第三人為清償，經其受領者，於下列何種情況不生清償之效力？|受領人係債權之準占有人，債務人知其非債權人|1
31|債務人向第三人為清償，經其受領者，於下列何種情況不生清償之效力？|第三人受領清償後，於債權人因而受利益之限度內|0
32|甲出售A地予乙，在所有權移轉登記前，A地被政府徵收，而以B地補償之。甲取得B地所有權後，將B地出售予丙。試問：在B地移轉登記予丙之前，乙請求甲交付B地，是否有理由？|類推適用民法第225條第2項有關代償請求權之規定，所以有理由|1
32|甲出售A地予乙，在所有權移轉登記前，A地被政府徵收，而以B地補償之。甲取得B地所有權後，將B地出售予丙。試問：在B地移轉登記予丙之前，乙請求甲交付B地，是否有理由？|依民法第226條第1項有關給付不能之規定，請求回復原狀，所以有理由|0
32|甲出售A地予乙，在所有權移轉登記前，A地被政府徵收，而以B地補償之。甲取得B地所有權後，將B地出售予丙。試問：在B地移轉登記予丙之前，乙請求甲交付B地，是否有理由？|因為甲不可歸責，所以無理由|0
32|甲出售A地予乙，在所有權移轉登記前，A地被政府徵收，而以B地補償之。甲取得B地所有權後，將B地出售予丙。試問：在B地移轉登記予丙之前，乙請求甲交付B地，是否有理由？|因為甲可歸責，所以有理由|0
33|下列關於共有物應有部分之處分、變更或設定抵押權之敘述，何者錯誤？|共有物之應有部分在性質上與所有權並無不同，得設定抵押權|0
33|下列關於共有物應有部分之處分、變更或設定抵押權之敘述，何者錯誤？|基於抵押權之不可分性，共有物經分割後，應有部分之抵押權原則上不受影響，仍轉載於數個分割後之抵押物|0
33|下列關於共有物應有部分之處分、變更或設定抵押權之敘述，何者錯誤？|共有物如為協議分割，應有部分之抵押權人同意其分割方法時，抵押權得移存於抵押人分得之部分|0
33|下列關於共有物應有部分之處分、變更或設定抵押權之敘述，何者錯誤？|共有基地出租時，共有人出賣其應有部分，基地承租人無優先購買權|1
34|下列何者非當然為抵押權之效力所及？|抵押物扣押後自抵押物分離之天然孳息|1
34|下列何者非當然為抵押權之效力所及？|抵押物滅失之殘餘物|0
34|下列何者非當然為抵押權之效力所及？|抵押物之成分非依物之通常用法而分離成為獨立之動產|0
34|下列何者非當然為抵押權之效力所及？|抵押物之從物|0
