Sequence|Question|Options|Answer
4|A股份有限公司章程所訂資本額為10億股，實際已發行股份總數為5億股，為籌措其對大陸之投資資金，預計再發行3億新股。下列何者正確？|此項發行新股事宜應經董事會之特別決議|1
4|A股份有限公司章程所訂資本額為10億股，實際已發行股份總數為5億股，為籌措其對大陸之投資資金，預計再發行3億新股。下列何者正確？|此項發行新股，應保留10%～15%由股東優先承購|0
4|A股份有限公司章程所訂資本額為10億股，實際已發行股份總數為5億股，為籌措其對大陸之投資資金，預計再發行3億新股。下列何者正確？|此項發行新股，股東之新股認購權，除與其原有股份併同轉讓外，不得單獨讓與|0
5|佳佳股份有限公司擬發行公司債取得長期且大量資金。有關公司債之敘述，下列敘述何者錯誤？|公司債係公司為籌措大量資金，向不特定多數人或特定少數人所負擔之金錢債務|0
5|佳佳股份有限公司擬發行公司債取得長期且大量資金。有關公司債之敘述，下列敘述何者錯誤？|公司於發行公司債時，不得約定其受償順序次於公司其他債權|1
5|佳佳股份有限公司擬發行公司債取得長期且大量資金。有關公司債之敘述，下列敘述何者錯誤？|公司經董事會決議後，得募集公司債。但須將募集公司債之原因及有關事項報告股東會|0
5|佳佳股份有限公司擬發行公司債取得長期且大量資金。有關公司債之敘述，下列敘述何者錯誤？|公司債經應募人應募後，董事會應向未繳款之各應募人請求繳足其所認金額|0
6|A股份有限公司從未公開發行股票，該公司訂於6月10日（非假日）召開股東常會，股東甲因當日預定赴外地出差，遂隨手抽取影印用白紙一張，載明授權範圍，委託代理人乙，出席股東會，並於6月4日將該委託書送達A公司。甲於6月8日下班後，臨時接獲取消出差之通知，立即打電話至A公司語音信箱留言，表示撤銷前揭委託，並於6月10日親自出席A公司之股東常會。試問本次股東常會A公司應以何人出席行使之表決權為準？|甲，因甲使用非A公司印發之委託書，其授權無效|0
6|A股份有限公司從未公開發行股票，該公司訂於6月10日（非假日）召開股東常會，股東甲因當日預定赴外地出差，遂隨手抽取影印用白紙一張，載明授權範圍，委託代理人乙，出席股東會，並於6月4日將該委託書送達A公司。甲於6月8日下班後，臨時接獲取消出差之通知，立即打電話至A公司語音信箱留言，表示撤銷前揭委託，並於6月10日親自出席A公司之股東常會。試問本次股東常會A公司應以何人出席行使之表決權為準？|甲，因甲之委託書並未於期限內送達A公司|0
6|A股份有限公司從未公開發行股票，該公司訂於6月10日（非假日）召開股東常會，股東甲因當日預定赴外地出差，遂隨手抽取影印用白紙一張，載明授權範圍，委託代理人乙，出席股東會，並於6月4日將該委託書送達A公司。甲於6月8日下班後，臨時接獲取消出差之通知，立即打電話至A公司語音信箱留言，表示撤銷前揭委託，並於6月10日親自出席A公司之股東常會。試問本次股東常會A公司應以何人出席行使之表決權為準？|乙，因甲未以書面向A公司撤銷委託|1
6|A股份有限公司從未公開發行股票，該公司訂於6月10日（非假日）召開股東常會，股東甲因當日預定赴外地出差，遂隨手抽取影印用白紙一張，載明授權範圍，委託代理人乙，出席股東會，並於6月4日將該委託書送達A公司。甲於6月8日下班後，臨時接獲取消出差之通知，立即打電話至A公司語音信箱留言，表示撤銷前揭委託，並於6月10日親自出席A公司之股東常會。試問本次股東常會A公司應以何人出席行使之表決權為準？|乙，因依法不得向A公司撤銷委託|0
7|為使員工持有公司股份，以增加員工向心力，公司法制定有員工入股之相關規範，以下敘述何者錯誤？|非公營事業之公司發行新股時，原則上應保留一定比例由員工優先認購|0
7|為使員工持有公司股份，以增加員工向心力，公司法制定有員工入股之相關規範，以下敘述何者錯誤？|公司應以章程保留一定成數之紅利分配予員工，只要經股東會依公司法第230條普通決議承認盈餘分配議案後，公司即可以發行新股的方式，將紅利分配予員工|1
7|為使員工持有公司股份，以增加員工向心力，公司法制定有員工入股之相關規範，以下敘述何者錯誤？|公開發行公司得以「限制員工權利新股」做為獎勵措施，並得於發行條件中限制該新股之表決權|0
7|為使員工持有公司股份，以增加員工向心力，公司法制定有員工入股之相關規範，以下敘述何者錯誤？|員工取得認股權憑證，不得轉讓。但因繼承者，不在此限|0
8|報載「S公司曾是W公司內部最賺錢的邏輯晶片部門，隨著兩家公司切割、S公司掛牌上市，集團也完成轉型之路。」以下關於公司分割的敘述，何者錯誤？|公司分割應經董事會與股東會之決議|0
8|報載「S公司曾是W公司內部最賺錢的邏輯晶片部門，隨著兩家公司切割、S公司掛牌上市，集團也完成轉型之路。」以下關於公司分割的敘述，何者錯誤？|倘採人的分割，則S公司所發行之新股將由W公司股東依其原持股比例取得，故W公司必須進行減資|0
8|報載「S公司曾是W公司內部最賺錢的邏輯晶片部門，隨著兩家公司切割、S公司掛牌上市，集團也完成轉型之路。」以下關於公司分割的敘述，何者錯誤？|公司進行分割有助於適度縮小公司規模，利用特定部門之分離獨立，達到企業經營之專業化及效率化|0
8|報載「S公司曾是W公司內部最賺錢的邏輯晶片部門，隨著兩家公司切割、S公司掛牌上市，集團也完成轉型之路。」以下關於公司分割的敘述，何者錯誤？|倘採物的分割，則S公司所發行之新股將由W公司取得，W公司無須進行減資，故無須通知W公司債權人|1
9|X股份有限公司為一家非公開發行公司，設有7名董事A、B、C、D、E、F、G，而7名董事均持有公司股份。董事會成員間原本經營理念契合，惟在任期途中對於公司是否應擴大經營規模一事，董事E、F、G堅持反對立場，其他董事為剷除董事會中之不同聲音，乃利用彼等在股東會所占之優勢，以股東會決議解任E、F、G三名董事。另一方面，E、F、G對於其他董事從事各項有損公司利益之行為，握有相當之事證，擬以此反擊其他董事。試問，以下敘述何者錯誤？|股東會解任董事E、F、G之理由，僅係因3人反對擴大經營規模，則此等情形屬於無正當理由決議解任董事，E、F、G得向公司請求賠償因此所受之損害|0
9|X股份有限公司為一家非公開發行公司，設有7名董事A、B、C、D、E、F、G，而7名董事均持有公司股份。董事會成員間原本經營理念契合，惟在任期途中對於公司是否應擴大經營規模一事，董事E、F、G堅持反對立場，其他董事為剷除董事會中之不同聲音，乃利用彼等在股東會所占之優勢，以股東會決議解任E、F、G三名董事。另一方面，E、F、G對於其他董事從事各項有損公司利益之行為，握有相當之事證，擬以此反擊其他董事。試問，以下敘述何者錯誤？|股東會在決議解任董事E、F、G時，僅得以代表已發行股份總數三分之二以上股東出席，出席股東表決權過半數同意為之|0
9|X股份有限公司為一家非公開發行公司，設有7名董事A、B、C、D、E、F、G，而7名董事均持有公司股份。董事會成員間原本經營理念契合，惟在任期途中對於公司是否應擴大經營規模一事，董事E、F、G堅持反對立場，其他董事為剷除董事會中之不同聲音，乃利用彼等在股東會所占之優勢，以股東會決議解任E、F、G三名董事。另一方面，E、F、G對於其他董事從事各項有損公司利益之行為，握有相當之事證，擬以此反擊其他董事。試問，以下敘述何者錯誤？|E、F、G之持股只要達到公司已發行股份總數百分之三以上，即得以董事A、B、C、D四人從事有重大損害公司之行為為由，訴請法院裁判解任彼等之董事職務|1
9|X股份有限公司為一家非公開發行公司，設有7名董事A、B、C、D、E、F、G，而7名董事均持有公司股份。董事會成員間原本經營理念契合，惟在任期途中對於公司是否應擴大經營規模一事，董事E、F、G堅持反對立場，其他董事為剷除董事會中之不同聲音，乃利用彼等在股東會所占之優勢，以股東會決議解任E、F、G三名董事。另一方面，E、F、G對於其他董事從事各項有損公司利益之行為，握有相當之事證，擬以此反擊其他董事。試問，以下敘述何者錯誤？|股東會在決議解任董事E、F、G之後，董事會應在30日內召開股東臨時會進行補選|0
10|甲公司為非公開發行公司，主要經營不動產營造業務，實收股本為新臺幣（以下同）13億元，目前有資產18億元，負債有6億元。又甲公司之章程規定如下：「第2條：本公司之股份總數為2億股，每股新臺幣10元。第3條：本公司轉投資他事業之總額，不得超過實收股本之百分之四十。」乙公司則為公開發行公司，以經營生產電子零件為主業，已發行普通股1億股，每股10元，資產總額12億元，負債總額為5億元，共設有5席董事，2席監察人，任期3年，分別由A、B、C、D、E等5人擔任董事，其中A、B為甲公司所指派之代表人董事，A並被推選為乙公司董事長，F、G則擔任監察人，董事及監察人之任期至民國101年6月30日屆滿。甲公司則持有乙公司已發行普通股4000萬股，投資金額為4億元，甲公司與乙公司間並無業務往來。若乙公司因有短期融通資金之需求，擬向甲公司借款，則甲公司對乙公司之融資金額依法不得超過多少金額？|8億元|0
10|甲公司為非公開發行公司，主要經營不動產營造業務，實收股本為新臺幣（以下同）13億元，目前有資產18億元，負債有6億元。又甲公司之章程規定如下：「第2條：本公司之股份總數為2億股，每股新臺幣10元。第3條：本公司轉投資他事業之總額，不得超過實收股本之百分之四十。」乙公司則為公開發行公司，以經營生產電子零件為主業，已發行普通股1億股，每股10元，資產總額12億元，負債總額為5億元，共設有5席董事，2席監察人，任期3年，分別由A、B、C、D、E等5人擔任董事，其中A、B為甲公司所指派之代表人董事，A並被推選為乙公司董事長，F、G則擔任監察人，董事及監察人之任期至民國101年6月30日屆滿。甲公司則持有乙公司已發行普通股4000萬股，投資金額為4億元，甲公司與乙公司間並無業務往來。若乙公司因有短期融通資金之需求，擬向甲公司借款，則甲公司對乙公司之融資金額依法不得超過多少金額？|6.8億元|0
10|甲公司為非公開發行公司，主要經營不動產營造業務，實收股本為新臺幣（以下同）13億元，目前有資產18億元，負債有6億元。又甲公司之章程規定如下：「第2條：本公司之股份總數為2億股，每股新臺幣10元。第3條：本公司轉投資他事業之總額，不得超過實收股本之百分之四十。」乙公司則為公開發行公司，以經營生產電子零件為主業，已發行普通股1億股，每股10元，資產總額12億元，負債總額為5億元，共設有5席董事，2席監察人，任期3年，分別由A、B、C、D、E等5人擔任董事，其中A、B為甲公司所指派之代表人董事，A並被推選為乙公司董事長，F、G則擔任監察人，董事及監察人之任期至民國101年6月30日屆滿。甲公司則持有乙公司已發行普通股4000萬股，投資金額為4億元，甲公司與乙公司間並無業務往來。若乙公司因有短期融通資金之需求，擬向甲公司借款，則甲公司對乙公司之融資金額依法不得超過多少金額？|5.2億元|0
10|甲公司為非公開發行公司，主要經營不動產營造業務，實收股本為新臺幣（以下同）13億元，目前有資產18億元，負債有6億元。又甲公司之章程規定如下：「第2條：本公司之股份總數為2億股，每股新臺幣10元。第3條：本公司轉投資他事業之總額，不得超過實收股本之百分之四十。」乙公司則為公開發行公司，以經營生產電子零件為主業，已發行普通股1億股，每股10元，資產總額12億元，負債總額為5億元，共設有5席董事，2席監察人，任期3年，分別由A、B、C、D、E等5人擔任董事，其中A、B為甲公司所指派之代表人董事，A並被推選為乙公司董事長，F、G則擔任監察人，董事及監察人之任期至民國101年6月30日屆滿。甲公司則持有乙公司已發行普通股4000萬股，投資金額為4億元，甲公司與乙公司間並無業務往來。若乙公司因有短期融通資金之需求，擬向甲公司借款，則甲公司對乙公司之融資金額依法不得超過多少金額？|4.8億元|1
11|承上題，若乙公司之董事長A於民國99年7月15日因涉嫌業務侵占乙公司資產遭法院裁定羈押，董事B於民國99年8月1日因病死亡，對於乙公司董事或董事長之職權或選派，下列敘述何者正確？|董事長A因遭法院裁定羈押，依法當然解任|0
11|承上題，若乙公司之董事長A於民國99年7月15日因涉嫌業務侵占乙公司資產遭法院裁定羈押，董事B於民國99年8月1日因病死亡，對於乙公司董事或董事長之職權或選派，下列敘述何者正確？|因有2位董事無法行使職權，董事會應於30日內召開股東臨時會補選之|0
11|承上題，若乙公司之董事長A於民國99年7月15日因涉嫌業務侵占乙公司資產遭法院裁定羈押，董事B於民國99年8月1日因病死亡，對於乙公司董事或董事長之職權或選派，下列敘述何者正確？|董事長A因遭羈押而無法行使職權，得指定董事C代理行使董事長之職權|1
11|承上題，若乙公司之董事長A於民國99年7月15日因涉嫌業務侵占乙公司資產遭法院裁定羈押，董事B於民國99年8月1日因病死亡，對於乙公司董事或董事長之職權或選派，下列敘述何者正確？|董事長A遭法院裁定羈押後，甲公司得逕行指派其他代表人接任乙公司董事長之職務|0
12|承上題，若乙公司之監察人F於民國99年10月1日因故辭任，對於監察人之職權或補選之敘述，下列何者正確？|乙公司為公開發行公司，應至少設置2位監察人，故董事會應於60日內召開股東臨時會選任之|0
12|承上題，若乙公司之監察人F於民國99年10月1日因故辭任，對於監察人之職權或補選之敘述，下列何者正確？|乙公司為公開發行公司，應至少設置2位監察人，故乙公司董事會得於下次股東常會召集時，再提案補選缺額之監察人|1
12|承上題，若乙公司之監察人F於民國99年10月1日因故辭任，對於監察人之職權或補選之敘述，下列何者正確？|乙公司董事會若於下次股東常會召集時，未將補選監察人之議案列入股東會之召集事由內，股東仍得於股東會開會時提臨時動議補選監察人|0
12|承上題，若乙公司之監察人F於民國99年10月1日因故辭任，對於監察人之職權或補選之敘述，下列何者正確？|乙公司於股東會補選監察人前，鑑於監察人職權應由全體監察人共同行使，故監察人F之職權由G代理行使之|0
13|A公司持有B公司已發行有表決權之股份總數40%的股份，且B公司過半數之董事席次為A公司之法人股東代表，又A、B兩家公司之已發行有表決權之股份總數有半數以上為相同股東所持有。以下關於A、B兩家公司之描述，何者最為正確？|應可認定A、B兩家公司具控制與從屬關係|1
13|A公司持有B公司已發行有表決權之股份總數40%的股份，且B公司過半數之董事席次為A公司之法人股東代表，又A、B兩家公司之已發行有表決權之股份總數有半數以上為相同股東所持有。以下關於A、B兩家公司之描述，何者最為正確？|應可推定A、B兩家公司具控制與從屬關係|0
13|A公司持有B公司已發行有表決權之股份總數40%的股份，且B公司過半數之董事席次為A公司之法人股東代表，又A、B兩家公司之已發行有表決權之股份總數有半數以上為相同股東所持有。以下關於A、B兩家公司之描述，何者最為正確？|因兩家公司之已發行有表決權之股份總數有半數以上為相同股東所有，故可認定A、B兩家公司為相互投資公司|0
13|A公司持有B公司已發行有表決權之股份總數40%的股份，且B公司過半數之董事席次為A公司之法人股東代表，又A、B兩家公司之已發行有表決權之股份總數有半數以上為相同股東所持有。以下關於A、B兩家公司之描述，何者最為正確？|因A、B兩家公司具控制與從屬關係，故B公司不得收買A公司之股份|0
14|生產販賣文具之A股份有限公司（下稱「A公司」）經董事會決議聘任甲為推廣部經理，並以契約訂明採責任制，甲只要能確實管理推廣部之事務並達成業績目標，工作時間與方式皆由甲自行決定。甲能力過人，輕鬆勝任。有生產販賣冷凍食品之B有限公司（下稱「B公司」）借重甲之業務推廣長才，經過半數股東同意，以優厚待遇聘任甲為業務部經理，並言明甲無須辭去A公司職務。甲向A公司董事長乙報告此情形，並獲乙之同意。請問甲之兼任行為是否適法？|適法，因文具與冷凍食品之販賣並非同類業務|0
14|生產販賣文具之A股份有限公司（下稱「A公司」）經董事會決議聘任甲為推廣部經理，並以契約訂明採責任制，甲只要能確實管理推廣部之事務並達成業績目標，工作時間與方式皆由甲自行決定。甲能力過人，輕鬆勝任。有生產販賣冷凍食品之B有限公司（下稱「B公司」）借重甲之業務推廣長才，經過半數股東同意，以優厚待遇聘任甲為業務部經理，並言明甲無須辭去A公司職務。甲向A公司董事長乙報告此情形，並獲乙之同意。請問甲之兼任行為是否適法？|適法，因甲已向A公司董事長報告，並獲得同意|0
14|生產販賣文具之A股份有限公司（下稱「A公司」）經董事會決議聘任甲為推廣部經理，並以契約訂明採責任制，甲只要能確實管理推廣部之事務並達成業績目標，工作時間與方式皆由甲自行決定。甲能力過人，輕鬆勝任。有生產販賣冷凍食品之B有限公司（下稱「B公司」）借重甲之業務推廣長才，經過半數股東同意，以優厚待遇聘任甲為業務部經理，並言明甲無須辭去A公司職務。甲向A公司董事長乙報告此情形，並獲乙之同意。請問甲之兼任行為是否適法？|不適法，因甲未經A公司董事會決議同意|1
14|生產販賣文具之A股份有限公司（下稱「A公司」）經董事會決議聘任甲為推廣部經理，並以契約訂明採責任制，甲只要能確實管理推廣部之事務並達成業績目標，工作時間與方式皆由甲自行決定。甲能力過人，輕鬆勝任。有生產販賣冷凍食品之B有限公司（下稱「B公司」）借重甲之業務推廣長才，經過半數股東同意，以優厚待遇聘任甲為業務部經理，並言明甲無須辭去A公司職務。甲向A公司董事長乙報告此情形，並獲乙之同意。請問甲之兼任行為是否適法？|不適法，因甲未經B公司全體股東同意|0
15|從事食品加工之A股份有限公司，為加強與通路之關係，欲發行新股以股份交換方式與大華物流股份有限公司成為策略聯盟，則依公司法規定下列敘述何者正確？|除非章程另有規定，與大華公司進行股份交換之事由，應先經A公司股東會之決議方得為之|0
15|從事食品加工之A股份有限公司，為加強與通路之關係，欲發行新股以股份交換方式與大華物流股份有限公司成為策略聯盟，則依公司法規定下列敘述何者正確？|A公司為股份交換發行新股作為受讓大華公司股份對價時，仍應保留10%～15%給公司之員工承購|0
15|從事食品加工之A股份有限公司，為加強與通路之關係，欲發行新股以股份交換方式與大華物流股份有限公司成為策略聯盟，則依公司法規定下列敘述何者正確？|本件以股份交換方式形成策略聯盟，應經A公司董事會之特別決議|1
15|從事食品加工之A股份有限公司，為加強與通路之關係，欲發行新股以股份交換方式與大華物流股份有限公司成為策略聯盟，則依公司法規定下列敘述何者正確？|A公司與大華公司透過股份交換方式，而形成策略聯盟時，A公司必會成為控制公司|0
16|依保險法規定，下列敘述何者錯誤？|人壽保險之保險人對於續期保費不得以訴訟請求交付|0
16|依保險法規定，下列敘述何者錯誤？|人壽保險之保險人不得代位行使被保險人因保險事故所生對於第三人之請求權|0
16|依保險法規定，下列敘述何者錯誤？|要保人得不經委任，為他人之利益訂立保險契約|0
16|依保險法規定，下列敘述何者錯誤？|人壽保險契約，得為指示式或無記名式|1
17|甲以自己為被保險人，向乙保險公司訂立終身壽險契約並附加意外傷害保險，約定保險金額各為100萬元，人壽保險之保單條款並有「如契約生效2年後被保險人自殺者，保險人仍予理賠」之條款。訂約3年後，甲因感情、事業不順，精神上受打擊甚大，遂跳樓自殺。受益人丙向乙公司請求給付保險金時，乙公司應給付若干元之保險金？|0元|0
17|甲以自己為被保險人，向乙保險公司訂立終身壽險契約並附加意外傷害保險，約定保險金額各為100萬元，人壽保險之保單條款並有「如契約生效2年後被保險人自殺者，保險人仍予理賠」之條款。訂約3年後，甲因感情、事業不順，精神上受打擊甚大，遂跳樓自殺。受益人丙向乙公司請求給付保險金時，乙公司應給付若干元之保險金？|人壽保險部分之100萬元|1
17|甲以自己為被保險人，向乙保險公司訂立終身壽險契約並附加意外傷害保險，約定保險金額各為100萬元，人壽保險之保單條款並有「如契約生效2年後被保險人自殺者，保險人仍予理賠」之條款。訂約3年後，甲因感情、事業不順，精神上受打擊甚大，遂跳樓自殺。受益人丙向乙公司請求給付保險金時，乙公司應給付若干元之保險金？|意外傷害保險部分之100萬元|0
17|甲以自己為被保險人，向乙保險公司訂立終身壽險契約並附加意外傷害保險，約定保險金額各為100萬元，人壽保險之保單條款並有「如契約生效2年後被保險人自殺者，保險人仍予理賠」之條款。訂約3年後，甲因感情、事業不順，精神上受打擊甚大，遂跳樓自殺。受益人丙向乙公司請求給付保險金時，乙公司應給付若干元之保險金？|200萬元|0
18|要保人甲與乙保險公司訂立人壽保險契約，約定死亡保險金額新臺幣100萬元，殘廢給付則依契約所定殘廢等級之程度，按保險金額之一定比例給付之。某日甲行走於斑馬線時，遭丙駕車不慎撞傷，致甲成為第三級殘廢。乙公司依約給付殘廢保險金65萬元後，向丙代位行使甲之損害賠償請求權，有無理由？|有理由，因為丙應對甲之損害負終局責任|0
18|要保人甲與乙保險公司訂立人壽保險契約，約定死亡保險金額新臺幣100萬元，殘廢給付則依契約所定殘廢等級之程度，按保險金額之一定比例給付之。某日甲行走於斑馬線時，遭丙駕車不慎撞傷，致甲成為第三級殘廢。乙公司依約給付殘廢保險金65萬元後，向丙代位行使甲之損害賠償請求權，有無理由？|有理由，因為乙之保險給付係填補甲之財產上損害|0
18|要保人甲與乙保險公司訂立人壽保險契約，約定死亡保險金額新臺幣100萬元，殘廢給付則依契約所定殘廢等級之程度，按保險金額之一定比例給付之。某日甲行走於斑馬線時，遭丙駕車不慎撞傷，致甲成為第三級殘廢。乙公司依約給付殘廢保險金65萬元後，向丙代位行使甲之損害賠償請求權，有無理由？|無理由，因為甲受領保險金後已無損害，不得請求丙賠償|0
18|要保人甲與乙保險公司訂立人壽保險契約，約定死亡保險金額新臺幣100萬元，殘廢給付則依契約所定殘廢等級之程度，按保險金額之一定比例給付之。某日甲行走於斑馬線時，遭丙駕車不慎撞傷，致甲成為第三級殘廢。乙公司依約給付殘廢保險金65萬元後，向丙代位行使甲之損害賠償請求權，有無理由？|無理由，因為依保險法第103條之規定，不適用保險代位之規定|1
19|甲以其所有之汽車，向乙保險公司投保竊盜險。保險期間內，發現該車失竊。甲隨即報警，然於事發7日之後，始將上情通知乙公司。乙公司主張甲遲延通知，拒絕理賠，其抗辯是否有理由？|如保險條款有遲延通知保險人即得免責之約定者，其抗辯為有理由|0
19|甲以其所有之汽車，向乙保險公司投保竊盜險。保險期間內，發現該車失竊。甲隨即報警，然於事發7日之後，始將上情通知乙公司。乙公司主張甲遲延通知，拒絕理賠，其抗辯是否有理由？|如乙公司已據此解除契約者，其抗辯為有理由|0
19|甲以其所有之汽車，向乙保險公司投保竊盜險。保險期間內，發現該車失竊。甲隨即報警，然於事發7日之後，始將上情通知乙公司。乙公司主張甲遲延通知，拒絕理賠，其抗辯是否有理由？|因為甲已經報警處理，故乙之抗辯為無理由|0
19|甲以其所有之汽車，向乙保險公司投保竊盜險。保險期間內，發現該車失竊。甲隨即報警，然於事發7日之後，始將上情通知乙公司。乙公司主張甲遲延通知，拒絕理賠，其抗辯是否有理由？|乙公司只能請求甲賠償因遲延通知所受之損失，不能免責或解除契約|1
20|依保險法規定，下列敘述何者錯誤？|人壽保險之保險費到期未交付者，除契約另有訂定外，於保費到期日後屆30日仍不交付時，保險契約之效力停止|1
20|依保險法規定，下列敘述何者錯誤？|停止效力之保險契約，於停止效力之日起6個月內清償保險費、保險契約約定之利息及其他費用後，翌日上午零時起，開始恢復其效力|0
20|依保險法規定，下列敘述何者錯誤？|要保人於停止效力之日起6個月後申請恢復效力者，保險人得於要保人申請恢復效力之日起5日內要求要保人提供被保險人之可保證明|0
20|依保險法規定，下列敘述何者錯誤？|保險契約所定申請恢復效力之期限，自停止效力之日起不得低於2年，並不得遲於保險期間之屆滿日|0
21|依保險法規定，下列敘述何者錯誤？|死亡保險契約中，被保險人因犯罪處死或拒捕或越獄致死者，保險人不負給付保險金額之責任|0
21|依保險法規定，下列敘述何者錯誤？|死亡保險契約中，未有指定受益人者，其保險金額作為被保險人之遺產|0
21|依保險法規定，下列敘述何者錯誤？|利害關係人，均得代要保人交付保險費|0
21|依保險法規定，下列敘述何者錯誤？|人壽保險之保險費付足6個月以上者，要保人得以保險契約為質，向保險人借款|1
22|甲以自己所有之房屋，向乙公司投保住宅火災保險，保險期間該房屋因電線走火引發火災而燒燬。甲雖備齊證明文件向乙公司請求給付保險金，但乙公司向甲表示，因再保險公司尚未給付再保險金，故其尚無向甲給付之義務。乙公司此項抗辯是否有理？|無理由，因為乙公司應代甲向再保險公司請求給付|0
22|甲以自己所有之房屋，向乙公司投保住宅火災保險，保險期間該房屋因電線走火引發火災而燒燬。甲雖備齊證明文件向乙公司請求給付保險金，但乙公司向甲表示，因再保險公司尚未給付再保險金，故其尚無向甲給付之義務。乙公司此項抗辯是否有理？|無理由，因為原保險人不得以再保險契約之事由拒絕或延遲其對被保險人之給付義務|1
22|甲以自己所有之房屋，向乙公司投保住宅火災保險，保險期間該房屋因電線走火引發火災而燒燬。甲雖備齊證明文件向乙公司請求給付保險金，但乙公司向甲表示，因再保險公司尚未給付再保險金，故其尚無向甲給付之義務。乙公司此項抗辯是否有理？|有理由，因為原保險人僅為再保險人之代理人，應由再保險人直接向甲負責|0
22|甲以自己所有之房屋，向乙公司投保住宅火災保險，保險期間該房屋因電線走火引發火災而燒燬。甲雖備齊證明文件向乙公司請求給付保險金，但乙公司向甲表示，因再保險公司尚未給付再保險金，故其尚無向甲給付之義務。乙公司此項抗辯是否有理？|有理由，因為被保險人是再保險契約的受益人，故再保險契約上之事由得用以對抗被保險人|0
23|於下列何種情況下，要保人對保險人負危險增加之通知義務？|投保地震保險之被保險房屋於921大地震時倒塌|0
23|於下列何種情況下，要保人對保險人負危險增加之通知義務？|投保旅遊平安險之被保險人搭乘飛機發生空難而死亡|0
23|於下列何種情況下，要保人對保險人負危險增加之通知義務？|投保意外傷害保險之被保險人參加88水災之救援工作|0
23|於下列何種情況下，要保人對保險人負危險增加之通知義務？|投保火災保險之被保險房屋之使用性質由住家改為商業辦公之用|1
