Sequence|Question|Options|Answer
3|下列事由，何者應減輕或免除其刑？|中止未遂|1
3|下列事由，何者應減輕或免除其刑？|純正身分犯，其無身分或特定關係人之行為|0
4|甲在公寓頂樓搭建違章建築，經他人檢舉，被列為優先拆除對象。甲獲悉3日後主管機關將進行拆除工作，為了阻撓拆除，竟在拆除前一日將頂樓的大門鎖死，並在大門前貼上抗議文字「非經同意過此大門必遭天譴」。下列敘述，何者正確？|刑法第135條第2項事前妨害公務罪，必須具備使公務員執行或不執行一定職務，或使公務員辭職之不法意圖，由於是處罰行為人之事前妨害公務的主觀心態，解釋上只要證明行為人有不法意圖即可，不需要其他構成要件故意，即可成立|0
4|甲在公寓頂樓搭建違章建築，經他人檢舉，被列為優先拆除對象。甲獲悉3日後主管機關將進行拆除工作，為了阻撓拆除，竟在拆除前一日將頂樓的大門鎖死，並在大門前貼上抗議文字「非經同意過此大門必遭天譴」。下列敘述，何者正確？|甲所貼抗議文字，主要是為了妨害拆除公務之執行，可解釋為一種脅迫行為，成立刑法第135條第1項妨害公務員執行職務罪|0
4|甲在公寓頂樓搭建違章建築，經他人檢舉，被列為優先拆除對象。甲獲悉3日後主管機關將進行拆除工作，為了阻撓拆除，竟在拆除前一日將頂樓的大門鎖死，並在大門前貼上抗議文字「非經同意過此大門必遭天譴」。下列敘述，何者正確？|甲鎖死頂樓大門的行為，雖然有妨害拆除公務的意圖，但因為行為當時沒有對相關公務員進行強暴或脅迫，甲不成立刑法第135條第2項事前妨害公務罪|1
4|甲在公寓頂樓搭建違章建築，經他人檢舉，被列為優先拆除對象。甲獲悉3日後主管機關將進行拆除工作，為了阻撓拆除，竟在拆除前一日將頂樓的大門鎖死，並在大門前貼上抗議文字「非經同意過此大門必遭天譴」。下列敘述，何者正確？|為了限制刑罰的不當擴張，實務認為刑法第135條第2項事前妨害公務罪，在案例事實中必須有所希冀之意圖真正實現始成立|0
5|甲以不明藥物使A飲用，趁A陷於神智恍惚、毫無意識不能抗拒時，令A交付財物新臺幣10萬元。甲應負何刑責？|侵占罪|0
5|甲以不明藥物使A飲用，趁A陷於神智恍惚、毫無意識不能抗拒時，令A交付財物新臺幣10萬元。甲應負何刑責？|詐欺取財罪|0
5|甲以不明藥物使A飲用，趁A陷於神智恍惚、毫無意識不能抗拒時，令A交付財物新臺幣10萬元。甲應負何刑責？|竊盜罪|0
5|甲以不明藥物使A飲用，趁A陷於神智恍惚、毫無意識不能抗拒時，令A交付財物新臺幣10萬元。甲應負何刑責？|強盜罪|1
6|有關賭博罪，下列敘述，何者錯誤？|公共場所賭博財物，構成賭博罪|0
6|有關賭博罪，下列敘述，何者錯誤？|單純提供賭博場地，不構成賭博罪|0
6|有關賭博罪，下列敘述，何者錯誤？|邀約親人在家聚集賭博，構成賭博罪|1
6|有關賭博罪，下列敘述，何者錯誤？|經政府允准發行彩票，不構成賭博罪|0
7|甲騎乘腳踏車行經A所有之木瓜園附近，見四下無人，遂進入園內竊取木瓜，為A發現，甲即出手毆A成傷。A倒地不起，甲帶著木瓜逃離木瓜園。甲應成立何罪？|準強盜罪|1
7|甲騎乘腳踏車行經A所有之木瓜園附近，見四下無人，遂進入園內竊取木瓜，為A發現，甲即出手毆A成傷。A倒地不起，甲帶著木瓜逃離木瓜園。甲應成立何罪？|加重強盜罪|0
7|甲騎乘腳踏車行經A所有之木瓜園附近，見四下無人，遂進入園內竊取木瓜，為A發現，甲即出手毆A成傷。A倒地不起，甲帶著木瓜逃離木瓜園。甲應成立何罪？|竊盜罪|0
7|甲騎乘腳踏車行經A所有之木瓜園附近，見四下無人，遂進入園內竊取木瓜，為A發現，甲即出手毆A成傷。A倒地不起，甲帶著木瓜逃離木瓜園。甲應成立何罪？|加重竊盜罪|0
8|刑法第185條之3第1項規定「服用毒品、麻醉藥品、酒類或其他相類之物，不能安全駕駛動力交通工具而駕駛者，處2年以下有期徒刑、拘役或科或併科20萬元以下罰金。」以下關於本罪之敘述，何者錯誤？|本罪為危險犯|0
8|刑法第185條之3第1項規定「服用毒品、麻醉藥品、酒類或其他相類之物，不能安全駕駛動力交通工具而駕駛者，處2年以下有期徒刑、拘役或科或併科20萬元以下罰金。」以下關於本罪之敘述，何者錯誤？|國際航線之客機屬於本罪之動力交通工具|0
8|刑法第185條之3第1項規定「服用毒品、麻醉藥品、酒類或其他相類之物，不能安全駕駛動力交通工具而駕駛者，處2年以下有期徒刑、拘役或科或併科20萬元以下罰金。」以下關於本罪之敘述，何者錯誤？|「不能安全駕駛動力交通工具而駕駛」為本罪之結果|1
8|刑法第185條之3第1項規定「服用毒品、麻醉藥品、酒類或其他相類之物，不能安全駕駛動力交通工具而駕駛者，處2年以下有期徒刑、拘役或科或併科20萬元以下罰金。」以下關於本罪之敘述，何者錯誤？|本罪有致死傷之加重結果規定|0
9|甲借錢給A，撰寫借據一式兩份，上面載明A向甲借錢50萬元等文字，兩人各自保留一份。後來，甲聽說A遺失該借據，因此取出自己所保有的借據，將其上數額從50萬元更改為500萬元。甲改寫數額之行為，在刑法上應論以何罪？|刑法第210條之偽造私文書罪|0
9|甲借錢給A，撰寫借據一式兩份，上面載明A向甲借錢50萬元等文字，兩人各自保留一份。後來，甲聽說A遺失該借據，因此取出自己所保有的借據，將其上數額從50萬元更改為500萬元。甲改寫數額之行為，在刑法上應論以何罪？|刑法第210條之變造私文書罪|1
9|甲借錢給A，撰寫借據一式兩份，上面載明A向甲借錢50萬元等文字，兩人各自保留一份。後來，甲聽說A遺失該借據，因此取出自己所保有的借據，將其上數額從50萬元更改為500萬元。甲改寫數額之行為，在刑法上應論以何罪？|刑法第216條之行使私文書罪|0
9|甲借錢給A，撰寫借據一式兩份，上面載明A向甲借錢50萬元等文字，兩人各自保留一份。後來，甲聽說A遺失該借據，因此取出自己所保有的借據，將其上數額從50萬元更改為500萬元。甲改寫數額之行為，在刑法上應論以何罪？|刑法第215條之業務上登載不實罪|0
10|甲招集每會1萬元之互助會，尚有A、B、C 3人為活會，甲因急需現款週轉，未經會員A之同意而在標單上寫標息3千元並簽A之姓名，參與投標而稱A得標，隨後即向A以外所有會員收取會款花用。依實務見解，下列敘述，何者正確？|甲應成立偽造私文書罪與詐欺罪，數罪併罰|0
10|甲招集每會1萬元之互助會，尚有A、B、C 3人為活會，甲因急需現款週轉，未經會員A之同意而在標單上寫標息3千元並簽A之姓名，參與投標而稱A得標，隨後即向A以外所有會員收取會款花用。依實務見解，下列敘述，何者正確？|甲應成立偽造私文書罪與背信罪，依想像競合論罪|0
10|甲招集每會1萬元之互助會，尚有A、B、C 3人為活會，甲因急需現款週轉，未經會員A之同意而在標單上寫標息3千元並簽A之姓名，參與投標而稱A得標，隨後即向A以外所有會員收取會款花用。依實務見解，下列敘述，何者正確？|甲應成立行使偽造私文書罪與詐欺罪，依想像競合論罪|1
10|甲招集每會1萬元之互助會，尚有A、B、C 3人為活會，甲因急需現款週轉，未經會員A之同意而在標單上寫標息3千元並簽A之姓名，參與投標而稱A得標，隨後即向A以外所有會員收取會款花用。依實務見解，下列敘述，何者正確？|甲應成立行使偽造私文書罪與背信罪，依想像競合論罪|0
11|甲為某農會總幹事負責處理貸、放款業務。A以5300萬元購得土地，透過他人與甲接洽，甲於A取得土地所有權狀前，未經該農會理事會之審核同意，且明知A無力償還，仍逕行核准貸款1億800萬元。A於取得貸款後，僅繳交貸款利息1年即停止，經該農會向法院聲請拍賣A供擔保之土地，因無人應買而撤回該項執行，嗣後亦無法全數獲得清償。甲成立何罪？|詐欺罪|0
11|甲為某農會總幹事負責處理貸、放款業務。A以5300萬元購得土地，透過他人與甲接洽，甲於A取得土地所有權狀前，未經該農會理事會之審核同意，且明知A無力償還，仍逕行核准貸款1億800萬元。A於取得貸款後，僅繳交貸款利息1年即停止，經該農會向法院聲請拍賣A供擔保之土地，因無人應買而撤回該項執行，嗣後亦無法全數獲得清償。甲成立何罪？|背信罪|1
11|甲為某農會總幹事負責處理貸、放款業務。A以5300萬元購得土地，透過他人與甲接洽，甲於A取得土地所有權狀前，未經該農會理事會之審核同意，且明知A無力償還，仍逕行核准貸款1億800萬元。A於取得貸款後，僅繳交貸款利息1年即停止，經該農會向法院聲請拍賣A供擔保之土地，因無人應買而撤回該項執行，嗣後亦無法全數獲得清償。甲成立何罪？|公務侵占罪|0
11|甲為某農會總幹事負責處理貸、放款業務。A以5300萬元購得土地，透過他人與甲接洽，甲於A取得土地所有權狀前，未經該農會理事會之審核同意，且明知A無力償還，仍逕行核准貸款1億800萬元。A於取得貸款後，僅繳交貸款利息1年即停止，經該農會向法院聲請拍賣A供擔保之土地，因無人應買而撤回該項執行，嗣後亦無法全數獲得清償。甲成立何罪？|業務侵占罪|0
12|甲在大型賣場內，趁人不注意之機會，將已裝箱封妥每箱標價新臺幣（下同）500元之盒裝義美餅乾全部自箱內取出置於一旁，換裝高達5千元價值之洋菸後，仍將裝箱外表封妥回復原狀，搬至賣場出口收銀處結帳。收銀人員見裝箱封口完好無缺，不知其中有異，仍依裝箱標價結帳而向甲收取500元後，將該箱物品交付甲取走，依實務見解，甲所犯何罪？|刑法第320條普通竊盜罪|0
12|甲在大型賣場內，趁人不注意之機會，將已裝箱封妥每箱標價新臺幣（下同）500元之盒裝義美餅乾全部自箱內取出置於一旁，換裝高達5千元價值之洋菸後，仍將裝箱外表封妥回復原狀，搬至賣場出口收銀處結帳。收銀人員見裝箱封口完好無缺，不知其中有異，仍依裝箱標價結帳而向甲收取500元後，將該箱物品交付甲取走，依實務見解，甲所犯何罪？|刑法第321條加重竊盜罪|0
12|甲在大型賣場內，趁人不注意之機會，將已裝箱封妥每箱標價新臺幣（下同）500元之盒裝義美餅乾全部自箱內取出置於一旁，換裝高達5千元價值之洋菸後，仍將裝箱外表封妥回復原狀，搬至賣場出口收銀處結帳。收銀人員見裝箱封口完好無缺，不知其中有異，仍依裝箱標價結帳而向甲收取500元後，將該箱物品交付甲取走，依實務見解，甲所犯何罪？|刑法第339條第1項詐欺取財罪|1
12|甲在大型賣場內，趁人不注意之機會，將已裝箱封妥每箱標價新臺幣（下同）500元之盒裝義美餅乾全部自箱內取出置於一旁，換裝高達5千元價值之洋菸後，仍將裝箱外表封妥回復原狀，搬至賣場出口收銀處結帳。收銀人員見裝箱封口完好無缺，不知其中有異，仍依裝箱標價結帳而向甲收取500元後，將該箱物品交付甲取走，依實務見解，甲所犯何罪？|刑法第339條第2項詐欺得利罪|0
13|A、B、C 3人之住宅相連而居，某日，甲因與A發生口角，乃放火燒燬A的房屋，熊熊大火延燒及B、C的住宅，甲對此皆有預見，且心想就算延燒B、C之住宅也無所謂。甲所成立之放火罪，下列敘述，何者正確？|想像競合犯|0
13|A、B、C 3人之住宅相連而居，某日，甲因與A發生口角，乃放火燒燬A的房屋，熊熊大火延燒及B、C的住宅，甲對此皆有預見，且心想就算延燒B、C之住宅也無所謂。甲所成立之放火罪，下列敘述，何者正確？|數罪併罰|0
13|A、B、C 3人之住宅相連而居，某日，甲因與A發生口角，乃放火燒燬A的房屋，熊熊大火延燒及B、C的住宅，甲對此皆有預見，且心想就算延燒B、C之住宅也無所謂。甲所成立之放火罪，下列敘述，何者正確？|法條競合|0
13|A、B、C 3人之住宅相連而居，某日，甲因與A發生口角，乃放火燒燬A的房屋，熊熊大火延燒及B、C的住宅，甲對此皆有預見，且心想就算延燒B、C之住宅也無所謂。甲所成立之放火罪，下列敘述，何者正確？|單純一罪|1
14|以下何種情形，不涉及妨害性自主之犯罪？|以刀械逼迫對方放棄抵抗而為猥褻之行為者|0
14|以下何種情形，不涉及妨害性自主之犯罪？|趁被害人服用安眠藥熟睡後而為性交者|0
14|以下何種情形，不涉及妨害性自主之犯罪？|得到15歲之相對人同意而為猥褻之行為者|0
14|以下何種情形，不涉及妨害性自主之犯罪？|成年男女彼此同意以綑綁對方身體之方式而為性交者|1
15|甲乙雙方因口角互毆，若無法分別何方先為不法侵害，依實務見解，下列敘述，何者正確？|任何一方可主張正當防衛|0
15|甲乙雙方因口角互毆，若無法分別何方先為不法侵害，依實務見解，下列敘述，何者正確？|任何一方可主張緊急避難|0
15|甲乙雙方因口角互毆，若無法分別何方先為不法侵害，依實務見解，下列敘述，何者正確？|雙方皆不可主張正當防衛|1
15|甲乙雙方因口角互毆，若無法分別何方先為不法侵害，依實務見解，下列敘述，何者正確？|雙方皆得主張正當事由而免責|0
16|甲攜帶乙醚一瓶，白天以萬能鑰匙開鎖侵入A女住宅，正翻箱倒櫃尋找貴重物品時，遭A女發覺，甲臨時起意，自後扣住A頸部，並以沾有乙醚之手套摀住A的口鼻，導致A四肢無力癱坐在地板上，甲遂從容取走A皮包內現金後逃逸。試問依實務見解，甲成立何罪？|刑法第321條第1項加重竊盜罪與第304條第1項強制罪，數罪併罰|0
16|甲攜帶乙醚一瓶，白天以萬能鑰匙開鎖侵入A女住宅，正翻箱倒櫃尋找貴重物品時，遭A女發覺，甲臨時起意，自後扣住A頸部，並以沾有乙醚之手套摀住A的口鼻，導致A四肢無力癱坐在地板上，甲遂從容取走A皮包內現金後逃逸。試問依實務見解，甲成立何罪？|刑法第328條第1項普通強盜罪|0
16|甲攜帶乙醚一瓶，白天以萬能鑰匙開鎖侵入A女住宅，正翻箱倒櫃尋找貴重物品時，遭A女發覺，甲臨時起意，自後扣住A頸部，並以沾有乙醚之手套摀住A的口鼻，導致A四肢無力癱坐在地板上，甲遂從容取走A皮包內現金後逃逸。試問依實務見解，甲成立何罪？|刑法第329條準強盜罪|0
16|甲攜帶乙醚一瓶，白天以萬能鑰匙開鎖侵入A女住宅，正翻箱倒櫃尋找貴重物品時，遭A女發覺，甲臨時起意，自後扣住A頸部，並以沾有乙醚之手套摀住A的口鼻，導致A四肢無力癱坐在地板上，甲遂從容取走A皮包內現金後逃逸。試問依實務見解，甲成立何罪？|刑法第330條第1項加重強盜罪|1
17|交通警員甲以A「在禁止臨時停車處所停車」為由開單，但因填錯違規時間，擔心遭到申訴而變更違規事由為「在車道上販賣物品」。關於前述甲的行為，下列敘述，何者正確？|甲成立變造公文書罪|0
17|交通警員甲以A「在禁止臨時停車處所停車」為由開單，但因填錯違規時間，擔心遭到申訴而變更違規事由為「在車道上販賣物品」。關於前述甲的行為，下列敘述，何者正確？|甲成立公務員登載不實罪|1
17|交通警員甲以A「在禁止臨時停車處所停車」為由開單，但因填錯違規時間，擔心遭到申訴而變更違規事由為「在車道上販賣物品」。關於前述甲的行為，下列敘述，何者正確？|甲成立行使偽造文書罪|0
17|交通警員甲以A「在禁止臨時停車處所停車」為由開單，但因填錯違規時間，擔心遭到申訴而變更違規事由為「在車道上販賣物品」。關於前述甲的行為，下列敘述，何者正確？|甲成立圖利罪|0
18|甲與大型賣場之收銀員乙，基於共同犯意之聯絡，由甲至該賣場選取價值新臺幣（下同）2000元之貨品後，經由收銀員乙之櫃檯結帳，而由乙輸入價格僅200元之其他低價品價格條碼後，向甲收取200元，將該物品交予甲攜出。依實務見解，甲、乙所犯何罪？|刑法第320條普通竊盜罪的共同正犯|0
18|甲與大型賣場之收銀員乙，基於共同犯意之聯絡，由甲至該賣場選取價值新臺幣（下同）2000元之貨品後，經由收銀員乙之櫃檯結帳，而由乙輸入價格僅200元之其他低價品價格條碼後，向甲收取200元，將該物品交予甲攜出。依實務見解，甲、乙所犯何罪？|刑法第339條詐欺取財罪的共同正犯|0
18|甲與大型賣場之收銀員乙，基於共同犯意之聯絡，由甲至該賣場選取價值新臺幣（下同）2000元之貨品後，經由收銀員乙之櫃檯結帳，而由乙輸入價格僅200元之其他低價品價格條碼後，向甲收取200元，將該物品交予甲攜出。依實務見解，甲、乙所犯何罪？|刑法第336條業務侵占罪的共同正犯|0
18|甲與大型賣場之收銀員乙，基於共同犯意之聯絡，由甲至該賣場選取價值新臺幣（下同）2000元之貨品後，經由收銀員乙之櫃檯結帳，而由乙輸入價格僅200元之其他低價品價格條碼後，向甲收取200元，將該物品交予甲攜出。依實務見解，甲、乙所犯何罪？|刑法第342條背信罪的共同正犯|1
19|甲實行殺人行為後，擔心被警方逮捕，乃以1百萬元為代價請乙冒充甲向警察局自首。下列敘述，何者正確？|甲乙成立頂替人犯罪之共同正犯|0
19|甲實行殺人行為後，擔心被警方逮捕，乃以1百萬元為代價請乙冒充甲向警察局自首。下列敘述，何者正確？|甲乙成立圖利罪之共同正犯|0
19|甲實行殺人行為後，擔心被警方逮捕，乃以1百萬元為代價請乙冒充甲向警察局自首。下列敘述，何者正確？|乙成立頂替人犯罪|1
19|甲實行殺人行為後，擔心被警方逮捕，乃以1百萬元為代價請乙冒充甲向警察局自首。下列敘述，何者正確？|乙成立隱避人犯罪|0
20|甲乙擬對A實施擄人勒贖，將A挾持至拘禁處所，甲負責看守A，由乙以電話向A之家人B勒索贖款，經約定贖款數額及付款處所，B暗中報警。乙取得贖款回到拘禁處所即被警方逮捕。乙出發取贖後，甲因畏罪即將A釋放並逃逸。下列敘述，何者正確？|甲乙兩人之行為均成立擄人勒贖既遂|1
20|甲乙擬對A實施擄人勒贖，將A挾持至拘禁處所，甲負責看守A，由乙以電話向A之家人B勒索贖款，經約定贖款數額及付款處所，B暗中報警。乙取得贖款回到拘禁處所即被警方逮捕。乙出發取贖後，甲因畏罪即將A釋放並逃逸。下列敘述，何者正確？|甲之行為成立擄人勒贖未遂，乙之行為成立擄人勒贖既遂|0
20|甲乙擬對A實施擄人勒贖，將A挾持至拘禁處所，甲負責看守A，由乙以電話向A之家人B勒索贖款，經約定贖款數額及付款處所，B暗中報警。乙取得贖款回到拘禁處所即被警方逮捕。乙出發取贖後，甲因畏罪即將A釋放並逃逸。下列敘述，何者正確？|由於乙取得贖款後，尚在警方有效監控下，只能成立擄人勒贖未遂|0
20|甲乙擬對A實施擄人勒贖，將A挾持至拘禁處所，甲負責看守A，由乙以電話向A之家人B勒索贖款，經約定贖款數額及付款處所，B暗中報警。乙取得贖款回到拘禁處所即被警方逮捕。乙出發取贖後，甲因畏罪即將A釋放並逃逸。下列敘述，何者正確？|甲之行為成立擄人勒贖之中止未遂，乙之行為成立擄人勒贖之普通（障礙）未遂|0
21|甲為某里里長，為支應該里抗爭興建垃圾掩埋場活動之經費，向該里里民募得新臺幣50萬元款項後，挪用其中10萬元以自己名義捐贈該里某寺廟修建用。問：甲應負何刑責？|普通侵占罪|0
21|甲為某里里長，為支應該里抗爭興建垃圾掩埋場活動之經費，向該里里民募得新臺幣50萬元款項後，挪用其中10萬元以自己名義捐贈該里某寺廟修建用。問：甲應負何刑責？|侵占對於公務上所持有之物罪|0
21|甲為某里里長，為支應該里抗爭興建垃圾掩埋場活動之經費，向該里里民募得新臺幣50萬元款項後，挪用其中10萬元以自己名義捐贈該里某寺廟修建用。問：甲應負何刑責？|侵占對於公益上所持有之物罪|1
21|甲為某里里長，為支應該里抗爭興建垃圾掩埋場活動之經費，向該里里民募得新臺幣50萬元款項後，挪用其中10萬元以自己名義捐贈該里某寺廟修建用。問：甲應負何刑責？|業務侵占罪|0
22|甲以一紙告發狀向地方法院檢察署誣告警員A、B、C 3人執行臨檢時曾收受他人賄賂，觸犯貪污罪。下列敘述，何者正確？|甲以一狀誣告3人犯貪污罪，成立3個誣告罪，為數罪併罰|0
22|甲以一紙告發狀向地方法院檢察署誣告警員A、B、C 3人執行臨檢時曾收受他人賄賂，觸犯貪污罪。下列敘述，何者正確？|甲以一狀誣告3人犯貪污罪，為誣告罪之連續犯|0
22|甲以一紙告發狀向地方法院檢察署誣告警員A、B、C 3人執行臨檢時曾收受他人賄賂，觸犯貪污罪。下列敘述，何者正確？|甲以一狀誣告3人犯貪污罪，為一行為觸犯3個誣告罪，成立想像競合|0
22|甲以一紙告發狀向地方法院檢察署誣告警員A、B、C 3人執行臨檢時曾收受他人賄賂，觸犯貪污罪。下列敘述，何者正確？|甲以一狀誣告3人犯貪污罪，僅成立一個誣告罪|1
23|甲男發現在公園玩耍之15歲智能不足之A女，心懷不軌，預先在飲料內摻入安眠藥，交給A女飲用，A女不疑有詐，一飲而盡，未久即陷入昏昏沈沈的狀態。甲見狀趕緊將A女攙扶到公園的廁所內，對A女性侵得逞。對甲之所為，下列敘述，何者正確？|應論以強制性交罪|0
23|甲男發現在公園玩耍之15歲智能不足之A女，心懷不軌，預先在飲料內摻入安眠藥，交給A女飲用，A女不疑有詐，一飲而盡，未久即陷入昏昏沈沈的狀態。甲見狀趕緊將A女攙扶到公園的廁所內，對A女性侵得逞。對甲之所為，下列敘述，何者正確？|應論以與14歲以上未滿16歲之男女性交罪|0
23|甲男發現在公園玩耍之15歲智能不足之A女，心懷不軌，預先在飲料內摻入安眠藥，交給A女飲用，A女不疑有詐，一飲而盡，未久即陷入昏昏沈沈的狀態。甲見狀趕緊將A女攙扶到公園的廁所內，對A女性侵得逞。對甲之所為，下列敘述，何者正確？|應論以乘機性交罪|0
23|甲男發現在公園玩耍之15歲智能不足之A女，心懷不軌，預先在飲料內摻入安眠藥，交給A女飲用，A女不疑有詐，一飲而盡，未久即陷入昏昏沈沈的狀態。甲見狀趕緊將A女攙扶到公園的廁所內，對A女性侵得逞。對甲之所為，下列敘述，何者正確？|應論以加重強制性交罪|1
24|甲以駕駛聯結車為業，某日清晨從公司發車準備前往載運貨櫃，於倒車時，因疏於注意，車尾撞到正騎著腳踏車要去上學的國中生A，A跌倒在地，手腳擦傷，但甲卻完全不知情，依舊往前繼續行駛。問甲應如何論罪？|刑法第284條第2項業務過失傷害罪|1
24|甲以駕駛聯結車為業，某日清晨從公司發車準備前往載運貨櫃，於倒車時，因疏於注意，車尾撞到正騎著腳踏車要去上學的國中生A，A跌倒在地，手腳擦傷，但甲卻完全不知情，依舊往前繼續行駛。問甲應如何論罪？|刑法第185條之4肇事逃逸罪|0
24|甲以駕駛聯結車為業，某日清晨從公司發車準備前往載運貨櫃，於倒車時，因疏於注意，車尾撞到正騎著腳踏車要去上學的國中生A，A跌倒在地，手腳擦傷，但甲卻完全不知情，依舊往前繼續行駛。問甲應如何論罪？|刑法第284條第2項業務過失傷害罪與刑法第185條之4肇事逃逸罪，兩罪數罪併罰|0
24|甲以駕駛聯結車為業，某日清晨從公司發車準備前往載運貨櫃，於倒車時，因疏於注意，車尾撞到正騎著腳踏車要去上學的國中生A，A跌倒在地，手腳擦傷，但甲卻完全不知情，依舊往前繼續行駛。問甲應如何論罪？|刑法第284條第2項業務過失傷害罪與刑法第185條之4肇事逃逸罪，一行為觸犯數罪名，從一重處斷|0
25|甲借A 1萬元，卻忘了叫A簽寫借據。甲心想金額不是很高，也不好意思叫A簽寫，但又怕A忘記，所以甲即自行以A之名義製作一份借據。依實務見解，甲自行以A名義製作借據之行為，應如何論罪？|無罪|1
25|甲借A 1萬元，卻忘了叫A簽寫借據。甲心想金額不是很高，也不好意思叫A簽寫，但又怕A忘記，所以甲即自行以A之名義製作一份借據。依實務見解，甲自行以A名義製作借據之行為，應如何論罪？|偽造署押罪|0
25|甲借A 1萬元，卻忘了叫A簽寫借據。甲心想金額不是很高，也不好意思叫A簽寫，但又怕A忘記，所以甲即自行以A之名義製作一份借據。依實務見解，甲自行以A名義製作借據之行為，應如何論罪？|偽造私文書罪|0
25|甲借A 1萬元，卻忘了叫A簽寫借據。甲心想金額不是很高，也不好意思叫A簽寫，但又怕A忘記，所以甲即自行以A之名義製作一份借據。依實務見解，甲自行以A名義製作借據之行為，應如何論罪？|偽造有價證券罪|0
26|甲於裁判確定前犯ABCD 4罪，其中A罪部分，法院諭知有期徒刑2年、併科罰金新臺幣5萬元、犯罪所用之物沒收；B罪部分，法院諭知有期徒刑3年、併科罰金新臺幣10萬元、褫奪公權3年；C罪部分，法院諭知拘役40日、犯罪所生之物沒收；D罪部分，法院諭知有期徒刑2年、褫奪公權1年。關於數罪併罰之定執行刑，下列敘述，何者錯誤？|法院對於宣告多數有期徒刑部分，依限制加重原則，定執行刑為6年6月|0
26|甲於裁判確定前犯ABCD 4罪，其中A罪部分，法院諭知有期徒刑2年、併科罰金新臺幣5萬元、犯罪所用之物沒收；B罪部分，法院諭知有期徒刑3年、併科罰金新臺幣10萬元、褫奪公權3年；C罪部分，法院諭知拘役40日、犯罪所生之物沒收；D罪部分，法院諭知有期徒刑2年、褫奪公權1年。關於數罪併罰之定執行刑，下列敘述，何者錯誤？|法院對於宣告多數褫奪公權，依吸收原則，定執行刑為3年|0
