Sequence|Question|Options|Answer
14|甲為翡翠水庫所屬某抽水站技工，平日負責水閘門的管控。某夜，於氣象局發布超級颱風警報後，見溪水水位不斷上漲，不但未及時洩洪，也未儘速通知媒體廣播，提醒放在堤防外車輛之車主將車子駛離該地，反而關上水閘門後即入睡，致20多輛自用轎車因不及駛離而泡水，損失嚴重。下列敘述，何者錯誤？|刑法第130條廢弛職務釀成災害罪，兼括處罰故意犯與過失犯|1
15|甲在值勤時，以所配警槍朝妻子A娘家住處開槍，藉以脅迫A與其離婚。下列敘述，何者正確？|甲成立強制罪|0
15|甲在值勤時，以所配警槍朝妻子A娘家住處開槍，藉以脅迫A與其離婚。下列敘述，何者正確？|甲成立傷害未遂罪|0
15|甲在值勤時，以所配警槍朝妻子A娘家住處開槍，藉以脅迫A與其離婚。下列敘述，何者正確？|甲成立強制罪，並應依刑法第134條之規定加重其刑|1
15|甲在值勤時，以所配警槍朝妻子A娘家住處開槍，藉以脅迫A與其離婚。下列敘述，何者正確？|甲成立未受允許持有爆裂物罪|0
16|有關刑法第107條之加重助敵罪，下列何者，非屬於該罪之加重要件？|為敵國之間諜，或幫助敵國之間諜者|0
16|有關刑法第107條之加重助敵罪，下列何者，非屬於該罪之加重要件？|代敵國招募軍隊，或煽惑軍人使其降敵者|0
16|有關刑法第107條之加重助敵罪，下列何者，非屬於該罪之加重要件？|盜賣軍械、彈藥或其他軍需品|1
16|有關刑法第107條之加重助敵罪，下列何者，非屬於該罪之加重要件？|以關於要塞、軍港或軍略之秘密文書、圖畫、消息或物品，洩漏或交付於敵國者|0
17|下列所述事實，關於甲之行為，何者足以構成脫逃罪？|甲因涉嫌某殺人案而遭通緝，搭乘貨船偷渡出境抵達日本領域之橫濱市|0
17|下列所述事實，關於甲之行為，何者足以構成脫逃罪？|甲因通緝在案，經利害關係人乙依刑事訴訟法第87條第2項規定逮捕後，於送交警局途中，甲乘機逃逸，不知行蹤|0
17|下列所述事實，關於甲之行為，何者足以構成脫逃罪？|甲因通緝在案，經警員乙依法逕行逮捕後，於解送檢察官訊問途中，甲乘機逃逸，不知行蹤|1
17|下列所述事實，關於甲之行為，何者足以構成脫逃罪？|甲因案受合法羈押，期滿而延長羈押之裁定尚未經合法送達，甲乘機逃離看守所，不知行蹤|0
18|甲在擔任證人時，因為自己的記憶不清而在法庭上作出與事實不符之陳述。下列敘述，何者正確？|甲不成立偽證罪，因為欠缺偽證故意|1
18|甲在擔任證人時，因為自己的記憶不清而在法庭上作出與事實不符之陳述。下列敘述，何者正確？|只要所陳述之內容與事實不符，甲即可成立偽證罪|0
18|甲在擔任證人時，因為自己的記憶不清而在法庭上作出與事實不符之陳述。下列敘述，何者正確？|甲成立隱匿刑事證據罪|0
18|甲在擔任證人時，因為自己的記憶不清而在法庭上作出與事實不符之陳述。下列敘述，何者正確？|甲成立誣告罪|0
19|公務員洩漏或交付關於中華民國國防以外應秘密之文書、圖畫、消息或物品者，為洩漏國防以外秘密罪。依實務見解，下列敘述，何者錯誤？|凡無關國防而於國家政務或公共事務上具利害關係，應保守其內容不得任意使他人知悉者，為國防以外秘密|0
19|公務員洩漏或交付關於中華民國國防以外應秘密之文書、圖畫、消息或物品者，為洩漏國防以外秘密罪。依實務見解，下列敘述，何者錯誤？|書記官將合議庭審判中法官之評議內容洩漏於記者，成立本罪。蓋依法院組織法，法官就案件所為評議之內容，屬國防以外應秘密之消息|0
19|公務員洩漏或交付關於中華民國國防以外應秘密之文書、圖畫、消息或物品者，為洩漏國防以外秘密罪。依實務見解，下列敘述，何者錯誤？|公務員甲以封緘郵寄方式，將政府招標發包之工程底價洩漏於某廠商負責人A，惟由於郵差失誤，該內附有工程底價之信函，竟遭燒燬殆盡，致A始終未接獲該函。甲行為仍應成立本罪。蓋危險犯之特質，一旦實行具危險性之行為，罪即成立|1
19|公務員洩漏或交付關於中華民國國防以外應秘密之文書、圖畫、消息或物品者，為洩漏國防以外秘密罪。依實務見解，下列敘述，何者錯誤？|警員將職務上知悉之涉嫌人，其戶籍、車籍、勞保及出入境資料，交付於記者，成立本罪。蓋該個人資料，與國家內政事務具利害關係，屬國防以外應秘密之消息|0
20|受刑人甲在監獄人員乙提供脫逃所需之工具下，逃離監房，但還沒有越過監獄圍牆就遭到逮捕。下列敘述，何者正確？|乙成立脫逃罪之教唆犯|0
20|受刑人甲在監獄人員乙提供脫逃所需之工具下，逃離監房，但還沒有越過監獄圍牆就遭到逮捕。下列敘述，何者正確？|甲成立脫逃罪之既遂犯|0
20|受刑人甲在監獄人員乙提供脫逃所需之工具下，逃離監房，但還沒有越過監獄圍牆就遭到逮捕。下列敘述，何者正確？|甲成立脫逃罪之未遂犯|1
20|受刑人甲在監獄人員乙提供脫逃所需之工具下，逃離監房，但還沒有越過監獄圍牆就遭到逮捕。下列敘述，何者正確？|乙成立便利脫逃罪之既遂犯|0
21|甲將偷來的汽車加以支解，並將該汽車的引擎號碼部分磨滅而打上其他數字號碼。甲之此等將汽車引擎號碼部分磨滅打造之行為，依實務見解，應如何論罪？|偽造私文書罪|0
21|甲將偷來的汽車加以支解，並將該汽車的引擎號碼部分磨滅而打上其他數字號碼。甲之此等將汽車引擎號碼部分磨滅打造之行為，依實務見解，應如何論罪？|變造私文書罪|0
21|甲將偷來的汽車加以支解，並將該汽車的引擎號碼部分磨滅而打上其他數字號碼。甲之此等將汽車引擎號碼部分磨滅打造之行為，依實務見解，應如何論罪？|偽造準私文書罪|0
21|甲將偷來的汽車加以支解，並將該汽車的引擎號碼部分磨滅而打上其他數字號碼。甲之此等將汽車引擎號碼部分磨滅打造之行為，依實務見解，應如何論罪？|變造準私文書罪|1
22|甲偽造私文書後，復進而自為行使，依實務見解，應如何論罪？|僅論以偽造私文書罪|0
22|甲偽造私文書後，復進而自為行使，依實務見解，應如何論罪？|僅論以行使偽造私文書罪|1
22|甲偽造私文書後，復進而自為行使，依實務見解，應如何論罪？|同時成立偽造私文書罪與行使偽造私文書罪，一行為觸犯數罪名，從一重處斷|0
22|甲偽造私文書後，復進而自為行使，依實務見解，應如何論罪？|同時成立偽造私文書罪與行使偽造私文書罪，數罪併罰|0
23|依據最高法院見解，以下敘述，何者錯誤？|以提供出國唸書機會為由，欺騙14歲人同意離家，為略誘脫離家庭行為|0
23|依據最高法院見解，以下敘述，何者錯誤？|和誘已離婚但未滿20歲人，不成立和誘脫離家庭罪|0
23|依據最高法院見解，以下敘述，何者錯誤？|未滿20歲之男女大學生，私下租屋同居，不成立和誘或略誘脫離家庭罪|0
23|依據最高法院見解，以下敘述，何者錯誤？|收容離家出走之未滿20歲男女，成立收受藏匿被誘人罪|1
24|甲在自己所簽發的支票上冒用A的名義背書，依實務見解，應如何論罪？|偽造署押罪|0
24|甲在自己所簽發的支票上冒用A的名義背書，依實務見解，應如何論罪？|偽造有價證券罪|0
24|甲在自己所簽發的支票上冒用A的名義背書，依實務見解，應如何論罪？|偽造私文書罪|1
24|甲在自己所簽發的支票上冒用A的名義背書，依實務見解，應如何論罪？|偽造準私文書罪|0
25|甲與十幾名同夥，分乘機車，在市區以時速70公里沿路闖紅燈，飆車競駛。試問依實務見解，甲應如何論罪？|第184條妨害舟車航空機往來安全罪|0
25|甲與十幾名同夥，分乘機車，在市區以時速70公里沿路闖紅燈，飆車競駛。試問依實務見解，甲應如何論罪？|第185條妨害公眾往來安全罪|1
25|甲與十幾名同夥，分乘機車，在市區以時速70公里沿路闖紅燈，飆車競駛。試問依實務見解，甲應如何論罪？|第184條妨害舟車航空機往來安全罪與第185條妨害公眾往來安全罪，兩罪數罪併罰|0
25|甲與十幾名同夥，分乘機車，在市區以時速70公里沿路闖紅燈，飆車競駛。試問依實務見解，甲應如何論罪？|第184條妨害舟車航空機往來安全罪與第185條妨害公眾往來安全罪，兩罪想像競合|0
26|甲係A之夫，因獲知A懷孕，乃向A表明希望將小孩拿掉，惟A堅拒。但甲向開設診所的醫生朋友乙表示讓A墮胎，並由甲向A佯稱要生小孩就要做產前檢查，而偕同A至乙的診所進行產檢。乙拿RU486交給A，向A誆稱該藥係作為補充營養之用。A不疑有他，返家後服用藥物，導致流產。試問下列敘述何者正確？|乙成立刑法第290條圖利加工墮胎罪|0
26|甲係A之夫，因獲知A懷孕，乃向A表明希望將小孩拿掉，惟A堅拒。但甲向開設診所的醫生朋友乙表示讓A墮胎，並由甲向A佯稱要生小孩就要做產前檢查，而偕同A至乙的診所進行產檢。乙拿RU486交給A，向A誆稱該藥係作為補充營養之用。A不疑有他，返家後服用藥物，導致流產。試問下列敘述何者正確？|乙成立刑法第291條未受囑託或未得承諾的墮胎罪|1
26|甲係A之夫，因獲知A懷孕，乃向A表明希望將小孩拿掉，惟A堅拒。但甲向開設診所的醫生朋友乙表示讓A墮胎，並由甲向A佯稱要生小孩就要做產前檢查，而偕同A至乙的診所進行產檢。乙拿RU486交給A，向A誆稱該藥係作為補充營養之用。A不疑有他，返家後服用藥物，導致流產。試問下列敘述何者正確？|甲成立刑法第289條與第29條加工墮胎罪的教唆犯|0
26|甲係A之夫，因獲知A懷孕，乃向A表明希望將小孩拿掉，惟A堅拒。但甲向開設診所的醫生朋友乙表示讓A墮胎，並由甲向A佯稱要生小孩就要做產前檢查，而偕同A至乙的診所進行產檢。乙拿RU486交給A，向A誆稱該藥係作為補充營養之用。A不疑有他，返家後服用藥物，導致流產。試問下列敘述何者正確？|甲成立刑法第290條與第29條圖利加工墮胎罪的共同正犯|0
27|甲因兒子A酒後精神亢奮，大吵大鬧，亂砸東西，遂以透明膠帶綑綁A雙手、腳踝及黏貼口部。因A酒後自主神經敏感降低，而產生嘔吐，由於口部遭膠帶黏貼，無法順利吐出，造成胃內容物倒吸入鼻竇而窒息死亡。試問甲成立何罪？|殺人罪|0
27|甲因兒子A酒後精神亢奮，大吵大鬧，亂砸東西，遂以透明膠帶綑綁A雙手、腳踝及黏貼口部。因A酒後自主神經敏感降低，而產生嘔吐，由於口部遭膠帶黏貼，無法順利吐出，造成胃內容物倒吸入鼻竇而窒息死亡。試問甲成立何罪？|剝奪行動自由致死罪|1
27|甲因兒子A酒後精神亢奮，大吵大鬧，亂砸東西，遂以透明膠帶綑綁A雙手、腳踝及黏貼口部。因A酒後自主神經敏感降低，而產生嘔吐，由於口部遭膠帶黏貼，無法順利吐出，造成胃內容物倒吸入鼻竇而窒息死亡。試問甲成立何罪？|僅成立剝奪行動自由罪，因A的死亡在客觀上不能預見|0
27|甲因兒子A酒後精神亢奮，大吵大鬧，亂砸東西，遂以透明膠帶綑綁A雙手、腳踝及黏貼口部。因A酒後自主神經敏感降低，而產生嘔吐，由於口部遭膠帶黏貼，無法順利吐出，造成胃內容物倒吸入鼻竇而窒息死亡。試問甲成立何罪？|成立剝奪行動自由罪，並加重其刑至二分之一|0
28|甲於賣場內，利用選購商品之際，將貨架上之化妝品等物放置於自己手提包內，嗣在選購物品完畢後，在收銀台僅結帳手推車內的物品，但手提包內的化妝品並沒有拿出來結帳，因甲的行徑早已經賣場負責監視人員發現，並馬上通知安全課人員A。當甲一離開收銀檯時，遭A攔下並報警處理。甲成立何罪？|詐欺未遂|0
28|甲於賣場內，利用選購商品之際，將貨架上之化妝品等物放置於自己手提包內，嗣在選購物品完畢後，在收銀台僅結帳手推車內的物品，但手提包內的化妝品並沒有拿出來結帳，因甲的行徑早已經賣場負責監視人員發現，並馬上通知安全課人員A。當甲一離開收銀檯時，遭A攔下並報警處理。甲成立何罪？|詐欺既遂|0
28|甲於賣場內，利用選購商品之際，將貨架上之化妝品等物放置於自己手提包內，嗣在選購物品完畢後，在收銀台僅結帳手推車內的物品，但手提包內的化妝品並沒有拿出來結帳，因甲的行徑早已經賣場負責監視人員發現，並馬上通知安全課人員A。當甲一離開收銀檯時，遭A攔下並報警處理。甲成立何罪？|竊盜未遂|0
28|甲於賣場內，利用選購商品之際，將貨架上之化妝品等物放置於自己手提包內，嗣在選購物品完畢後，在收銀台僅結帳手推車內的物品，但手提包內的化妝品並沒有拿出來結帳，因甲的行徑早已經賣場負責監視人員發現，並馬上通知安全課人員A。當甲一離開收銀檯時，遭A攔下並報警處理。甲成立何罪？|竊盜既遂|1
29|甲從事電動玩具機台維修工作，而取得電玩代幣160枚，友人乙提議以代幣投入自動販賣機內換取財物。由乙投入代幣，由甲負責拿取財物。甲、乙共同成立何罪？|詐欺罪|0
29|甲從事電動玩具機台維修工作，而取得電玩代幣160枚，友人乙提議以代幣投入自動販賣機內換取財物。由乙投入代幣，由甲負責拿取財物。甲、乙共同成立何罪？|不正利用收費設備取財罪|1
29|甲從事電動玩具機台維修工作，而取得電玩代幣160枚，友人乙提議以代幣投入自動販賣機內換取財物。由乙投入代幣，由甲負責拿取財物。甲、乙共同成立何罪？|不正利用自動付款設備取財罪|0
29|甲從事電動玩具機台維修工作，而取得電玩代幣160枚，友人乙提議以代幣投入自動販賣機內換取財物。由乙投入代幣，由甲負責拿取財物。甲、乙共同成立何罪？|不正利用電腦或其相關設備取財罪|0
30|甲趁人不注意，敲開A機車座墊取走A的皮包，正要離開時，適巧A出現，A呼喊朋友B追捕，經追逐三條街道後，甲躲避於路邊之車旁，A、B仍在附近搜尋。A走進甲躲藏的附近，甲因不耐久等，於是持路邊的木棍敲擊A的頭部，造成A頭部受傷，甲則趁隙逃離現場。甲成立何罪？|準強盜罪|1
30|甲趁人不注意，敲開A機車座墊取走A的皮包，正要離開時，適巧A出現，A呼喊朋友B追捕，經追逐三條街道後，甲躲避於路邊之車旁，A、B仍在附近搜尋。A走進甲躲藏的附近，甲因不耐久等，於是持路邊的木棍敲擊A的頭部，造成A頭部受傷，甲則趁隙逃離現場。甲成立何罪？|加重強盜罪|0
30|甲趁人不注意，敲開A機車座墊取走A的皮包，正要離開時，適巧A出現，A呼喊朋友B追捕，經追逐三條街道後，甲躲避於路邊之車旁，A、B仍在附近搜尋。A走進甲躲藏的附近，甲因不耐久等，於是持路邊的木棍敲擊A的頭部，造成A頭部受傷，甲則趁隙逃離現場。甲成立何罪？|強盜結合罪|0
30|甲趁人不注意，敲開A機車座墊取走A的皮包，正要離開時，適巧A出現，A呼喊朋友B追捕，經追逐三條街道後，甲躲避於路邊之車旁，A、B仍在附近搜尋。A走進甲躲藏的附近，甲因不耐久等，於是持路邊的木棍敲擊A的頭部，造成A頭部受傷，甲則趁隙逃離現場。甲成立何罪？|竊盜罪與傷害罪，數罪併罰|1
31|甲與胞姊A發生爭吵，進而互毆，其父B見狀，前來勸架，二人仍繼續纏鬥。甲用力推A身體，造成A向後撞及B，B失去重心而摔倒，頭部撞及地面，送醫不治死亡。試問甲對B的死亡成立何罪？|傷害致死罪，加重其刑至二分之一，須告訴乃論|0
31|甲與胞姊A發生爭吵，進而互毆，其父B見狀，前來勸架，二人仍繼續纏鬥。甲用力推A身體，造成A向後撞及B，B失去重心而摔倒，頭部撞及地面，送醫不治死亡。試問甲對B的死亡成立何罪？|傷害致死罪，加重其刑至二分之一|0
31|甲與胞姊A發生爭吵，進而互毆，其父B見狀，前來勸架，二人仍繼續纏鬥。甲用力推A身體，造成A向後撞及B，B失去重心而摔倒，頭部撞及地面，送醫不治死亡。試問甲對B的死亡成立何罪？|重傷致死罪，加重其刑至二分之一|0
