Sequence|Question|Options|Answer
3|甲銀行於錄用乙同時，迫令乙填寫未填日期之辭呈，及授權人事單位填寫日期之授權書，俾人事單位可於其出嫁時，填入日期使之生效，此一條款之效力為：|此一條款有效但無強制力|0
4|下列何選項中之贈與人，得撤銷其贈與？|經公證之贈與契約|0
4|下列何選項中之贈與人，得撤銷其贈與？|為履行道德上義務之贈與契約|0
4|下列何選項中之贈與人，得撤銷其贈與？|贈與物之權利已移轉之贈與契約|0
4|下列何選項中之贈與人，得撤銷其贈與？|受贈人對於贈與人有扶養義務而不履行|1
5|甲有名貴跑車一輛，借給好友乙使用，乙於經過十字路口時因打手機簡訊未注意車前狀況，而與酒醉駕車闖紅燈的丙相撞，乙當場死亡，甲車亦全毀。下列敘述，何者錯誤？|甲若向丙請求該車之損害賠償，丙不得主張甲就該車投有保險，應扣除保險金|0
5|甲有名貴跑車一輛，借給好友乙使用，乙於經過十字路口時因打手機簡訊未注意車前狀況，而與酒醉駕車闖紅燈的丙相撞，乙當場死亡，甲車亦全毀。下列敘述，何者錯誤？|乙及丙對甲汽車之損害，應負連帶賠償責任|0
5|甲有名貴跑車一輛，借給好友乙使用，乙於經過十字路口時因打手機簡訊未注意車前狀況，而與酒醉駕車闖紅燈的丙相撞，乙當場死亡，甲車亦全毀。下列敘述，何者錯誤？|乙之母向丙依民法第 192 條第 2 項請求時，丙得主張因乙目前仍在就學，應扣除乙就學期間乙母原本需為乙支出之扶養費|1
5|甲有名貴跑車一輛，借給好友乙使用，乙於經過十字路口時因打手機簡訊未注意車前狀況，而與酒醉駕車闖紅燈的丙相撞，乙當場死亡，甲車亦全毀。下列敘述，何者錯誤？|乙之母向丙依民法第 192 條第 2 項請求時，丙得主張因乙與有過失，應減輕賠償金額|0
6|乙現年 15 歲，甲贈與乙價值新臺幣 300 萬元之土地一筆，惟該土地上設定有抵押權，擔保 100 萬元債務；另丙將價值 5 萬元之電腦，以 1 萬元出賣予乙，以上行為均未經乙之法定代理人同意，下列敘述，何者正確？|甲與乙所訂立之贈與契約，丙與乙所訂立之買賣契約，均須經乙之法定代理人承認始生效力|0
6|乙現年 15 歲，甲贈與乙價值新臺幣 300 萬元之土地一筆，惟該土地上設定有抵押權，擔保 100 萬元債務；另丙將價值 5 萬元之電腦，以 1 萬元出賣予乙，以上行為均未經乙之法定代理人同意，下列敘述，何者正確？|甲與乙所訂立之贈與契約，不須經乙之法定代理人承認即可發生效力；丙與乙所訂立之買賣契約，須經乙之法定代理人承認始生效力|1
6|乙現年 15 歲，甲贈與乙價值新臺幣 300 萬元之土地一筆，惟該土地上設定有抵押權，擔保 100 萬元債務；另丙將價值 5 萬元之電腦，以 1 萬元出賣予乙，以上行為均未經乙之法定代理人同意，下列敘述，何者正確？|甲與乙所訂立之贈與契約，丙與乙所訂立之買賣契約，均不須經乙之法定代理人承認即可發生效力|0
6|乙現年 15 歲，甲贈與乙價值新臺幣 300 萬元之土地一筆，惟該土地上設定有抵押權，擔保 100 萬元債務；另丙將價值 5 萬元之電腦，以 1 萬元出賣予乙，以上行為均未經乙之法定代理人同意，下列敘述，何者正確？|甲與乙所訂立之贈與契約，須經乙之法定代理人承認始生效力，丙與乙所訂立之買賣契約，不須經乙之法定代理人承認即可發生效力|0
7|甲因長期出國，將其所有名貴花瓶一只交由乙代為保管。乙乘隙向丙偽稱受甲全權委託代為處理該只花瓶，欲以該花瓶與丙所有之油畫互易，經丙同意後，雙方以讓與合意互相交付完畢。下列敘述，何者錯誤？|該互易契約於甲承認之前為效力未定|0
7|甲因長期出國，將其所有名貴花瓶一只交由乙代為保管。乙乘隙向丙偽稱受甲全權委託代為處理該只花瓶，欲以該花瓶與丙所有之油畫互易，經丙同意後，雙方以讓與合意互相交付完畢。下列敘述，何者錯誤？|丙得主張因善意受讓而取得該只花瓶之所有權|1
7|甲因長期出國，將其所有名貴花瓶一只交由乙代為保管。乙乘隙向丙偽稱受甲全權委託代為處理該只花瓶，欲以該花瓶與丙所有之油畫互易，經丙同意後，雙方以讓與合意互相交付完畢。下列敘述，何者錯誤？|丙移轉油畫所有權之行為於甲承認之前為效力未定|0
7|甲因長期出國，將其所有名貴花瓶一只交由乙代為保管。乙乘隙向丙偽稱受甲全權委託代為處理該只花瓶，欲以該花瓶與丙所有之油畫互易，經丙同意後，雙方以讓與合意互相交付完畢。下列敘述，何者錯誤？|甲拒絕承認乙所為之行為者，丙得向乙請求損害賠償|0
8|甲將其種植在 A 土地上之樹木出賣於乙，乙尚未砍伐，嗣甲又將該樹木出賣於丙，丙砍伐取得該樹木，下列敘述，何者正確？|該樹木屬於丙所有，乙僅對於甲有主張砍伐該樹木之權利|1
8|甲將其種植在 A 土地上之樹木出賣於乙，乙尚未砍伐，嗣甲又將該樹木出賣於丙，丙砍伐取得該樹木，下列敘述，何者正確？|該樹木屬於乙所有，乙得對於丙主張該樹木為其所有|0
8|甲將其種植在 A 土地上之樹木出賣於乙，乙尚未砍伐，嗣甲又將該樹木出賣於丙，丙砍伐取得該樹木，下列敘述，何者正確？|該樹木屬於乙所有，丙僅對於甲有主張砍伐該樹木之權利|0
8|甲將其種植在 A 土地上之樹木出賣於乙，乙尚未砍伐，嗣甲又將該樹木出賣於丙，丙砍伐取得該樹木，下列敘述，何者正確？|該樹木屬於丙所有，丙僅對於乙有主張砍伐該樹木之權利|0
9|在租賃契約中雙方約定：「出租人如繼續出租時，承租人有優先承租權。」請問在本約定中：|不含條件|0
9|在租賃契約中雙方約定：「出租人如繼續出租時，承租人有優先承租權。」請問在本約定中：|只有一個條件|1
9|在租賃契約中雙方約定：「出租人如繼續出租時，承租人有優先承租權。」請問在本約定中：|有兩個條件|0
9|在租賃契約中雙方約定：「出租人如繼續出租時，承租人有優先承租權。」請問在本約定中：|有三個條件|0
10|甲因心智缺陷致不能辨識其意思表示之效果，經法院為監護之宣告，經一段期間治療後，甲恢復狀況良好，與正常人無異，在法院未撤銷其監護宣告前，甲所為之意思表示，效力如何？|有效|0
10|甲因心智缺陷致不能辨識其意思表示之效果，經法院為監護之宣告，經一段期間治療後，甲恢復狀況良好，與正常人無異，在法院未撤銷其監護宣告前，甲所為之意思表示，效力如何？|無效|1
10|甲因心智缺陷致不能辨識其意思表示之效果，經法院為監護之宣告，經一段期間治療後，甲恢復狀況良好，與正常人無異，在法院未撤銷其監護宣告前，甲所為之意思表示，效力如何？|得撤銷|0
10|甲因心智缺陷致不能辨識其意思表示之效果，經法院為監護之宣告，經一段期間治療後，甲恢復狀況良好，與正常人無異，在法院未撤銷其監護宣告前，甲所為之意思表示，效力如何？|經監護人承認後有效|0
11|甲女未婚收養一女乙。嗣甲經人介紹與丙男結婚。未料乙、丙產生感情。甲一怒之下，與乙女終止收養關係，與丙離婚。嗣後，乙、丙結婚，其婚姻之效力：|無效|1
11|甲女未婚收養一女乙。嗣甲經人介紹與丙男結婚。未料乙、丙產生感情。甲一怒之下，與乙女終止收養關係，與丙離婚。嗣後，乙、丙結婚，其婚姻之效力：|有效|0
11|甲女未婚收養一女乙。嗣甲經人介紹與丙男結婚。未料乙、丙產生感情。甲一怒之下，與乙女終止收養關係，與丙離婚。嗣後，乙、丙結婚，其婚姻之效力：|得撤銷|0
11|甲女未婚收養一女乙。嗣甲經人介紹與丙男結婚。未料乙、丙產生感情。甲一怒之下，與乙女終止收養關係，與丙離婚。嗣後，乙、丙結婚，其婚姻之效力：|效力未定|0
12|甲將 A 屋出賣給乙，經交付但遲未移轉登記，經過 15 年後，下列敘述，何者正確？|甲對乙之物上返還請求權已罹於民法第 125 條 15 年之時效|0
12|甲將 A 屋出賣給乙，經交付但遲未移轉登記，經過 15 年後，下列敘述，何者正確？|甲若將 A 屋出售給丙並完成所有權移轉登記，丙不得對乙主張 767 條之物上請求權，因丙乃自甲繼受取得所有權，故丙之所有物返還請求權亦罹於時效|0
12|甲將 A 屋出賣給乙，經交付但遲未移轉登記，經過 15 年後，下列敘述，何者正確？|甲若將 A 屋出售給丙並完成所有權移轉登記，丙不得對乙主張 767 條之物上請求權，因為乙基於買賣契約占有 A 屋，乙有合法權源|0
12|甲將 A 屋出賣給乙，經交付但遲未移轉登記，經過 15 年後，下列敘述，何者正確？|雖然乙對甲之移轉登記請求權已罹於民法第 125 條 15 年之時效，但乙基於買賣契約有合法權源得占有 A 屋，且得對抗甲之返還請求權|1
13|甲乙丙三繼承人依法平均分割遺產，下列敘述，何者錯誤？|三人各得市價相同之房屋一棟，乙之房屋因分割前地震所受損害，甲、丙負與出賣人同一之擔保責任|0
13|甲乙丙三繼承人依法平均分割遺產，下列敘述，何者錯誤？|三人各分得新臺幣 100 萬元之債權，甲、乙之債權隨即受清償，但丙所得債權因未屆清償期而未受清償，則甲、乙仍應負擔保之責|0
13|甲乙丙三繼承人依法平均分割遺產，下列敘述，何者錯誤？|三人各分得價值連城之古厝一棟，但甲分得之古厝因颱風遭土石流破壞，其修繕費用應由乙、丙共同分擔|1
13|甲乙丙三繼承人依法平均分割遺產，下列敘述，何者錯誤？|三人對於被繼承人生前債務，得經債權人同意免除連帶責任|0
14|甲中年喪妻，有一子乙。甲生前曾向丙、丁、戊各借款新臺幣 150 萬元。甲死亡時留有遺產 300 萬元。乙將 300 萬元分別償還丙、丁各 150 萬元。則戊最多可向乙請求返還多少金額？|50 萬元|0
14|甲中年喪妻，有一子乙。甲生前曾向丙、丁、戊各借款新臺幣 150 萬元。甲死亡時留有遺產 300 萬元。乙將 300 萬元分別償還丙、丁各 150 萬元。則戊最多可向乙請求返還多少金額？|75 萬元|0
14|甲中年喪妻，有一子乙。甲生前曾向丙、丁、戊各借款新臺幣 150 萬元。甲死亡時留有遺產 300 萬元。乙將 300 萬元分別償還丙、丁各 150 萬元。則戊最多可向乙請求返還多少金額？|100 萬元|1
14|甲中年喪妻，有一子乙。甲生前曾向丙、丁、戊各借款新臺幣 150 萬元。甲死亡時留有遺產 300 萬元。乙將 300 萬元分別償還丙、丁各 150 萬元。則戊最多可向乙請求返還多少金額？|150 萬元|1
15|甲、乙之房屋 A、B 相互毗鄰，但乙長年未居住 B 屋，某年颱風 A、B 兩屋同時受創，甲基於經濟考量，未商請乙同意即請丙同時對 A、B 兩房屋進行整修，共花費新臺幣 100 萬元，其中 A 屋之整修費用為 60 萬元，B 屋必要之整修費用為 40 萬元。下列敘述，何者錯誤？|甲請丙整修乙所有之 B 屋，屬無因管理|0
15|甲、乙之房屋 A、B 相互毗鄰，但乙長年未居住 B 屋，某年颱風 A、B 兩屋同時受創，甲基於經濟考量，未商請乙同意即請丙同時對 A、B 兩房屋進行整修，共花費新臺幣 100 萬元，其中 A 屋之整修費用為 60 萬元，B 屋必要之整修費用為 40 萬元。下列敘述，何者錯誤？|本案非屬於甲對乙之 B 屋所為之侵權行為|0
15|甲、乙之房屋 A、B 相互毗鄰，但乙長年未居住 B 屋，某年颱風 A、B 兩屋同時受創，甲基於經濟考量，未商請乙同意即請丙同時對 A、B 兩房屋進行整修，共花費新臺幣 100 萬元，其中 A 屋之整修費用為 60 萬元，B 屋必要之整修費用為 40 萬元。下列敘述，何者錯誤？|甲對乙得請求償還 40 萬元修屋之費用|0
15|甲、乙之房屋 A、B 相互毗鄰，但乙長年未居住 B 屋，某年颱風 A、B 兩屋同時受創，甲基於經濟考量，未商請乙同意即請丙同時對 A、B 兩房屋進行整修，共花費新臺幣 100 萬元，其中 A 屋之整修費用為 60 萬元，B 屋必要之整修費用為 40 萬元。下列敘述，何者錯誤？|丙得對乙主張 40 萬元之報酬給付請求權|1
16|甲乙共立遺囑，甲遺贈丙新臺幣 100 萬元，乙遺贈丁 100 萬元。由甲書寫遺囑全文，記明年、月、日後，再由甲、乙共同簽名。甲、乙死亡後，該遺囑之效力為：|該遺囑全部無效|0
16|甲乙共立遺囑，甲遺贈丙新臺幣 100 萬元，乙遺贈丁 100 萬元。由甲書寫遺囑全文，記明年、月、日後，再由甲、乙共同簽名。甲、乙死亡後，該遺囑之效力為：|該遺囑全部有效|0
16|甲乙共立遺囑，甲遺贈丙新臺幣 100 萬元，乙遺贈丁 100 萬元。由甲書寫遺囑全文，記明年、月、日後，再由甲、乙共同簽名。甲、乙死亡後，該遺囑之效力為：|甲遺贈丙之部分有效；乙遺贈丁之部分無效|1
16|甲乙共立遺囑，甲遺贈丙新臺幣 100 萬元，乙遺贈丁 100 萬元。由甲書寫遺囑全文，記明年、月、日後，再由甲、乙共同簽名。甲、乙死亡後，該遺囑之效力為：|甲遺贈丙之部分無效；乙遺贈丁之部分有效|0
17|甲見乙登報協尋愛犬廣告：「尋獲本人遺失愛犬（如照片）者，給予新臺幣 2 萬元酬謝。」因正值假期，甲乃四處尋找，終在某流浪犬收容所找到該犬。甲對乙是否有報酬請求權？|甲完成廣告所定行為時，已取得報酬請求權|1
17|甲見乙登報協尋愛犬廣告：「尋獲本人遺失愛犬（如照片）者，給予新臺幣 2 萬元酬謝。」因正值假期，甲乃四處尋找，終在某流浪犬收容所找到該犬。甲對乙是否有報酬請求權？|甲無報酬請求權|0
17|甲見乙登報協尋愛犬廣告：「尋獲本人遺失愛犬（如照片）者，給予新臺幣 2 萬元酬謝。」因正值假期，甲乃四處尋找，終在某流浪犬收容所找到該犬。甲對乙是否有報酬請求權？|甲雖已完成廣告所定行為，仍須得乙之同意，方取得報酬請求權|0
17|甲見乙登報協尋愛犬廣告：「尋獲本人遺失愛犬（如照片）者，給予新臺幣 2 萬元酬謝。」因正值假期，甲乃四處尋找，終在某流浪犬收容所找到該犬。甲對乙是否有報酬請求權？|甲已完成廣告所定行為，尚須對乙為承諾之表示，方取得報酬請求權|0
18|甲因攝護腺肥大症，到乙綜合醫院掛號泌尿科就診，由乙僱用之丙主治醫師為甲開刀治療，丙於開刀前後對甲作兩次胸部 X 光攝影，乙所僱用之丁醫師從 X 光片中看出甲有肺癌初期病徵，遂於檢查報告上註記「建議側面照片進一步檢查」。丙為甲施行的攝護腺手術成效良好，惟丙未告知甲上開報告上之註記事項，其後甲久咳不癒至其他醫院檢查，發現罹患肺癌，已喪失最佳治療時機致難以治癒。下列敘述，何者錯誤？|系爭醫療契約存在於甲丙之間|1
18|甲因攝護腺肥大症，到乙綜合醫院掛號泌尿科就診，由乙僱用之丙主治醫師為甲開刀治療，丙於開刀前後對甲作兩次胸部 X 光攝影，乙所僱用之丁醫師從 X 光片中看出甲有肺癌初期病徵，遂於檢查報告上註記「建議側面照片進一步檢查」。丙為甲施行的攝護腺手術成效良好，惟丙未告知甲上開報告上之註記事項，其後甲久咳不癒至其他醫院檢查，發現罹患肺癌，已喪失最佳治療時機致難以治癒。下列敘述，何者錯誤？|施行攝護腺肥大之治療，乃系爭醫療契約之主給付義務|0
18|甲因攝護腺肥大症，到乙綜合醫院掛號泌尿科就診，由乙僱用之丙主治醫師為甲開刀治療，丙於開刀前後對甲作兩次胸部 X 光攝影，乙所僱用之丁醫師從 X 光片中看出甲有肺癌初期病徵，遂於檢查報告上註記「建議側面照片進一步檢查」。丙為甲施行的攝護腺手術成效良好，惟丙未告知甲上開報告上之註記事項，其後甲久咳不癒至其他醫院檢查，發現罹患肺癌，已喪失最佳治療時機致難以治癒。下列敘述，何者錯誤？|未告知甲關於 X 光檢查報告之結果及建議，乃違反附隨義務|0
18|甲因攝護腺肥大症，到乙綜合醫院掛號泌尿科就診，由乙僱用之丙主治醫師為甲開刀治療，丙於開刀前後對甲作兩次胸部 X 光攝影，乙所僱用之丁醫師從 X 光片中看出甲有肺癌初期病徵，遂於檢查報告上註記「建議側面照片進一步檢查」。丙為甲施行的攝護腺手術成效良好，惟丙未告知甲上開報告上之註記事項，其後甲久咳不癒至其他醫院檢查，發現罹患肺癌，已喪失最佳治療時機致難以治癒。下列敘述，何者錯誤？|甲不得訴請乙丁連帶負損害賠償責任|0
19|甲寄放 A 車於乙處，乙以自己名義，出售該 A 車給丙。乙交付前，甲取回該車，致乙無法交車於丙。下列敘述，何者正確？|乙之給付構成自始客觀不能，應負損害賠償責任|0
19|甲寄放 A 車於乙處，乙以自己名義，出售該 A 車給丙。乙交付前，甲取回該車，致乙無法交車於丙。下列敘述，何者正確？|乙之給付構成嗣後給付不能，應負損害賠償責任|0
19|甲寄放 A 車於乙處，乙以自己名義，出售該 A 車給丙。乙交付前，甲取回該車，致乙無法交車於丙。下列敘述，何者正確？|乙之給付構成自始主觀不能，應負損害賠償責任|1
19|甲寄放 A 車於乙處，乙以自己名義，出售該 A 車給丙。乙交付前，甲取回該車，致乙無法交車於丙。下列敘述，何者正確？|乙並無可歸責事由，無須負賠償之責|0
20|甲有一本書，丟棄於資源回收箱之行為，其性質為何？|法律行為|1
20|甲有一本書，丟棄於資源回收箱之行為，其性質為何？|準法律行為|0
20|甲有一本書，丟棄於資源回收箱之行為，其性質為何？|契約行為|0
20|甲有一本書，丟棄於資源回收箱之行為，其性質為何？|自然事件|0
21|依民法規定，法人之董事有數人者，除章程另有規定外，應如何執行法人事務？|各董事均有單獨執行權|0
21|依民法規定，法人之董事有數人者，除章程另有規定外，應如何執行法人事務？|取決於出席董事會董事過半數之同意|0
21|依民法規定，法人之董事有數人者，除章程另有規定外，應如何執行法人事務？|取決於全體董事之同意|0
21|依民法規定，法人之董事有數人者，除章程另有規定外，應如何執行法人事務？|取決於全體董事過半數之同意|1
22|甲為使自己所有不動產免於受其債權人乙進行強制執行，乃與友人丙共謀，以該不動產供丙設定抵押權。下列敘述，何者錯誤？|乙主張甲、丙間設定之抵押權為通謀而無效者，應負舉證責任|0
22|甲為使自己所有不動產免於受其債權人乙進行強制執行，乃與友人丙共謀，以該不動產供丙設定抵押權。下列敘述，何者錯誤？|甲、丙為通謀虛偽意思表示之當事人，不得主張抵押權設定無效|1
22|甲為使自己所有不動產免於受其債權人乙進行強制執行，乃與友人丙共謀，以該不動產供丙設定抵押權。下列敘述，何者錯誤？|此通謀虛偽設定抵押權之行為，不須再依民法第 244 條向法院聲請撤銷|0
22|甲為使自己所有不動產免於受其債權人乙進行強制執行，乃與友人丙共謀，以該不動產供丙設定抵押權。下列敘述，何者錯誤？|乙可依民法第 242 條行使代位權，向丙請求塗銷抵押權登記|0
23|有關夫妻成立收養關係時，下列敘述，何者正確？|夫單獨收養子女時，應得妻之同意|0
23|有關夫妻成立收養關係時，下列敘述，何者正確？|夫妻之一方得單獨收養他方之子女|1
23|有關夫妻成立收養關係時，下列敘述，何者正確？|夫妻之一方被收養時，他方應同時被收養|0
23|有關夫妻成立收養關係時，下列敘述，何者正確？|妻不能為意思表示時，夫得代理妻共同收養子女|0
24|甲依法立遺囑指定應繼分後，將該遺囑密封，並未交由他人保管。甲死亡後，繼承人中之一人乙發現該遺囑，於其他繼承人面前將該遺囑拆封，則：|未提示於親屬會議，甲之遺囑無效|0
24|甲依法立遺囑指定應繼分後，將該遺囑密封，並未交由他人保管。甲死亡後，繼承人中之一人乙發現該遺囑，於其他繼承人面前將該遺囑拆封，則：|未於法院公證處拆封，甲之遺囑無效|0
24|甲依法立遺囑指定應繼分後，將該遺囑密封，並未交由他人保管。甲死亡後，繼承人中之一人乙發現該遺囑，於其他繼承人面前將該遺囑拆封，則：|未提示於親屬會議，甲之遺囑為有效|1
24|甲依法立遺囑指定應繼分後，將該遺囑密封，並未交由他人保管。甲死亡後，繼承人中之一人乙發現該遺囑，於其他繼承人面前將該遺囑拆封，則：|乙未將遺囑提示親屬會議，乙喪失繼承權|0
25|甲男乙女為夫妻，乙與甲之叔父丙通姦被甲發現，甲訴請判決離婚後，乙與丙結婚。一年後乙生一子丁，甲與丁之間的親屬關係為：|一親等直系姻親|0
25|甲男乙女為夫妻，乙與甲之叔父丙通姦被甲發現，甲訴請判決離婚後，乙與丙結婚。一年後乙生一子丁，甲與丁之間的親屬關係為：|四親等旁系血親|1
25|甲男乙女為夫妻，乙與甲之叔父丙通姦被甲發現，甲訴請判決離婚後，乙與丙結婚。一年後乙生一子丁，甲與丁之間的親屬關係為：|三親等旁系血親|0
25|甲男乙女為夫妻，乙與甲之叔父丙通姦被甲發現，甲訴請判決離婚後，乙與丙結婚。一年後乙生一子丁，甲與丁之間的親屬關係為：|無親屬關係|0
26|有關夫妻之住所，依現行民法之規定，下列敘述，何者正確？|妻以夫之住所為住所|0
26|有關夫妻之住所，依現行民法之規定，下列敘述，何者正確？|住所地非唯一履行同居義務之處所|1
26|有關夫妻之住所，依現行民法之規定，下列敘述，何者正確？|夫妻住所以抽籤決定|0
26|有關夫妻之住所，依現行民法之規定，下列敘述，何者正確？|夫妻得約定分別住所|0
27|依民法規定，下列何者，可能發生代位繼承之情形？|被繼承人之養子於繼承開始前死亡，該養子之子女均已成年|1
27|依民法規定，下列何者，可能發生代位繼承之情形？|被繼承人之女於被繼承人生前浪費財產情節重大，經被繼承人表示不得繼承|0
27|依民法規定，下列何者，可能發生代位繼承之情形？|繼承人之配偶於繼承開始前死亡，該配偶因此陷入生活困難且無謀生能力|0
27|依民法規定，下列何者，可能發生代位繼承之情形？|被繼承人與長子同行遇難，前者死亡後數分鐘，後者隨即死亡，該長子留下幼女無人扶養|0
28|甲將 A 地設定普通地上權於乙，供乙在其上興建 B 屋，乙將 B 屋設定抵押權於丙以為融資擔保。下列敘述，何者錯誤？| A 地須非耕地|0
28|甲將 A 地設定普通地上權於乙，供乙在其上興建 B 屋，乙將 B 屋設定抵押權於丙以為融資擔保。下列敘述，何者錯誤？|乙將 B 屋設定抵押權於丙，無庸經甲之同意|0
28|甲將 A 地設定普通地上權於乙，供乙在其上興建 B 屋，乙將 B 屋設定抵押權於丙以為融資擔保。下列敘述，何者錯誤？| B 屋之抵押權效力及於 A 地之地上權|1
28|甲將 A 地設定普通地上權於乙，供乙在其上興建 B 屋，乙將 B 屋設定抵押權於丙以為融資擔保。下列敘述，何者錯誤？|乙積欠地租達 2 年之總額者，甲向乙催告支付地租時，並應同時將催告之事實通知丙|0
29|甲遺失金戒指，被大學生乙拾得，乙賣給善意的同學丙。下列敘述，何者正確？|該金戒指所有權仍為甲所有|0
29|甲遺失金戒指，被大學生乙拾得，乙賣給善意的同學丙。下列敘述，何者正確？|甲可以於 2 年內向丙請求回復該金戒指|1
29|甲遺失金戒指，被大學生乙拾得，乙賣給善意的同學丙。下列敘述，何者正確？|若丙返還金戒指於甲，得向甲請求償還其支出之價金|0
29|甲遺失金戒指，被大學生乙拾得，乙賣給善意的同學丙。下列敘述，何者正確？|丙如果有重大過失，仍然可以取得該金戒指所有權|0
30|甲為成年人，因精神障礙而受監護之宣告，某日甲精神清醒回復本心而有識別能力，向乙購買六法全書一本，惟因過失打破乙之玻璃窗，下列敘述，何者正確？|甲與乙之六法全書買賣契約無效，關於打破乙之玻璃窗不成立侵權行為|0
30|甲為成年人，因精神障礙而受監護之宣告，某日甲精神清醒回復本心而有識別能力，向乙購買六法全書一本，惟因過失打破乙之玻璃窗，下列敘述，何者正確？|甲與乙之六法全書買賣契約有效，關於打破乙之玻璃窗成立侵權行為|0
30|甲為成年人，因精神障礙而受監護之宣告，某日甲精神清醒回復本心而有識別能力，向乙購買六法全書一本，惟因過失打破乙之玻璃窗，下列敘述，何者正確？|甲與乙之六法全書買賣契約無效，關於打破乙之玻璃窗成立侵權行為|1
30|甲為成年人，因精神障礙而受監護之宣告，某日甲精神清醒回復本心而有識別能力，向乙購買六法全書一本，惟因過失打破乙之玻璃窗，下列敘述，何者正確？|甲與乙之六法全書買賣契約效力未定，關於打破乙之玻璃窗不成立侵權行為|0
31|甲為擔保乙的債權，將其房屋設定普通抵押權於乙，下列敘述，何者正確？|普通抵押權所擔保的原債權無須登記，即受抵押權之擔保|0
31|甲為擔保乙的債權，將其房屋設定普通抵押權於乙，下列敘述，何者正確？|實行抵押權之費用無須登記，即受抵押權之擔保|1
31|甲為擔保乙的債權，將其房屋設定普通抵押權於乙，下列敘述，何者正確？|違約金無須登記，即受抵押權之擔保|0
31|甲為擔保乙的債權，將其房屋設定普通抵押權於乙，下列敘述，何者正確？|得優先受償之遲延利息，以於抵押權人實行抵押權聲請強制執行後發生者為限|0
32|甲出售 A 屋給乙，價金新臺幣 500 萬元，乙因而拒絕丙以價金 480 萬元出售 B 屋的要約。雙方訂立契約後，乙將 A 屋轉售給丁，價金 530 萬元。其後發現 A 屋在甲與乙訂約前即已滅失。乙得向甲請求下列何種損害賠償？| A 屋轉售的利益 30 萬元|0
32|甲出售 A 屋給乙，價金新臺幣 500 萬元，乙因而拒絕丙以價金 480 萬元出售 B 屋的要約。雙方訂立契約後，乙將 A 屋轉售給丁，價金 530 萬元。其後發現 A 屋在甲與乙訂約前即已滅失。乙得向甲請求下列何種損害賠償？| A 屋事後漲價的利益 40 萬元|0
32|甲出售 A 屋給乙，價金新臺幣 500 萬元，乙因而拒絕丙以價金 480 萬元出售 B 屋的要約。雙方訂立契約後，乙將 A 屋轉售給丁，價金 530 萬元。其後發現 A 屋在甲與乙訂約前即已滅失。乙得向甲請求下列何種損害賠償？|乙喪失與丙締約的損失 20 萬元|1
