Sequence|Question|Options|Answer
13|A 電腦股份有限公司為一專業筆記型電腦製造及行銷商，為落實客戶導向，避免代工與自有品牌業務衝突，遂於 2 年前由 A 公司出資新臺幣（下同）70 萬元整，A 公司大股東甲出資 30 萬元整，共同設立 B 有限公司，並將代工部門移至 B 公司經營。為因應景氣變遷，A 公司近期擬使 B 公司與同業代工廠商 C 股份有限公司合併，以強化整體市場競爭力。下列敘述何者正確？|B 公司就本案為合併之決議後，應即向各債權人分別通知及公告，並指定 30 日以上期限，聲明債權人得於期限內提出異議|1
13|A 電腦股份有限公司為一專業筆記型電腦製造及行銷商，為落實客戶導向，避免代工與自有品牌業務衝突，遂於 2 年前由 A 公司出資新臺幣（下同）70 萬元整，A 公司大股東甲出資 30 萬元整，共同設立 B 有限公司，並將代工部門移至 B 公司經營。為因應景氣變遷，A 公司近期擬使 B 公司與同業代工廠商 C 股份有限公司合併，以強化整體市場競爭力。下列敘述何者正確？|A 公司之股東乙不認同本合併案，可行使股份收買請求權，請求 A 公司以公平價格買回乙之持股|0
14|A 股份有限公司（以下本題之公司組織類型均同）持有 B 公司已發行有表決權（以下均同）股份總數達 90%、持有 C 公司 50%股份，對 D 公司掌控人事任免權；A 公司之董事有 9 席，E 公司之董事為 5 席，惟 E 公司之董事長、副董事長及 2 名董事，與 A 公司之 4 名董事，均由相同之 4 人分別擔任。A 公司持有 F 公司 39%股份；B 公司持有 F 公司 10%股份，B 公司並將其所持有之 F 公司股份全數交付信託，但未放棄對股權之管理、指揮及控制等權利；C、D 及 E 公司則均分別持有 F 公司5%股份。請問依公司法，何公司為 A 公司之從屬公司？|BCD|0
14|A 股份有限公司（以下本題之公司組織類型均同）持有 B 公司已發行有表決權（以下均同）股份總數達 90%、持有 C 公司 50%股份，對 D 公司掌控人事任免權；A 公司之董事有 9 席，E 公司之董事為 5 席，惟 E 公司之董事長、副董事長及 2 名董事，與 A 公司之 4 名董事，均由相同之 4 人分別擔任。A 公司持有 F 公司 39%股份；B 公司持有 F 公司 10%股份，B 公司並將其所持有之 F 公司股份全數交付信託，但未放棄對股權之管理、指揮及控制等權利；C、D 及 E 公司則均分別持有 F 公司5%股份。請問依公司法，何公司為 A 公司之從屬公司？|BCE|0
14|A 股份有限公司（以下本題之公司組織類型均同）持有 B 公司已發行有表決權（以下均同）股份總數達 90%、持有 C 公司 50%股份，對 D 公司掌控人事任免權；A 公司之董事有 9 席，E 公司之董事為 5 席，惟 E 公司之董事長、副董事長及 2 名董事，與 A 公司之 4 名董事，均由相同之 4 人分別擔任。A 公司持有 F 公司 39%股份；B 公司持有 F 公司 10%股份，B 公司並將其所持有之 F 公司股份全數交付信託，但未放棄對股權之管理、指揮及控制等權利；C、D 及 E 公司則均分別持有 F 公司5%股份。請問依公司法，何公司為 A 公司之從屬公司？|BDF|1
14|A 股份有限公司（以下本題之公司組織類型均同）持有 B 公司已發行有表決權（以下均同）股份總數達 90%、持有 C 公司 50%股份，對 D 公司掌控人事任免權；A 公司之董事有 9 席，E 公司之董事為 5 席，惟 E 公司之董事長、副董事長及 2 名董事，與 A 公司之 4 名董事，均由相同之 4 人分別擔任。A 公司持有 F 公司 39%股份；B 公司持有 F 公司 10%股份，B 公司並將其所持有之 F 公司股份全數交付信託，但未放棄對股權之管理、指揮及控制等權利；C、D 及 E 公司則均分別持有 F 公司5%股份。請問依公司法，何公司為 A 公司之從屬公司？|BEF|0
15|承上題，設 B、C、D、E 及 F 公司均分別持有 A 公司有表決權之股份總數 5%，於 A 公司召集股東會時，何公司所持有之股份，依公司法之規定無表決權？|BC|0
15|承上題，設 B、C、D、E 及 F 公司均分別持有 A 公司有表決權之股份總數 5%，於 A 公司召集股東會時，何公司所持有之股份，依公司法之規定無表決權？|BD|0
15|承上題，設 B、C、D、E 及 F 公司均分別持有 A 公司有表決權之股份總數 5%，於 A 公司召集股東會時，何公司所持有之股份，依公司法之規定無表決權？|BE|0
15|承上題，設 B、C、D、E 及 F 公司均分別持有 A 公司有表決權之股份總數 5%，於 A 公司召集股東會時，何公司所持有之股份，依公司法之規定無表決權？|BF|1 
16|甲以其妻乙為被保險人，經乙同意後，與保險人訂立死亡保險契約。下列敘述何者為正確？|甲乙離婚後，契約即行終止|0
16|甲以其妻乙為被保險人，經乙同意後，與保險人訂立死亡保險契約。下列敘述何者為正確？|甲乙離婚後，契約自始無效|0
16|甲以其妻乙為被保險人，經乙同意後，與保險人訂立死亡保險契約。下列敘述何者為正確？|甲乙不論有無離婚，乙均得隨時撤銷該契約|0
16|甲以其妻乙為被保險人，經乙同意後，與保險人訂立死亡保險契約。下列敘述何者為正確？|甲乙不論有無離婚，乙均得隨時撤銷該同意|1
17|危險增加非因要保人或被保險人之行為所致者，要保人如未通知保險人，保險人得為何者之主張？|得主張違反通知義務而行使解除權|0
17|危險增加非因要保人或被保險人之行為所致者，要保人如未通知保險人，保險人得為何者之主張？|得請求損害賠償|1
17|危險增加非因要保人或被保險人之行為所致者，要保人如未通知保險人，保險人得為何者之主張？|得主張契約無效|0
17|危險增加非因要保人或被保險人之行為所致者，要保人如未通知保險人，保險人得為何者之主張？|得終止契約|0
18|乙任職丙銀行，甲為其職務保證人，丙與丁保險公司訂立員工誠實保證保險。乙侵占公款，丁對丙全額理賠後，可否訴請甲賠償？|不可，因甲丁之間無任何法律關係|0
18|乙任職丙銀行，甲為其職務保證人，丙與丁保險公司訂立員工誠實保證保險。乙侵占公款，丁對丙全額理賠後，可否訴請甲賠償？|不可，因丁之保險代位僅限因侵權行為所生之損害賠償請求權|0
18|乙任職丙銀行，甲為其職務保證人，丙與丁保險公司訂立員工誠實保證保險。乙侵占公款，丁對丙全額理賠後，可否訴請甲賠償？|可，只要是丙原得行使之損害賠償請求權，丁均得代位行使之|1
18|乙任職丙銀行，甲為其職務保證人，丙與丁保險公司訂立員工誠實保證保險。乙侵占公款，丁對丙全額理賠後，可否訴請甲賠償？|可，甲之保證範圍本來就涵蓋保險人丁|0
19|依據保險法之規定，下列敘述何者錯誤？|保險標的，得由要保人，依主管機關核定之費率及條款，作定值或不定值約定之要保|0
19|依據保險法之規定，下列敘述何者錯誤？|保險標的，以約定價值為保險金額者，發生全部損失或部分損失時，應按保險事故發生時之實際價值為標準計算賠償|1
19|依據保險法之規定，下列敘述何者錯誤？|保險人應於承保前，查明保險標的物之市價，不得超額承保|0
19|依據保險法之規定，下列敘述何者錯誤？|保險標的物不能以市價估計者，得由當事人約定其價值作為保險價額|0
20|關於責任保險，依照保險法之規定，下列敘述何者為錯誤？|被保險人因受第三人之請求而為抗辯，所支出之必要費用，一律應按保險金額與應賠償金額之比例，由保險人與被保險人負擔之|1
20|關於責任保險，依照保險法之規定，下列敘述何者為錯誤？|被保險人除契約另有訂定外，得請求保險人墊給進行抗辯所需之必要費用|0
20|關於責任保險，依照保險法之規定，下列敘述何者為錯誤？|保險人得經被保險人通知，直接對第三人為賠償金額之給付|0
20|關於責任保險，依照保險法之規定，下列敘述何者為錯誤？|由被保險人應負責任事故所致之損失，第三人未受賠償以前，保險人不得以賠償金額之全部或一部給付被保險人|0
21|關於住宅綜合保險（標的含動產、不動產、屋主責任等），下列何者所致之危險增加，被保險人應先通知保險人？|被保險人將住宅用途改為民宿|1
21|關於住宅綜合保險（標的含動產、不動產、屋主責任等），下列何者所致之危險增加，被保險人應先通知保險人？|該住宅附近進行捷運新建工程|0
21|關於住宅綜合保險（標的含動產、不動產、屋主責任等），下列何者所致之危險增加，被保險人應先通知保險人？|被保險人協助慈善團體，供游民暫宿|0
21|關於住宅綜合保險（標的含動產、不動產、屋主責任等），下列何者所致之危險增加，被保險人應先通知保險人？|該住宅附近臨時停放吊車|0
22|人壽保險要保人終止保險契約，而保險費已付足 1 年以上者，保險人應於接到通知後 1 個月內償付解約金；其金額不得少於保單價值準備金之：|二分之一|0
22|人壽保險要保人終止保險契約，而保險費已付足 1 年以上者，保險人應於接到通知後 1 個月內償付解約金；其金額不得少於保單價值準備金之：|三分之二|0
22|人壽保險要保人終止保險契約，而保險費已付足 1 年以上者，保險人應於接到通知後 1 個月內償付解約金；其金額不得少於保單價值準備金之：|四分之三|1
22|人壽保險要保人終止保險契約，而保險費已付足 1 年以上者，保險人應於接到通知後 1 個月內償付解約金；其金額不得少於保單價值準備金之：|五分之四|0
23|依保險法規定，下列敘述何者錯誤？|人壽保險契約，得由本人或第三人訂立之|0
23|依保險法規定，下列敘述何者錯誤？|由第三人訂立之死亡保險契約，未經被保險人書面同意，並約定保險金額，其契約無效|0
23|依保險法規定，下列敘述何者錯誤？|對於由第三人訂立之死亡保險契約所為之書面同意，被保險人得隨時撤銷之。其撤銷之方式應以書面通知保險人及要保人|0
23|依保險法規定，下列敘述何者錯誤？|對於由第三人訂立之死亡保險契約所為之書面同意，經被保險人撤銷者，視為被保險人終止保險契約|1
24|關於財產保險業與人身保險業得經營業務之範圍，下列敘述何者錯誤？|人身保險業不得兼營財產保險|0
24|關於財產保險業與人身保險業得經營業務之範圍，下列敘述何者錯誤？|財產保險業經營財產保險|0
24|關於財產保險業與人身保險業得經營業務之範圍，下列敘述何者錯誤？|財產保險業經主管機關核准，得經營傷害保險|0
24|關於財產保險業與人身保險業得經營業務之範圍，下列敘述何者錯誤？|財產保險業經主管機關核准，得經營年金保險|1
25|保險人因可歸責於自己之事由，未在保險法規定之期限內為給付者，應給付之遲延利息如何計算？|年利一釐|0
25|保險人因可歸責於自己之事由，未在保險法規定之期限內為給付者，應給付之遲延利息如何計算？|年利五釐|0
25|保險人因可歸責於自己之事由，未在保險法規定之期限內為給付者，應給付之遲延利息如何計算？|年利一分|1
25|保險人因可歸責於自己之事由，未在保險法規定之期限內為給付者，應給付之遲延利息如何計算？|年利二分|0
26|甲向乙購買電視乃簽發新臺幣 10 萬元之無記名本票一紙交付乙，乙交付甲之電視有瑕疵，如乙將本票背書轉讓不知情之丙，以清償對丙之欠款 10 萬元，丙將本票背書轉讓知情之丁，丁於到期日對甲請求支付票款，甲對丁有無抗辯事由？下列敘述何者正確？|甲對丁有抗辯事由，因丁係屬票據法第 13 條但書之惡意執票人|0
26|甲向乙購買電視乃簽發新臺幣 10 萬元之無記名本票一紙交付乙，乙交付甲之電視有瑕疵，如乙將本票背書轉讓不知情之丙，以清償對丙之欠款 10 萬元，丙將本票背書轉讓知情之丁，丁於到期日對甲請求支付票款，甲對丁有無抗辯事由？下列敘述何者正確？|甲對丁有抗辯事由，因丁係屬票據法第 14 條第 1 項之惡意執票人|0
26|甲向乙購買電視乃簽發新臺幣 10 萬元之無記名本票一紙交付乙，乙交付甲之電視有瑕疵，如乙將本票背書轉讓不知情之丙，以清償對丙之欠款 10 萬元，丙將本票背書轉讓知情之丁，丁於到期日對甲請求支付票款，甲對丁有無抗辯事由？下列敘述何者正確？|甲對丁無抗辯事由，因丙係善意取得|0
26|甲向乙購買電視乃簽發新臺幣 10 萬元之無記名本票一紙交付乙，乙交付甲之電視有瑕疵，如乙將本票背書轉讓不知情之丙，以清償對丙之欠款 10 萬元，丙將本票背書轉讓知情之丁，丁於到期日對甲請求支付票款，甲對丁有無抗辯事由？下列敘述何者正確？|甲對丁無抗辯事由，因丙之權利無瑕疵|1
27|甲簽發一張本票與乙，面額新臺幣 50 萬元，經乙背書轉讓與丙，丙再背書轉讓與丁，丁又背書轉讓與戊，戊於票上所載之到期日提示不獲付款。請問下列何者為正確？|戊可以對甲自發票日起算 3 年內起訴|0
27|甲簽發一張本票與乙，面額新臺幣 50 萬元，經乙背書轉讓與丙，丙再背書轉讓與丁，丁又背書轉讓與戊，戊於票上所載之到期日提示不獲付款。請問下列何者為正確？|戊可以對乙、丙、丁等背書人自拒絕付款之日起算 1 年內起訴|0
27|甲簽發一張本票與乙，面額新臺幣 50 萬元，經乙背書轉讓與丙，丙再背書轉讓與丁，丁又背書轉讓與戊，戊於票上所載之到期日提示不獲付款。請問下列何者為正確？|戊可以對甲自到期日起算 3 年內起訴|1
27|甲簽發一張本票與乙，面額新臺幣 50 萬元，經乙背書轉讓與丙，丙再背書轉讓與丁，丁又背書轉讓與戊，戊於票上所載之到期日提示不獲付款。請問下列何者為正確？|戊可以對乙、丙、丁等背書人自到期日起算 1 年內起訴|0
28|甲積欠乙新臺幣 50 萬元之債務，擬以票據償還，並簽發 1 張以自己為發票人及付款人之票據，但是並未標明票據之種類，請問此張字據為下列何種之性質？|本票|0
28|甲積欠乙新臺幣 50 萬元之債務，擬以票據償還，並簽發 1 張以自己為發票人及付款人之票據，但是並未標明票據之種類，請問此張字據為下列何種之性質？|匯票|0
28|甲積欠乙新臺幣 50 萬元之債務，擬以票據償還，並簽發 1 張以自己為發票人及付款人之票據，但是並未標明票據之種類，請問此張字據為下列何種之性質？|支票|0
28|甲積欠乙新臺幣 50 萬元之債務，擬以票據償還，並簽發 1 張以自己為發票人及付款人之票據，但是並未標明票據之種類，請問此張字據為下列何種之性質？|負債之證明文件|1
29|在匯票上，下列何項之記載，將導致票據無效？|發票人記載免除擔保承兌之責任|0
29|在匯票上，下列何項之記載，將導致票據無效？|發票人記載免除擔保付款之責任|0
29|在匯票上，下列何項之記載，將導致票據無效？|發票人同時記載票據金額為新臺幣 30 萬元或 30 萬 1 千元整|1
29|在匯票上，下列何項之記載，將導致票據無效？|發票人記載受款人為甲或其指定之人|0
30|甲簽發無記名本票一紙予乙，為確保票據債權，乙要求甲之配偶丙擔任保證人，丙遂於票據正面發票日旁空白處簽名。請問依據我國票據法規定，下列敘述何者正確？|僅丙應負票據上責任|0
30|甲簽發無記名本票一紙予乙，為確保票據債權，乙要求甲之配偶丙擔任保證人，丙遂於票據正面發票日旁空白處簽名。請問依據我國票據法規定，下列敘述何者正確？|丙所為保證不生票據法上之效力|1
30|甲簽發無記名本票一紙予乙，為確保票據債權，乙要求甲之配偶丙擔任保證人，丙遂於票據正面發票日旁空白處簽名。請問依據我國票據法規定，下列敘述何者正確？|丙與甲應連帶負責|0
30|甲簽發無記名本票一紙予乙，為確保票據債權，乙要求甲之配偶丙擔任保證人，丙遂於票據正面發票日旁空白處簽名。請問依據我國票據法規定，下列敘述何者正確？|丙於該票據無效時，仍應負保證人責任|0
31|甲簽發一張支票予乙，並由付款人保付，後因乙遺失該保付支票，請問下列何者為正確？|乙得為止付之通知，並得為公示催告及除權判決之聲請|0
31|甲簽發一張支票予乙，並由付款人保付，後因乙遺失該保付支票，請問下列何者為正確？|乙不得為公示催告及除權判決之聲請，但得為止付之通知|0
31|甲簽發一張支票予乙，並由付款人保付，後因乙遺失該保付支票，請問下列何者為正確？|乙不得為止付之通知，但得為公示催告及除權判決之聲請|1
31|甲簽發一張支票予乙，並由付款人保付，後因乙遺失該保付支票，請問下列何者為正確？|乙不得為止付之通知，亦不得為公示催告及除權判決之聲請|0
32|甲簽發面額新臺幣 10 萬元之本票 1 張交付受款人乙，發票日為 98 年 7 月 1 日，到期日為 98 年 10 月1 日，X 為擔當付款人。乙背書交付丙，丙背書交付丁，丁於 98 年 10 月 3 日向發票人甲提示請求支付票款遭甲拒絕，丁遂於 98 年 10 月 5 日向擔當付款人 X 提示請求付款，被拒絕後於翌日作成拒絕付款證書並對甲、乙追索。試問甲、乙對丁有無抗辯事由？|甲、乙對丁均無抗辯事由|0
32|甲簽發面額新臺幣 10 萬元之本票 1 張交付受款人乙，發票日為 98 年 7 月 1 日，到期日為 98 年 10 月1 日，X 為擔當付款人。乙背書交付丙，丙背書交付丁，丁於 98 年 10 月 3 日向發票人甲提示請求支付票款遭甲拒絕，丁遂於 98 年 10 月 5 日向擔當付款人 X 提示請求付款，被拒絕後於翌日作成拒絕付款證書並對甲、乙追索。試問甲、乙對丁有無抗辯事由？|甲、乙對丁均有抗辯事由|0
