Sequence|Question|Options|Answer
14|刑法第 154 條第 1 項規定，「參與以犯罪為宗旨之結社者，處三年以下有期徒刑、拘役或五百元以下罰金。首謀者，處一年以上七年以下有期徒刑。」下列描述，何者正確？|本罪處罰行為犯，但限於行為人有直接故意始能成立，如果行為人不明知該結社是以犯罪為宗旨，可以主張欠缺直接故意而不該當本罪之構成要件|0
15|甲違反公職人員選舉罷免法經判處有期徒刑 3 月，緩刑 3 年，褫奪公權 2 年。下列敘述，何者錯誤？|甲之有期徒刑 3 月宣告緩刑，有期徒刑可以暫緩執行，但褫奪公權應自判決確定日起執行|0
15|甲違反公職人員選舉罷免法經判處有期徒刑 3 月，緩刑 3 年，褫奪公權 2 年。下列敘述，何者錯誤？|甲於褫奪公權期間不得擔任公務員|0
15|甲違反公職人員選舉罷免法經判處有期徒刑 3 月，緩刑 3 年，褫奪公權 2 年。下列敘述，何者錯誤？|甲於褫奪公權期間不得為公職候選人|0
15|甲違反公職人員選舉罷免法經判處有期徒刑 3 月，緩刑 3 年，褫奪公權 2 年。下列敘述，何者錯誤？|甲於褫奪公權期間無選舉投票權|1
16|甲受乙之委託代為保管某名畫，甲擅自將之變賣並私吞賣得之款項。問依實務見解甲應負何刑責？|背信罪|0
16|甲受乙之委託代為保管某名畫，甲擅自將之變賣並私吞賣得之款項。問依實務見解甲應負何刑責？|侵占罪|1
16|甲受乙之委託代為保管某名畫，甲擅自將之變賣並私吞賣得之款項。問依實務見解甲應負何刑責？|詐欺取財罪|0
16|甲受乙之委託代為保管某名畫，甲擅自將之變賣並私吞賣得之款項。問依實務見解甲應負何刑責？|竊盜罪|0
17|依刑法第 55 條的規定，想像競合犯應從一重處斷。下列有關「從一重處斷」之敘述，何者錯誤？|比較罪刑之輕重，以宣告刑為標準|1
17|依刑法第 55 條的規定，想像競合犯應從一重處斷。下列有關「從一重處斷」之敘述，何者錯誤？|數罪名中有刑法總則上加減之原因者，係屬科刑範圍，於法定刑之輕重不生影響|0
17|依刑法第 55 條的規定，想像競合犯應從一重處斷。下列有關「從一重處斷」之敘述，何者錯誤？|同種之刑，以最高度刑較長或較多者為重|0
17|依刑法第 55 條的規定，想像競合犯應從一重處斷。下列有關「從一重處斷」之敘述，何者錯誤？|同種之刑，最高度相等者，以最低度之較長或較多者為重|0
18|甲沈迷於道術，對於符咒的效力深信不疑。因與 A 素有嫌隙，欲以符咒殺害 A，乃自書五張奪命符寄給 A，忖思此舉足以使 A 死於非命。A 收到符咒後，心中相當不安，深怕為符咒所害，但並未發生任何不測。關於甲寄符咒殺 A 之行為，下列敘述，何者正確？|甲深信符咒得以殺人，因主觀上有殺人意思，雖無危險，但有發生結果之可能，屬於殺人罪之不能犯|0
18|甲沈迷於道術，對於符咒的效力深信不疑。因與 A 素有嫌隙，欲以符咒殺害 A，乃自書五張奪命符寄給 A，忖思此舉足以使 A 死於非命。A 收到符咒後，心中相當不安，深怕為符咒所害，但並未發生任何不測。關於甲寄符咒殺 A 之行為，下列敘述，何者正確？|甲主觀上有殺人之意思，且已為著手行為，只是結果不發生，仍屬未遂，屬於殺人罪之未遂犯|0
18|甲沈迷於道術，對於符咒的效力深信不疑。因與 A 素有嫌隙，欲以符咒殺害 A，乃自書五張奪命符寄給 A，忖思此舉足以使 A 死於非命。A 收到符咒後，心中相當不安，深怕為符咒所害，但並未發生任何不測。關於甲寄符咒殺 A 之行為，下列敘述，何者正確？|甲認為符咒能奪命，雖有害人之意，但其乃屬於迷信犯，並不成立殺人罪|1
18|甲沈迷於道術，對於符咒的效力深信不疑。因與 A 素有嫌隙，欲以符咒殺害 A，乃自書五張奪命符寄給 A，忖思此舉足以使 A 死於非命。A 收到符咒後，心中相當不安，深怕為符咒所害，但並未發生任何不測。關於甲寄符咒殺 A 之行為，下列敘述，何者正確？|甲深信符咒能害人之效力，事實是否果真發生，乃屬偶然的因素，結果雖未發生，仍應成立殺人罪未遂|0
19|承上題，甲寄符咒殺 A 之行為，在刑法的整體判斷上，下列敘述，何者正確？|甲之行為，應成立殺人罪之未遂犯，並應成立恐嚇罪，為一行為觸犯數罪名|0
19|承上題，甲寄符咒殺 A 之行為，在刑法的整體判斷上，下列敘述，何者正確？|甲之行為，並不成立殺人罪之未遂犯，亦無由成立恐嚇罪|0
19|承上題，甲寄符咒殺 A 之行為，在刑法的整體判斷上，下列敘述，何者正確？|甲之行為，應成立殺人罪之未遂犯，但不再成立恐嚇罪，因殺人罪已吸收恐嚇罪|0
19|承上題，甲寄符咒殺 A 之行為，在刑法的整體判斷上，下列敘述，何者正確？|甲之行為，並不成立殺人罪之未遂犯，但成立恐嚇罪，因符咒仍有使 A 心生畏怖之效應|1
20|甲於 2 月 1 日酒後騎機車遭警取締，檢察官以不能安全駕駛罪起訴，甲於 4 月 1 日又因相同原因，遭檢察官再次以不能安全駕駛罪起訴。8 月 1 日法院合併審理該二罪後，宣告前罪有期徒刑 3 月，後罪有期徒刑 5 月，該二宣告刑法院不得為下列何種判決？|定應執行刑 7 月|0
20|甲於 2 月 1 日酒後騎機車遭警取締，檢察官以不能安全駕駛罪起訴，甲於 4 月 1 日又因相同原因，遭檢察官再次以不能安全駕駛罪起訴。8 月 1 日法院合併審理該二罪後，宣告前罪有期徒刑 3 月，後罪有期徒刑 5 月，該二宣告刑法院不得為下列何種判決？|定應執行刑 7 月，並定易科罰金之標準|0
20|甲於 2 月 1 日酒後騎機車遭警取締，檢察官以不能安全駕駛罪起訴，甲於 4 月 1 日又因相同原因，遭檢察官再次以不能安全駕駛罪起訴。8 月 1 日法院合併審理該二罪後，宣告前罪有期徒刑 3 月，後罪有期徒刑 5 月，該二宣告刑法院不得為下列何種判決？|定應執行刑 7 月，復定易服社會勞動之標準|1
20|甲於 2 月 1 日酒後騎機車遭警取締，檢察官以不能安全駕駛罪起訴，甲於 4 月 1 日又因相同原因，遭檢察官再次以不能安全駕駛罪起訴。8 月 1 日法院合併審理該二罪後，宣告前罪有期徒刑 3 月，後罪有期徒刑 5 月，該二宣告刑法院不得為下列何種判決？|定應執行刑 7 月，復宣告緩刑|0
21|甲為 A 產物保險公司之營業人員，於離職後未經同意，輸入在 A 公司仍任職同事 B 的電腦帳號及密碼，登入 A 公司電腦服務系統，查詢並列印其原招募保戶 C 之汽車保險資料，再打電話詢問 C 是否要轉至 D 保險公司投保。下列敘述，何者正確？|因 C 為甲的客戶，取得其資料並無洩密的問題|0
21|甲為 A 產物保險公司之營業人員，於離職後未經同意，輸入在 A 公司仍任職同事 B 的電腦帳號及密碼，登入 A 公司電腦服務系統，查詢並列印其原招募保戶 C 之汽車保險資料，再打電話詢問 C 是否要轉至 D 保險公司投保。下列敘述，何者正確？|因甲已非 A 公司的營業人員，不得查閱客戶個人資料，成立刑法第 317 條洩漏工商秘密罪|0
21|甲為 A 產物保險公司之營業人員，於離職後未經同意，輸入在 A 公司仍任職同事 B 的電腦帳號及密碼，登入 A 公司電腦服務系統，查詢並列印其原招募保戶 C 之汽車保險資料，再打電話詢問 C 是否要轉至 D 保險公司投保。下列敘述，何者正確？|甲成立刑法第 358 條無故侵入他人電腦罪及第 359 條無故取得他人電磁紀錄罪|1
21|甲為 A 產物保險公司之營業人員，於離職後未經同意，輸入在 A 公司仍任職同事 B 的電腦帳號及密碼，登入 A 公司電腦服務系統，查詢並列印其原招募保戶 C 之汽車保險資料，再打電話詢問 C 是否要轉至 D 保險公司投保。下列敘述，何者正確？|因 C 為甲的客戶，非無故取得其資料，故甲只成立刑法第 358 條無故侵入他人電腦罪|0
22|甲深夜騎乘重型機車載 A 外出遊玩，行經某路段時不慎撞及路旁之行道樹，造成 A 倒地後骨折及頭部外傷，而昏迷不省人事。甲因心裡害怕，僅將 A 移置路旁堤防上，隨即騎車逕自離開現場。A 經路人發現而送醫急救不治。醫師判斷當時縱然立即將 A 送醫治療，亦難以避免最終死亡之結果。試問：依實務見解甲成立何罪？|不成立肇事逃逸罪，但成立有義務遺棄致死罪|0
22|甲深夜騎乘重型機車載 A 外出遊玩，行經某路段時不慎撞及路旁之行道樹，造成 A 倒地後骨折及頭部外傷，而昏迷不省人事。甲因心裡害怕，僅將 A 移置路旁堤防上，隨即騎車逕自離開現場。A 經路人發現而送醫急救不治。醫師判斷當時縱然立即將 A 送醫治療，亦難以避免最終死亡之結果。試問：依實務見解甲成立何罪？|成立肇事逃逸罪與有義務遺棄致死罪，數罪併罰|0
22|甲深夜騎乘重型機車載 A 外出遊玩，行經某路段時不慎撞及路旁之行道樹，造成 A 倒地後骨折及頭部外傷，而昏迷不省人事。甲因心裡害怕，僅將 A 移置路旁堤防上，隨即騎車逕自離開現場。A 經路人發現而送醫急救不治。醫師判斷當時縱然立即將 A 送醫治療，亦難以避免最終死亡之結果。試問：依實務見解甲成立何罪？|不成立肇事逃逸罪，但成立過失致人於死罪|0
22|甲深夜騎乘重型機車載 A 外出遊玩，行經某路段時不慎撞及路旁之行道樹，造成 A 倒地後骨折及頭部外傷，而昏迷不省人事。甲因心裡害怕，僅將 A 移置路旁堤防上，隨即騎車逕自離開現場。A 經路人發現而送醫急救不治。醫師判斷當時縱然立即將 A 送醫治療，亦難以避免最終死亡之結果。試問：依實務見解甲成立何罪？|成立肇事逃逸罪與過失致人於死罪，數罪併罰|1
23|有關具體危險犯，下列敘述，何者正確？|具體危險犯所致法益之危險，相較於抽象危險犯具有較高的可能性|1
23|有關具體危險犯，下列敘述，何者正確？|相較於抽象危險犯，具體危險犯與實害結果之距離較為遙遠|0
23|有關具體危險犯，下列敘述，何者正確？|具體危險犯屬於單純的行為犯或舉動犯，與結果犯無關|0
23|有關具體危險犯，下列敘述，何者正確？|具體危險犯是由立法者所做成之判斷，而非由法律適用者加以判斷|0
24|甲欲殺 A，但因誤認 B 為 A 而下手殺害，殺害時又因槍法欠準而致 B 旁之 C 中彈，C 在送醫途中因血流過多不幸身亡。若依我國司法實務見解，下列敘述，何者正確？|甲僅需對 C 負殺人未遂罪|0
24|甲欲殺 A，但因誤認 B 為 A 而下手殺害，殺害時又因槍法欠準而致 B 旁之 C 中彈，C 在送醫途中因血流過多不幸身亡。若依我國司法實務見解，下列敘述，何者正確？|甲需對 B 負殺人未遂罪，對 C 負過失致人於死罪，兩罪依想像競合犯處理|1
24|甲欲殺 A，但因誤認 B 為 A 而下手殺害，殺害時又因槍法欠準而致 B 旁之 C 中彈，C 在送醫途中因血流過多不幸身亡。若依我國司法實務見解，下列敘述，何者正確？|甲對 C 之死亡依相當因果關係說不需負責|0
24|甲欲殺 A，但因誤認 B 為 A 而下手殺害，殺害時又因槍法欠準而致 B 旁之 C 中彈，C 在送醫途中因血流過多不幸身亡。若依我國司法實務見解，下列敘述，何者正確？|甲需對 A 負殺人未遂罪，對 B 負殺人未遂罪，對 C 負過失傷害罪，三罪依想像競合犯處理|0
25|基於殺特定人之故意，已著手於殺人實行之行為，於未達可發生結果之程度時，因發現殺錯對象而停止其行為，應如何論罪？|應論以殺人罪之普通未遂（障礙未遂）|1
25|基於殺特定人之故意，已著手於殺人實行之行為，於未達可發生結果之程度時，因發現殺錯對象而停止其行為，應如何論罪？|應論以殺人罪之中止未遂|0
25|基於殺特定人之故意，已著手於殺人實行之行為，於未達可發生結果之程度時，因發現殺錯對象而停止其行為，應如何論罪？|應論以殺人罪之準中止未遂|0
25|基於殺特定人之故意，已著手於殺人實行之行為，於未達可發生結果之程度時，因發現殺錯對象而停止其行為，應如何論罪？|由於殺錯對象，屬於構成要件錯誤而得以阻卻故意|0
26|甲向其父 A 索取財物不成，惱羞成怒，當場夥同其朋友乙，將 A 殺害。對甲、乙之行為，下列敘述，何者正確？|甲應論以殺直系血親尊親屬罪之正犯，乙與 A 因無身分關係，只能論以該罪之幫助犯|0
26|甲向其父 A 索取財物不成，惱羞成怒，當場夥同其朋友乙，將 A 殺害。對甲、乙之行為，下列敘述，何者正確？|甲乙兩人均應以普通殺人罪之共同正犯論罪科刑|0
26|甲向其父 A 索取財物不成，惱羞成怒，當場夥同其朋友乙，將 A 殺害。對甲、乙之行為，下列敘述，何者正確？|甲乙兩人均應論以殺直系血親尊親屬罪之共同正犯|0
26|甲向其父 A 索取財物不成，惱羞成怒，當場夥同其朋友乙，將 A 殺害。對甲、乙之行為，下列敘述，何者正確？|甲乙兩人雖是共同正犯，但乙應論以普通殺人罪，甲應論以殺直系血親尊親屬罪|1
27|甲侵入乙宅竊取分屬乙、乙妻、乙父、乙子之財物，有關其罪數的認定，下列敘述，何者正確？|僅成立一個侵入住宅之加重竊盜罪|1
27|甲侵入乙宅竊取分屬乙、乙妻、乙父、乙子之財物，有關其罪數的認定，下列敘述，何者正確？|成立無故侵入住宅罪與加重竊盜罪之想像競合犯|0
27|甲侵入乙宅竊取分屬乙、乙妻、乙父、乙子之財物，有關其罪數的認定，下列敘述，何者正確？|成立無故侵入住宅罪與竊盜罪之牽連犯|0
27|甲侵入乙宅竊取分屬乙、乙妻、乙父、乙子之財物，有關其罪數的認定，下列敘述，何者正確？|成立無故侵入住宅罪與竊盜罪之數罪併罰|0
28|以下關於自首的描述，何者正確？|犯罪事實雖已發覺，但犯罪人是誰，偵查機關尚不知悉，如犯罪人向警察自承犯其罪，仍符合自首之要件|1
28|以下關於自首的描述，何者正確？|對於未發覺之犯罪自首者，法官判決時必須減輕其刑|0
28|以下關於自首的描述，何者正確？|自首必須由犯罪人本人親自向偵查機關為之，不得委託他人代理自首|0
28|以下關於自首的描述，何者正確？|犯罪人犯罪後隱匿起來，雖打電話給警察自承犯罪但卻避不出面，仍符合自首要件|0
