Sequence|Question|Options|Answer
15|承 13 題，對於某乙之檢舉行為，下列敘述，何者正確？|乙之安全應予保護，但不能為了保護乙而完全犧牲甲的對質與詰問的權利|1
15|承 13 題，對於某乙之檢舉行為，下列敘述，何者正確？|為確實保護乙之安全，不得讓乙接受任何形式的對質與詰問|0
15|承 13 題，對於某乙之檢舉行為，下列敘述，何者正確？|為避免甲遭乙之誣陷，應讓甲知道乙之確切身分，並讓乙與甲當場面對面直接對質詰問，以發現真相|0
15|承 13 題，對於某乙之檢舉行為，下列敘述，何者正確？|甲可否要求與乙對質，屬立法裁量之空間|0
16|依司法院釋字第 553 號解釋，下列何者非屬司法院大法官之職權？|命令違憲之審理|0
16|依司法院釋字第 553 號解釋，下列何者非屬司法院大法官之職權？|具體行政處分違憲之審理|1
16|依司法院釋字第 553 號解釋，下列何者非屬司法院大法官之職權？|政黨違憲解散之事項|0
16|依司法院釋字第 553 號解釋，下列何者非屬司法院大法官之職權？|法令統一解釋|0
17|甲出任我國總統後，認為立法院不能配合其政見制定法律，故亟思解散立法院，下列敘述，何者錯誤？|甲不得任憑己意解散立法院|0
17|甲出任我國總統後，認為立法院不能配合其政見制定法律，故亟思解散立法院，下列敘述，何者錯誤？|甲在戒嚴期間不得解散立法院|0
17|甲出任我國總統後，認為立法院不能配合其政見制定法律，故亟思解散立法院，下列敘述，何者錯誤？|甲在緊急命令生效期間不得解散立法院|0
17|甲出任我國總統後，認為立法院不能配合其政見制定法律，故亟思解散立法院，下列敘述，何者錯誤？|甲在立法院休會期間不得解散立法院|1
18|關於總統彈劾之規定，下列敘述，何者錯誤？|總統彈劾案由立法院提出|0
18|關於總統彈劾之規定，下列敘述，何者錯誤？|總統彈劾之事由須因總統犯內亂罪或外患罪|1
18|關於總統彈劾之規定，下列敘述，何者錯誤？|總統彈劾案由司法院大法官組成憲法法庭審理之|0
18|關於總統彈劾之規定，下列敘述，何者錯誤？|彈劾案若判決成立，被彈劾人應即解職|0
19|假設有人對於行政院與他國所簽定之「兩國打擊犯罪互助協定」，應否送交立法院審議存有疑問，下列敘述，何者正確？|立法院依據憲法第 63 條規定，僅具有「條約」案之議決權，因此對於使用「協定」名稱的對外文書，並不用經由立法院之審查|0
19|假設有人對於行政院與他國所簽定之「兩國打擊犯罪互助協定」，應否送交立法院審議存有疑問，下列敘述，何者正確？|行政院承總統之命與外國往來，係屬於「政治問題」，因此不須其他權力部門的介入|0
19|假設有人對於行政院與他國所簽定之「兩國打擊犯罪互助協定」，應否送交立法院審議存有疑問，下列敘述，何者正確？|行政部門與他國所簽定之書面文書，區分為「條約」和「協定」，條約始須送交立法院議決；而協定只須要依行政命令審查的方式送立法院備查|0
19|假設有人對於行政院與他國所簽定之「兩國打擊犯罪互助協定」，應否送交立法院審議存有疑問，下列敘述，何者正確？|憲法上所稱之「條約」，包括用條約、公約，或協定等名稱而其內容直接涉及國家重要事項或人民權利義務，均須送立法院審議|1
20|下列關於「緊急命令」之敘述，何者正確？|總統發布緊急命令，不須提交立法院追認|0
20|下列關於「緊急命令」之敘述，何者正確？|立法院不同意總統所發布之緊急命令，不影響緊急命令之效力|0
20|下列關於「緊急命令」之敘述，何者正確？|總統得經行政院會議之決議發布緊急命令|1
20|下列關於「緊急命令」之敘述，何者正確？|總統於緊急命令生效期間，經諮詢立法院院長後，得宣告解散立法院|0
21|某市國稅局於執行稅捐稽徵具體個案時產生疑義，乃函請財政部賦稅署指示合法適當之解決方法，賦稅署亦以函回復該局就該具體事件之處理建議。賦稅署所為復函之性質為：|個別指令|1
21|某市國稅局於執行稅捐稽徵具體個案時產生疑義，乃函請財政部賦稅署指示合法適當之解決方法，賦稅署亦以函回復該局就該具體事件之處理建議。賦稅署所為復函之性質為：|行政處分|0
21|某市國稅局於執行稅捐稽徵具體個案時產生疑義，乃函請財政部賦稅署指示合法適當之解決方法，賦稅署亦以函回復該局就該具體事件之處理建議。賦稅署所為復函之性質為：|行政規則|0
21|某市國稅局於執行稅捐稽徵具體個案時產生疑義，乃函請財政部賦稅署指示合法適當之解決方法，賦稅署亦以函回復該局就該具體事件之處理建議。賦稅署所為復函之性質為：|行政指導|0
22|承上題，人民對該函內容如有不服，應如何救濟？|提起訴願及撤銷訴訟|0
22|承上題，人民對該函內容如有不服，應如何救濟？|提起確認違法訴訟|0
22|承上題，人民對該函內容如有不服，應如何救濟？|向財政部申請撤銷該函|0
22|承上題，人民對該函內容如有不服，應如何救濟？|須俟國稅局依此作成行政處分後，針對行政處分提起爭訟時一併爭執其合法性|1
23|某甲是 X 縣政府公務員，因作業錯誤使其每月超額領取新臺幣 3,000 元之職務加給，至今共達 7 年之久。現該府欲向甲追討所溢領之加給，但甲拒不返還。請問該府如欲實現其權利，下列敘述，何者較為正確？|向行政法院提起確認返還請求權存在之行政訴訟|0
23|某甲是 X 縣政府公務員，因作業錯誤使其每月超額領取新臺幣 3,000 元之職務加給，至今共達 7 年之久。現該府欲向甲追討所溢領之加給，但甲拒不返還。請問該府如欲實現其權利，下列敘述，何者較為正確？|先依職權撤銷該加給核定，再提起一般給付訴訟|1
23|某甲是 X 縣政府公務員，因作業錯誤使其每月超額領取新臺幣 3,000 元之職務加給，至今共達 7 年之久。現該府欲向甲追討所溢領之加給，但甲拒不返還。請問該府如欲實現其權利，下列敘述，何者較為正確？|先依職權撤銷該加給核定，再將本案直接移送至行政執行處，發動行政執行程序|0
23|某甲是 X 縣政府公務員，因作業錯誤使其每月超額領取新臺幣 3,000 元之職務加給，至今共達 7 年之久。現該府欲向甲追討所溢領之加給，但甲拒不返還。請問該府如欲實現其權利，下列敘述，何者較為正確？|向行政法院提起課予義務訴訟|0
24|承上題，有關甲所負返還義務之內容，下列敘述，何者較為正確？| X 縣政府之請求權性質上屬於公法上不當得利返還請求權，且在行使該項請求權時，應尊重信賴保護原則|1
24|承上題，有關甲所負返還義務之內容，下列敘述，何者較為正確？|如果甲已經將所溢領之金額自帳戶中全數提領，作為清償債務之用，則甲不負返還義務|0
24|承上題，有關甲所負返還義務之內容，下列敘述，何者較為正確？|溢領期間雖長達 7 年，但尚未超過 15 年，X 縣政府仍得就全部加給行使返還請求權|0
24|承上題，有關甲所負返還義務之內容，下列敘述，何者較為正確？|若 X 縣政府向甲追討無結果之際，甲突然病故，此一返還請求權便不復存在，不得再行主張|0
25|甲機關與乙公司簽訂「大甲溪砂石河道整理採取整體管理改善計畫委託契約書」後，因 921 大地震及河道占耕戶之抗爭，致乙公司僅能於契約有效期間內，採取少量土石，試問：下列敘述，何者正確？|乙公司不得因情事變更而請求甲機關調整契約內容|0
25|甲機關與乙公司簽訂「大甲溪砂石河道整理採取整體管理改善計畫委託契約書」後，因 921 大地震及河道占耕戶之抗爭，致乙公司僅能於契約有效期間內，採取少量土石，試問：下列敘述，何者正確？|甲機關拒絕調整契約時，乙公司得提起撤銷訴訟|0
25|甲機關與乙公司簽訂「大甲溪砂石河道整理採取整體管理改善計畫委託契約書」後，因 921 大地震及河道占耕戶之抗爭，致乙公司僅能於契約有效期間內，採取少量土石，試問：下列敘述，何者正確？|河道占耕戶抗爭，並非當時所得預料，故乙公司得請求終止契約|0
25|甲機關與乙公司簽訂「大甲溪砂石河道整理採取整體管理改善計畫委託契約書」後，因 921 大地震及河道占耕戶之抗爭，致乙公司僅能於契約有效期間內，採取少量土石，試問：下列敘述，何者正確？|甲機關得因 921 大地震而不能調整契約內容，逕行終止契約|1
26|某甲因案通緝在逃，其戶籍雖未遷移，但住居所無人居住，依行政程序法之規定，行政機關對某甲應如何送達行政文書才發生送達效力？|留置送達|0
26|某甲因案通緝在逃，其戶籍雖未遷移，但住居所無人居住，依行政程序法之規定，行政機關對某甲應如何送達行政文書才發生送達效力？|寄存送達|1
26|某甲因案通緝在逃，其戶籍雖未遷移，但住居所無人居住，依行政程序法之規定，行政機關對某甲應如何送達行政文書才發生送達效力？|依職權逕為公示送達|0
26|某甲因案通緝在逃，其戶籍雖未遷移，但住居所無人居住，依行政程序法之規定，行政機關對某甲應如何送達行政文書才發生送達效力？|囑託警察代為送達|0
27|甲市政府依職權發布命令，規定該市內所有之商店除非獲得特許，否則皆須於晚上 8 點鐘停止營業休息，不得逾時營業。問：下列敘述，何者正確？|此命令直接侵害企業經營者之生存權而違憲|0
27|甲市政府依職權發布命令，規定該市內所有之商店除非獲得特許，否則皆須於晚上 8 點鐘停止營業休息，不得逾時營業。問：下列敘述，何者正確？|此命令因違反法律保留原則而應屬違憲|1
27|甲市政府依職權發布命令，規定該市內所有之商店除非獲得特許，否則皆須於晚上 8 點鐘停止營業休息，不得逾時營業。問：下列敘述，何者正確？|此命令係為照顧勞工和受僱者之健全生活，有利於彼等人格自由發展，故當然合憲|0
27|甲市政府依職權發布命令，規定該市內所有之商店除非獲得特許，否則皆須於晚上 8 點鐘停止營業休息，不得逾時營業。問：下列敘述，何者正確？|若甲市議會決議追認該命令，則該命令應可合憲|0
28|承上題，甲市之便利商店經營者 A 不服該命令，下列敘述，何者正確？|得逕向大法官聲請宣告該命令違憲|0
28|承上題，甲市之便利商店經營者 A 不服該命令，下列敘述，何者正確？|得逕向管轄之高等行政法院起訴，請求撤銷該命令|0
28|承上題，甲市之便利商店經營者 A 不服該命令，下列敘述，何者正確？|得向管轄之高等行政法院起訴，請求行政法院向大法官聲請宣告該命令違憲|0
28|承上題，甲市之便利商店經營者 A 不服該命令，下列敘述，何者正確？|不得對該命令提起訴願、行政訴訟，亦不得逕向大法官聲請宣告該命令違憲|1
29|承 27 題，若甲市之便利商店經營者 A 因逾時營業而被主管機關罰鍰，問：下列敘述，何者正確？|A 依法提起行政訴訟請求撤銷該罰鍰處分時，若受理訴訟之法官確信該命令應屬違憲時，得聲請大法官解釋，將該命令宣告違憲|0
29|承 27 題，若甲市之便利商店經營者 A 因逾時營業而被主管機關罰鍰，問：下列敘述，何者正確？|人民欲聲請大法官解釋，須委任律師為代理人，故 A 應委任律師為代理人，始得聲請大法官將該命令宣告違憲|0
29|承 27 題，若甲市之便利商店經營者 A 因逾時營業而被主管機關罰鍰，問：下列敘述，何者正確？|A 應依法提起訴願和行政訴訟請求撤銷該罰鍰處分而被駁回確定後，始得主張行政法院之判決所適用之命令違憲，而聲請大法官將該命令宣告違憲|1
29|承 27 題，若甲市之便利商店經營者 A 因逾時營業而被主管機關罰鍰，問：下列敘述，何者正確？|A 提起訴願被駁回確定後，即得直接主張訴願決定所適用之該命令應屬違憲，而聲請大法官將該命令宣告違憲|0
30|甲所有挖土機一台，被經濟部水利署河川管理局查獲，系爭挖土機為不明人士於河川中使用採取土石，經濟部乃依水利法規定沒入甲之挖土機。甲不服，以其對系爭挖土機違法使用之事實並不知情，提起訴願。下列敘述，何者正確？|水利法設有得沒入行為人使用之機具設備規定，經濟部予以沒入於法有據|0
30|甲所有挖土機一台，被經濟部水利署河川管理局查獲，系爭挖土機為不明人士於河川中使用採取土石，經濟部乃依水利法規定沒入甲之挖土機。甲不服，以其對系爭挖土機違法使用之事實並不知情，提起訴願。下列敘述，何者正確？|行政罰法雖以所有人之故意或重大過失為裁處沒入之要件，系爭機具既供他人使用，可推定所有人之故意或重大過失|0
30|甲所有挖土機一台，被經濟部水利署河川管理局查獲，系爭挖土機為不明人士於河川中使用採取土石，經濟部乃依水利法規定沒入甲之挖土機。甲不服，以其對系爭挖土機違法使用之事實並不知情，提起訴願。下列敘述，何者正確？|甲未能證明系爭機具設備有遺失或其他無故意過失情事，故經濟部得逕予裁處沒入|0
30|甲所有挖土機一台，被經濟部水利署河川管理局查獲，系爭挖土機為不明人士於河川中使用採取土石，經濟部乃依水利法規定沒入甲之挖土機。甲不服，以其對系爭挖土機違法使用之事實並不知情，提起訴願。下列敘述，何者正確？|行政罰法雖以所有人之故意或重大過失為裁處沒入之要件，系爭機具所有人有無故意或重大過失應由經濟部負舉證責任|1
31|下列有關行政處分效力之敘述，何者錯誤？|下命處分生效後，即有執行力，且執行力不因當事人提起行政爭訟而受影響|0
31|下列有關行政處分效力之敘述，何者錯誤？|行政處分之規制內容對於相對人、利害關係人及原處分機關具有拘束力|0
31|下列有關行政處分效力之敘述，何者錯誤？|行政處分於法定救濟期間經過後，人民即不能再以行政爭訟方法尋求撤銷或變更|0
31|下列有關行政處分效力之敘述，何者錯誤？|行政機關對於其他機關之行政處分，原則上得進行實質內容適法性之審查，不受該處分之拘束|1
32|某甲於民國 88 年 6 月經營電子遊戲場供不特定人賭博財物為警查獲，於 96 年 9 月經法院判決確定，臺中縣政府乃於 97 年 5 月撤銷某甲之營利事業登記證。臺中縣政府本項裁處之適法性，下列敘述，何者正確？|合法，行政程序法施行前之請求權，準用民法 15 年之時效規定|0
32|某甲於民國 88 年 6 月經營電子遊戲場供不特定人賭博財物為警查獲，於 96 年 9 月經法院判決確定，臺中縣政府乃於 97 年 5 月撤銷某甲之營利事業登記證。臺中縣政府本項裁處之適法性，下列敘述，何者正確？|合法，行政罰法自 95 年 2 月 5 日施行尚未屆滿 3 年，裁處權時效尚未屆滿|1
32|某甲於民國 88 年 6 月經營電子遊戲場供不特定人賭博財物為警查獲，於 96 年 9 月經法院判決確定，臺中縣政府乃於 97 年 5 月撤銷某甲之營利事業登記證。臺中縣政府本項裁處之適法性，下列敘述，何者正確？|違法，行政程序法施行前之請求權時效，殘餘期間已逾 5 年請求權消滅|0
32|某甲於民國 88 年 6 月經營電子遊戲場供不特定人賭博財物為警查獲，於 96 年 9 月經法院判決確定，臺中縣政府乃於 97 年 5 月撤銷某甲之營利事業登記證。臺中縣政府本項裁處之適法性，下列敘述，何者正確？|違法，行政罰法裁處權時效規定，適用於該法施行前，時效屆滿不得裁處|0
33|老王因經營餐廳逃漏稅，經法務部行政執行署行政執行處限制住居，於出境時，內政部入出國及移民署官員當場交付限制出境書面理由書，對此限制出境處分不服時，應向何機關請求救濟？|向稅捐稽徵機關聲明異議|0
33|老王因經營餐廳逃漏稅，經法務部行政執行署行政執行處限制住居，於出境時，內政部入出國及移民署官員當場交付限制出境書面理由書，對此限制出境處分不服時，應向何機關請求救濟？|向法務部行政執行署行政執行處聲明異議|1
33|老王因經營餐廳逃漏稅，經法務部行政執行署行政執行處限制住居，於出境時，內政部入出國及移民署官員當場交付限制出境書面理由書，對此限制出境處分不服時，應向何機關請求救濟？|向內政部入出國及移民署聲明異議|0
33|老王因經營餐廳逃漏稅，經法務部行政執行署行政執行處限制住居，於出境時，內政部入出國及移民署官員當場交付限制出境書面理由書，對此限制出境處分不服時，應向何機關請求救濟？|直接向法院提起訴訟|0
34|依郵政法第 40 條第 1 款規定：未經中華郵政公司委託，以遞送信函、明信片或其他具有通信性質文件為營業者，處新臺幣 10 萬元以上 50 萬元以下罰鍰，並通知其停止該等行為；未停止者，得按次連續處罰。A 公司於 98 年 6 月至 12 月經營遞送信函業務，經交通部於 98 年 6 月 15 日及 9 月 20 日派員查證屬實，乃依上開規定於 98 年 12 月 5 日及 99 年 1 月 5 日分別處 A 公司罰鍰新臺幣 10 萬元，並分別通知 A 公司停止營業行為。試問 99 年 1 月 5 日裁罰之適法性及其理由，下列敘述，何者正確？|合法，第二次罰鍰處分為執行罰|0
34|依郵政法第 40 條第 1 款規定：未經中華郵政公司委託，以遞送信函、明信片或其他具有通信性質文件為營業者，處新臺幣 10 萬元以上 50 萬元以下罰鍰，並通知其停止該等行為；未停止者，得按次連續處罰。A 公司於 98 年 6 月至 12 月經營遞送信函業務，經交通部於 98 年 6 月 15 日及 9 月 20 日派員查證屬實，乃依上開規定於 98 年 12 月 5 日及 99 年 1 月 5 日分別處 A 公司罰鍰新臺幣 10 萬元，並分別通知 A 公司停止營業行為。試問 99 年 1 月 5 日裁罰之適法性及其理由，下列敘述，何者正確？|違法，違反誠信原則|0
34|依郵政法第 40 條第 1 款規定：未經中華郵政公司委託，以遞送信函、明信片或其他具有通信性質文件為營業者，處新臺幣 10 萬元以上 50 萬元以下罰鍰，並通知其停止該等行為；未停止者，得按次連續處罰。A 公司於 98 年 6 月至 12 月經營遞送信函業務，經交通部於 98 年 6 月 15 日及 9 月 20 日派員查證屬實，乃依上開規定於 98 年 12 月 5 日及 99 年 1 月 5 日分別處 A 公司罰鍰新臺幣 10 萬元，並分別通知 A 公司停止營業行為。試問 99 年 1 月 5 日裁罰之適法性及其理由，下列敘述，何者正確？|違法，違反比例原則|0
34|依郵政法第 40 條第 1 款規定：未經中華郵政公司委託，以遞送信函、明信片或其他具有通信性質文件為營業者，處新臺幣 10 萬元以上 50 萬元以下罰鍰，並通知其停止該等行為；未停止者，得按次連續處罰。A 公司於 98 年 6 月至 12 月經營遞送信函業務，經交通部於 98 年 6 月 15 日及 9 月 20 日派員查證屬實，乃依上開規定於 98 年 12 月 5 日及 99 年 1 月 5 日分別處 A 公司罰鍰新臺幣 10 萬元，並分別通知 A 公司停止營業行為。試問 99 年 1 月 5 日裁罰之適法性及其理由，下列敘述，何者正確？|違法，違反一行為不二罰原則|1
35|關於訴願審議之敘述，下列何者正確？|除法律另有規定外，訴願決定應經言詞辯論為之|0
35|關於訴願審議之敘述，下列何者正確？|訴願人或參加人請求陳述意見而有正當理由者，應予到達指定處所陳述意見之機會|1
35|關於訴願審議之敘述，下列何者正確？|於陳述意見時，應由訴願審議委員會全體委員聽取訴願人、參加人或利害關係人之陳述|0
35|關於訴願審議之敘述，下列何者正確？|合法提起之訴願案件，受理訴願機關應依職權通知訴願人或其代表人、訴願代理人、輔佐人及原行政處分機關派員於指定期日到達指定處所言詞辯論|0
36|A 為某建築物所有權人，因違反建築法第 91 條第 1 項第 1 款之規定，未經主管機關 B 核准變更使用，擅自變更使用其建築物，遭 B 在民國 99 年 5 月 30 日依建築法第 73 條第 2 項處新臺幣 12 萬元罰鍰。B 之處分書上並未依行政程序法第 96 條第 1 項第 6 款記載不服行政處分之救濟期間，試問該處分書效力如何？|違反司法院釋字第 491 號揭示的正當法律程序原則，該處分書當然無效|0
36|A 為某建築物所有權人，因違反建築法第 91 條第 1 項第 1 款之規定，未經主管機關 B 核准變更使用，擅自變更使用其建築物，遭 B 在民國 99 年 5 月 30 日依建築法第 73 條第 2 項處新臺幣 12 萬元罰鍰。B 之處分書上並未依行政程序法第 96 條第 1 項第 6 款記載不服行政處分之救濟期間，試問該處分書效力如何？|違反司法院釋字第 491 號揭示的正當法律程序原則，A 可在任何時間提起訴願|0
